player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"Hatton, Tyrrell",150,1.164,30,0.007,0.027,0.013,-0.191,-0.040,-0.031,-0.105,-0.082,-0.218,0.763,2.892,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Homa, Max",150,0.764,31,0.004,0.069,0.036,-0.037,-0.040,-0.037,0.022,-0.022,-0.037,0.760,2.874,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Young, Cameron",150,0.648,25,0.025,0.096,0.057,0.047,-0.040,-0.099,0.028,-0.018,-0.088,0.745,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Mitchell, Keith",150,0.714,30,0.008,0.028,0.017,0.074,-0.039,-0.061,-0.015,-0.012,-0.088,0.714,2.879,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Harman, Brian",150,0.655,35,-0.008,-0.088,0.016,-0.015,-0.040,0.039,0.187,-0.038,0.187,0.707,2.798,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Casey, Paul",150,1.008,44,-0.040,-0.026,-0.019,-0.179,-0.040,-0.038,0.048,-0.045,-0.035,0.669,2.857,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Dahmen, Joel",150,0.567,34,-0.006,-0.038,0.000,-0.056,-0.012,0.019,0.197,-0.006,0.210,0.665,2.867,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Woodland, Gary",150,0.769,37,-0.017,0.049,0.045,-0.014,-0.045,-0.060,-0.073,-0.034,-0.167,0.620,2.839,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Long, Adam",150,0.500,34,-0.006,0.001,-0.013,-0.041,-0.040,0.038,0.203,-0.026,0.215,0.616,2.896,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Vegas, Jhonattan",150,0.794,37,-0.016,0.005,-0.015,0.044,-0.054,-0.103,-0.037,-0.007,-0.147,0.612,2.816,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Straka, Sepp",150,0.777,29,0.012,0.104,-0.060,-0.114,-0.040,-0.038,0.006,-0.041,-0.073,0.606,2.868,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Rai, Aaron",150,0.328,27,0.018,0.071,-0.008,0.026,-0.040,0.013,0.180,-0.011,0.182,0.577,2.834,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Knox, Russell",150,0.291,36,-0.014,-0.049,0.038,0.079,-0.040,0.024,0.226,0.008,0.258,0.563,2.848,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Streelman, Kevin",150,0.340,43,-0.035,-0.068,0.001,0.047,0.027,0.018,0.229,-0.001,0.246,0.557,2.857,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Leishman, Marc",150,0.768,38,-0.019,-0.068,0.002,-0.070,0.039,-0.019,-0.055,-0.042,-0.116,0.536,2.849,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Merritt, Troy",150,0.660,36,-0.013,0.007,-0.002,-0.183,0.002,0.030,0.059,-0.040,0.049,0.522,2.868,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Pan, C.T.",150,0.370,30,0.007,0.012,0.001,0.052,-0.001,0.010,0.092,-0.024,0.079,0.521,2.836,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"NeSmith, Matthew",150,0.291,28,0.013,0.071,0.003,0.036,-0.040,0.002,0.128,-0.009,0.121,0.495,2.866,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Simpson, Webb",150,0.720,36,-0.013,-0.093,-0.123,-0.032,-0.040,0.009,0.090,-0.043,0.056,0.475,2.840,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"McCarthy, Denny",150,0.484,29,0.011,0.014,0.007,-0.065,-0.045,0.019,0.095,-0.050,0.064,0.470,2.824,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Laird, Martin",150,0.169,39,-0.022,-0.106,0.020,0.126,0.016,-0.001,0.240,0.015,0.254,0.456,2.821,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hubbard, Mark",150,0.451,32,-0.001,0.023,0.007,-0.127,-0.040,0.076,0.087,-0.050,0.113,0.426,2.834,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Kuchar, Matt",150,0.784,43,-0.037,-0.128,0.061,-0.363,-0.040,0.067,0.141,-0.065,0.143,0.421,2.801,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Smalley, Alex",150,0.274,25,0.023,0.005,0.016,0.091,-0.040,-0.041,0.040,0.008,0.007,0.376,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Day, Jason",150,0.510,34,-0.006,0.024,-0.017,-0.012,-0.040,-0.031,-0.024,-0.037,-0.091,0.369,2.860,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Glover, Lucas",150,0.251,42,-0.032,-0.069,0.005,0.065,-0.036,0.016,0.152,0.014,0.182,0.367,2.873,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Steele, Brendan",150,0.170,39,-0.021,0.008,-0.006,0.200,-0.061,-0.040,0.072,0.026,0.058,0.347,2.882,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Lee, Kyounghoon",150,0.120,30,0.007,0.038,-0.000,0.144,-0.040,-0.007,0.086,-0.000,0.079,0.347,2.866,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Griffin, Lanto",150,0.433,33,-0.004,-0.003,0.024,0.004,-0.024,-0.019,-0.060,-0.014,-0.093,0.338,2.851,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Lahiri, Anirban",150,0.157,34,-0.007,0.036,0.020,0.079,-0.007,0.002,0.031,-0.003,0.030,0.308,2.841,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Armour, Ryan",150,-0.125,46,-0.044,0.022,0.030,0.013,0.014,0.060,0.304,0.018,0.383,0.292,2.869,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Lipsky, David",150,0.184,33,-0.004,0.073,0.026,-0.039,-0.040,0.020,0.091,-0.019,0.092,0.292,2.898,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Reed, Patrick",150,0.490,31,0.003,-0.050,0.021,-0.128,-0.013,0.025,-0.010,-0.064,-0.049,0.274,2.850,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Jones, Matt",150,0.401,42,-0.031,-0.064,0.018,0.130,-0.023,-0.027,-0.124,-0.023,-0.173,0.260,2.852,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"List, Luke",150,0.231,37,-0.015,-0.016,-0.015,0.271,-0.051,-0.082,-0.102,0.021,-0.164,0.241,2.838,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Moore, Taylor",150,0.147,28,0.013,0.043,-0.013,0.101,-0.040,-0.023,0.013,-0.003,-0.014,0.236,2.825,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Sigg, Greyson",150,0.183,27,0.018,0.040,-0.011,-0.026,-0.040,0.019,0.060,-0.007,0.072,0.236,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Poston, J.T.",150,0.023,28,0.012,-0.002,0.041,0.101,-0.013,0.001,0.037,-0.006,0.031,0.193,2.868,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Duncan, Tyler",150,-0.118,32,-0.000,0.031,0.028,0.012,-0.010,0.026,0.198,0.023,0.247,0.190,2.900,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Stuard, Brian",150,0.097,39,-0.022,-0.067,-0.007,-0.196,-0.043,0.128,0.299,-0.026,0.401,0.162,2.836,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Davis, Cameron",150,0.323,27,0.018,0.097,0.016,-0.091,-0.040,-0.043,-0.106,-0.024,-0.174,0.150,2.862,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Taylor, Nick",150,0.018,34,-0.004,0.053,0.025,0.034,-0.020,0.010,0.031,-0.006,0.036,0.141,2.837,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hickok, Kramer",150,-0.102,30,0.009,0.027,0.016,0.064,-0.040,0.018,0.129,0.005,0.152,0.127,2.868,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Grace, Branden",150,-0.026,33,-0.004,0.031,0.003,0.154,-0.040,0.017,-0.042,-0.001,-0.026,0.093,2.847,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Huh, John",150,-0.033,31,0.002,-0.034,-0.021,0.035,-0.056,0.044,0.148,0.006,0.198,0.092,2.825,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Putnam, Andrew",150,0.040,33,-0.002,-0.022,0.011,-0.090,-0.009,0.085,0.070,-0.026,0.129,0.057,2.848,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Lashley, Nate",150,0.102,39,-0.022,-0.022,0.020,-0.052,-0.040,0.029,0.048,-0.012,0.065,0.051,2.883,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Schwab, Matthias",150,0.165,27,0.017,0.059,-0.008,-0.136,-0.040,0.016,0.001,-0.030,-0.013,0.044,2.834,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Thompson, Michael",150,0.000,37,-0.014,-0.079,0.003,-0.046,-0.041,0.062,0.152,-0.009,0.205,0.028,2.847,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hughes, Mackenzie",150,0.231,31,0.004,0.037,-0.050,-0.051,-0.030,0.005,-0.077,-0.042,-0.115,0.026,2.843,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Ramey, Chad",150,-0.080,29,0.010,-0.007,0.005,-0.016,-0.040,0.046,0.094,0.005,0.144,0.017,2.846,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Frittelli, Dylan",150,0.215,31,0.002,0.038,-0.009,-0.006,-0.040,-0.036,-0.162,-0.021,-0.218,-0.018,2.877,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Svensson, Adam",150,-0.121,28,0.014,-0.005,0.026,-0.013,-0.040,0.021,0.084,0.014,0.119,-0.020,2.887,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Redman, Doc",150,-0.029,24,0.027,0.038,0.029,-0.165,0.001,0.010,0.065,-0.004,0.070,-0.029,2.860,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hodges, Lee",150,-0.249,26,0.019,-0.034,0.032,0.148,-0.040,0.004,0.062,0.027,0.093,-0.032,2.872,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Garnett, Brice",150,-0.149,38,-0.020,-0.054,0.008,-0.009,-0.040,0.039,0.178,0.013,0.230,-0.034,2.824,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Seiffert, Chase",150,-0.243,30,0.007,0.041,0.064,0.020,-0.040,0.030,0.070,0.007,0.107,-0.044,2.892,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Wu, Brandon",150,-0.123,25,0.025,0.026,0.040,-0.056,-0.040,0.013,0.032,0.010,0.055,-0.074,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Buckley, Hayden",150,-0.392,26,0.021,-0.005,-0.027,0.146,-0.040,-0.003,0.150,0.058,0.205,-0.093,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Molinari, Francesco",150,-0.162,39,-0.022,-0.012,0.011,-0.015,0.030,0.024,0.038,0.006,0.068,-0.102,2.894,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Bramlett, Joseph",150,-0.321,34,-0.005,0.131,0.028,0.262,-0.040,-0.094,-0.108,0.040,-0.163,-0.108,2.889,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Fowler, Rickie",150,-0.067,33,-0.002,0.004,-0.096,0.047,0.024,-0.035,0.013,-0.004,-0.026,-0.116,2.883,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hahn, James",150,-0.269,40,-0.026,-0.025,-0.077,0.146,-0.014,-0.000,0.092,0.031,0.122,-0.143,2.828,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Reavie, Chez",150,-0.328,40,-0.025,-0.086,-0.007,-0.106,-0.040,0.089,0.318,0.029,0.436,-0.157,2.880,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Ryder, Sam",150,-0.003,32,0.001,0.015,0.018,-0.201,-0.016,0.023,0.009,-0.005,0.027,-0.160,2.879,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Higgs, Harry",150,-0.113,30,0.007,0.048,-0.011,0.013,-0.040,-0.009,-0.073,-0.009,-0.091,-0.187,2.901,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Johnson, Zach",150,0.201,46,-0.044,-0.088,-0.022,-0.340,-0.040,0.077,0.069,-0.024,0.122,-0.212,2.815,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Malnati, Peter",150,0.067,34,-0.007,-0.057,-0.013,-0.097,0.007,0.014,-0.111,-0.019,-0.115,-0.215,2.903,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Smotherman, Austin",150,-0.441,27,0.016,0.066,0.019,0.017,-0.040,-0.030,0.104,0.050,0.124,-0.239,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Novak, Andrew",150,-0.108,27,0.018,0.001,0.027,-0.050,-0.040,0.004,-0.113,-0.003,-0.112,-0.263,2.891,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Norlander, Henrik",150,-0.378,35,-0.008,-0.051,0.003,0.032,-0.040,0.032,0.091,0.036,0.159,-0.283,2.863,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Taylor, Vaughn",150,-0.346,46,-0.044,-0.071,0.012,-0.060,-0.040,0.087,0.165,0.007,0.259,-0.291,2.865,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hossler, Beau",150,-0.098,27,0.018,-0.013,0.057,-0.035,0.010,-0.047,-0.164,-0.021,-0.231,-0.292,2.935,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Kohles, Ben",150,-0.325,32,0.002,0.045,0.020,-0.065,-0.040,0.055,0.005,0.009,0.070,-0.293,2.827,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Mullinax, Trey",150,-0.277,29,0.009,-0.001,-0.006,0.217,-0.020,-0.098,-0.182,0.049,-0.231,-0.308,2.885,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Sabbatini, Rory",150,-0.145,46,-0.044,-0.082,-0.010,-0.118,-0.059,0.065,0.080,0.005,0.150,-0.308,2.890,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Piercy, Scott",150,-0.107,43,-0.035,-0.025,0.002,-0.057,-0.040,0.009,-0.068,0.007,-0.052,-0.315,2.865,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Lebioda, Hank",150,-0.192,28,0.014,0.012,-0.022,-0.122,-0.040,0.026,0.020,-0.011,0.034,-0.316,2.847,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Whaley, Vincent",150,-0.054,27,0.018,-0.053,0.006,0.012,-0.040,-0.022,-0.192,0.001,-0.213,-0.323,2.841,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Kodaira, Satoshi",150,-0.536,32,0.000,-0.008,0.031,-0.065,-0.040,0.064,0.180,0.042,0.286,-0.332,2.892,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Percy, Cameron",150,-0.284,48,-0.050,-0.077,-0.002,-0.077,0.029,0.043,0.039,0.033,0.115,-0.345,2.832,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Schenk, Adam",150,-0.290,30,0.008,-0.004,-0.023,0.038,-0.003,-0.024,-0.071,0.019,-0.075,-0.349,2.877,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Sloan, Roger",150,-0.372,34,-0.007,0.054,-0.009,0.007,-0.040,0.014,-0.010,0.014,0.018,-0.349,2.879,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Lee, Danny",150,-0.287,31,0.003,-0.072,-0.068,0.082,-0.006,-0.010,-0.035,0.043,-0.001,-0.349,2.864,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Lopez-Chacarra, Eugenio",150,-0.713,22,0.034,0.007,0.134,0.077,-0.040,-0.069,0.124,0.079,0.133,-0.367,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Wu, Dylan",150,-0.289,25,0.023,0.022,0.001,-0.031,-0.040,-0.009,-0.047,-0.002,-0.057,-0.372,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Jaeger, Stephan",150,-0.231,32,-0.001,0.074,-0.012,-0.176,0.022,0.044,-0.106,-0.037,-0.099,-0.423,2.885,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Gutschewski, Scott",150,-0.355,45,-0.042,0.006,-0.006,0.021,-0.040,-0.011,-0.058,0.029,-0.039,-0.456,2.788,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Herman, Jim",150,-0.623,44,-0.039,-0.039,-0.051,0.025,-0.055,0.034,0.220,0.062,0.316,-0.466,2.910,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Aphibarnrat, Kiradech",150,-0.510,32,-0.000,0.012,-0.007,-0.038,-0.027,0.028,0.026,0.031,0.084,-0.486,2.890,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Bridgeman, Jacob",150,-0.688,-1,0.000,0.000,0.230,0.000,-0.040,0.009,-0.027,0.022,0.004,-0.494,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Cink, Stewart",150,-0.103,48,-0.053,-0.014,-0.018,-0.162,-0.014,-0.028,-0.119,0.015,-0.132,-0.496,2.898,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Tarren, Callum",150,-0.382,31,0.004,0.014,0.021,0.068,-0.040,-0.074,-0.167,0.056,-0.185,-0.500,2.860,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Byrd, Jonathan",150,-0.361,44,-0.038,0.005,0.092,-0.133,-0.040,0.042,-0.062,-0.015,-0.036,-0.512,2.892,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"McGreevy, Max",150,-0.587,27,0.019,0.009,-0.016,-0.015,-0.040,0.033,0.069,0.015,0.118,-0.512,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Haas, Bill",150,-0.307,39,-0.024,-0.073,0.029,-0.060,0.001,0.014,-0.097,-0.005,-0.089,-0.522,2.840,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Uihlein, Peter",150,-0.161,32,-0.000,-0.014,0.014,0.066,-0.040,-0.052,-0.360,-0.017,-0.429,-0.564,2.868,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Kitayama, Kurt",150,-0.326,29,0.011,-0.012,0.043,0.031,-0.040,-0.067,-0.227,0.015,-0.280,-0.573,2.881,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hoag, Bo",150,-0.599,33,-0.004,-0.005,-0.036,-0.010,-0.040,0.021,0.055,0.036,0.112,-0.582,2.842,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Lower, Justin",150,-0.491,33,-0.001,-0.038,-0.003,0.011,-0.040,0.019,-0.084,0.022,-0.044,-0.605,2.875,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Martin, Ben",150,-0.666,34,-0.007,-0.043,-0.015,-0.017,0.010,0.032,0.046,0.041,0.120,-0.617,2.858,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Chappell, Kevin",150,-0.283,35,-0.010,-0.052,0.016,-0.032,-0.064,-0.038,-0.190,0.021,-0.207,-0.633,2.874,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Barjon, Paul",150,-0.797,29,0.010,0.068,-0.014,0.157,-0.040,-0.050,-0.051,0.065,-0.036,-0.652,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Schwartzel, Charl",150,-0.403,37,-0.016,0.044,-0.049,-0.054,-0.040,-0.011,-0.133,0.003,-0.140,-0.658,2.849,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Kang, Sung",150,-0.770,34,-0.007,-0.016,0.005,-0.027,0.101,0.030,-0.012,0.035,0.053,-0.662,2.975,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Tway, Kevin",150,-0.428,33,-0.004,0.042,0.012,0.025,-0.039,-0.059,-0.223,0.008,-0.274,-0.664,2.804,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Blaum, Ryan",150,-0.910,38,-0.019,-0.026,0.121,-0.017,0.024,0.046,0.053,0.041,0.140,-0.686,2.858,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"McGirt, William",150,-0.529,42,-0.033,-0.131,-0.033,-0.072,-0.040,0.081,0.048,0.021,0.150,-0.688,2.822,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Donald, Luke",150,-0.403,44,-0.039,-0.104,0.037,-0.189,-0.040,0.074,-0.047,-0.008,0.018,-0.720,2.856,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Kraft, Kelly",150,-0.833,33,-0.003,0.074,0.025,-0.165,0.004,0.055,0.061,0.034,0.150,-0.748,2.869,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Bryan, Wesley",150,-0.407,32,0.002,0.034,-0.004,-0.225,-0.021,0.026,-0.138,-0.019,-0.131,-0.752,2.922,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Pettit, Turk",150,-0.769,23,0.030,-0.027,-0.035,0.046,-0.040,-0.021,-0.018,0.062,0.023,-0.772,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hoffman, Charley",150,-0.314,45,-0.042,-0.065,-0.136,-0.035,-0.040,-0.033,-0.145,0.028,-0.150,-0.782,2.911,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Wolff, Matthew",150,-0.302,23,0.032,0.010,-0.141,-0.065,-0.040,-0.101,-0.184,0.007,-0.277,-0.784,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Watney, Nick",150,-0.643,41,-0.027,-0.004,-0.016,-0.016,0.030,-0.026,-0.121,0.033,-0.114,-0.790,2.890,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Cook, Austin",150,-1.030,31,0.005,-0.017,-0.039,0.056,-0.040,0.061,0.154,0.049,0.264,-0.801,2.878,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Lingmerth, David",150,-1.022,34,-0.007,0.001,0.019,-0.079,0.035,0.096,0.120,0.035,0.250,-0.803,2.906,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Villegas, Camilo",150,-0.818,40,-0.025,-0.076,-0.006,0.140,-0.039,0.034,-0.087,0.042,-0.012,-0.836,2.913,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Thompson, Curtis",150,-0.722,29,0.011,0.009,0.026,0.076,-0.040,-0.059,-0.194,0.047,-0.206,-0.845,2.838,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hagy, Brandon",150,-0.659,31,0.005,0.030,-0.000,0.183,-0.034,-0.099,-0.317,0.039,-0.377,-0.851,2.894,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Gligic, Michael",150,-0.769,32,0.000,-0.011,-0.017,0.022,-0.040,0.007,-0.096,0.046,-0.042,-0.856,2.895,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Reeves, Seth",150,-0.866,31,0.005,0.017,-0.047,0.133,-0.040,-0.060,-0.084,0.079,-0.066,-0.863,2.906,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Werenski, Richy",150,-0.678,30,0.008,-0.031,-0.005,-0.061,-0.056,0.013,-0.072,0.017,-0.042,-0.865,2.900,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Wolfe, Jared",150,-0.747,34,-0.005,0.040,-0.002,0.064,-0.040,-0.049,-0.170,0.043,-0.176,-0.866,2.880,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Skinns, David",150,-0.710,40,-0.025,0.002,0.011,0.018,-0.040,-0.014,-0.163,0.034,-0.143,-0.887,2.919,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Matthews, Brandon",150,-0.930,27,0.016,0.000,0.128,0.059,-0.040,-0.062,-0.127,0.056,-0.132,-0.899,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Wallace, Matt",150,-0.883,31,0.004,0.064,-0.060,0.043,-0.040,-0.013,-0.121,0.027,-0.108,-0.980,2.873,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Drewitt, Brett",150,-1.019,31,0.004,0.014,0.014,0.031,-0.040,0.014,-0.117,0.041,-0.062,-1.057,2.835,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Nimmer, Bryson",150,-1.002,25,0.024,0.041,-0.008,-0.039,-0.040,0.040,-0.158,0.052,-0.066,-1.090,2.876,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Creel, Joshua",150,-1.237,32,0.002,0.018,-0.073,-0.014,-0.040,0.077,0.022,0.065,0.165,-1.180,2.880,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Hadley, Chesson",150,-0.889,34,-0.007,0.007,-0.046,-0.149,0.006,-0.010,-0.130,0.036,-0.104,-1.181,2.890,"Wells Fargo Championship",TPC Potomac at Avenel Farm
"Baddeley, Aaron",150,-0.817,41,-0.028,-0.055,-0.076,-0.052,-0.037,0.043,-0.188,-0.007,-0.152,-1.218,2.845,"Wells Fargo Championship",TPC Potomac at Avenel Farm
