player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Deshaun Watson,11767,QB,HST,1,0.0,0,42,13,56.7,30,32,13.7,3.63,0,1,2.9,46.9,15,21,11.8,40,95.2,2,11,,29.7,61.6,0.0,62.1,,61.7,1,1,42,14.3,60.3,7.5,3,5,0,1,1,2,4.8,167,5.2,60.0,25,26,10.0,3.53,0,1,3.4,50.0,13,16,13.3,33,78.6,2,8,,28.5,59.2,0.0,59.6,,61.7,1,0,36,12.5,77.1,6.1,2,5,0,0,1,1,2.8,128,4.9,57.1,7,8,22.3,3.39,0,0,0.0,50.0,4,5,0.0,9,21.4,0,3,,70.9,68.2,71.9,67.4,,,0,1,9,20.0,29.2,11.1,1,0,0,1,0,1,11.1,48,6.0,0,100.0,2,2,-2.0,0.85,0,0,0.0,100.0,2,0,0.0,2,4.8,0,0,,65.5,63.4,68.2,63.0,,,0,0,3,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,1.08
Tom Brady,698,QB,NE,1,-14.44,0,41,19,69.4,36,37,9.3,2.45,0,4,10.3,67.6,25,7,0.0,39,95.1,0,16,,79.6,84.2,79.4,80.5,,70.6,1,1,41,28.6,104.8,5.1,2,0,0,0,3,0,0.0,272,7.4,75.0,28,30,9.4,2.3,0,4,12.5,70.0,21,6,0.0,32,78.0,0,14,,78.6,87.6,79.0,83.7,,70.6,1,1,34,33.3,113.3,6.3,2,0,0,1,3,0,0.0,241,8.0,55.6,9,9,7.7,2.73,0,0,0.0,55.6,5,1,0.0,9,22.0,0,2,,70.9,59.1,71.9,59.1,,,0,0,9,0.0,65.0,0.0,0,0,0,0,0,0,0.0,36,4.0,0,100.0,1,2,-2.0,1.4,0,0,0.0,50.0,1,0,0.0,2,4.9,0,0,,63.6,58.8,66.9,58.9,,,0,0,2,,56.3,0.0,0,0,0,1,0,0,0.0,5,2.5,-4.03
Russell Wilson,7077,QB,SEA,1,17.58,0,40,29,67.9,28,29,12.6,3.14,1,4,13.3,58.6,17,17,10.5,36,90.0,2,10,,20.9,64.3,78.3,68.2,,44.9,0,2,37,35.3,98.6,16.7,6,1,0,0,3,2,5.4,292,10.1,64.0,25,26,10.3,3.08,1,3,11.1,53.8,14,17,12.5,32,80.0,2,6,,20.1,50.0,78.0,54.9,,44.9,0,2,33,29.4,51.4,15.6,5,1,0,0,1,3,9.1,148,5.7,83.3,6,7,15.3,2.9,1,1,12.5,71.4,5,1,0.0,8,20.0,0,4,,70.9,80.6,71.9,78.8,,,0,0,9,100.0,153.3,12.5,1,0,0,0,2,0,0.0,150,21.4,0,66.7,3,4,-1.7,2.23,1,0,0.0,50.0,2,1,0.0,4,10.0,0,0,,68.0,35.5,69.9,37.4,,,0,0,5,0.0,56.3,0.0,0,0,0,0,0,1,20.0,6,1.5,15.74
Eli Manning,1722,QB,NYG,1,-10.84,0,40,21,74.2,31,33,8.3,2.65,0,2,5.0,60.6,20,14,13.0,36,90.0,3,7,,79.5,79.1,79.0,79.1,,56.8,1,1,43,14.3,65.5,5.6,2,1,0,1,0,1,2.3,202,6.1,79.2,24,26,5.0,2.4,0,0,0.0,65.4,17,10,10.5,28,70.0,2,4,,77.7,64.1,78.4,63.3,,,1,1,32,20.0,62.8,7.1,2,0,0,1,0,1,3.1,139,5.3,63.6,11,11,11.1,2.96,0,2,14.3,54.5,6,5,14.3,12,30.0,1,4,,73.5,91.0,73.7,91.3,,56.8,0,0,15,0.0,79.7,0.0,0,1,0,0,0,0,0.0,85,7.7,0,75.0,4,4,-3.8,1.8,0,0,0.0,75.0,3,1,0.0,4,10.0,0,1,,66.9,64.5,69.2,64.0,,,0,0,4,0.0,87.5,0.0,0,0,0,0,0,0,0.0,22,5.5,2.38
Case Keenum,7323,QB,DEN,1,-5.52,0,40,10,75.8,33,35,10.8,2.49,1,0,0.0,60.0,21,8,16.0,36,90.0,4,14,,78.7,59.0,79.3,58.3,,,1,3,38,12.5,79.0,2.8,1,0,0,0,3,3,7.9,286,8.2,75.0,28,29,9.2,2.24,1,0,0.0,65.5,19,7,9.5,30,75.0,2,11,,77.6,49.1,78.9,48.6,,,0,3,31,14.3,71.6,3.3,1,0,0,0,2,3,9.7,219,7.6,88.9,9,10,10.1,2.73,0,0,0.0,60.0,6,1,25.0,10,25.0,2,4,,71.9,83.9,72.6,81.8,,,1,0,11,0.0,131.3,0.0,0,0,0,0,1,0,0.0,110,11.0,0,100.0,4,4,-2.0,1.18,0,0,0.0,100.0,4,0,0.0,4,10.0,0,1,,66.9,64.9,69.2,64.4,,,0,0,4,,111.5,0.0,0,0,0,0,0,0,0.0,43,10.8,3.45
Dak Prescott,10769,QB,DAL,1,22.46,0,39,9,81.8,22,26,8.5,3.4,0,0,0.0,65.4,17,16,5.6,35,89.7,1,10,,26.6,54.0,0.0,55.5,,65.5,0,0,39,37.5,80.8,17.1,6,3,0,4,0,1,2.6,151,5.8,75.0,20,23,8.6,3.43,0,0,0.0,60.9,14,16,6.7,32,82.1,1,8,,25.8,50.8,0.0,52.4,,65.5,0,0,35,37.5,77.1,18.8,6,3,0,3,0,1,2.9,134,5.8,100.0,5,6,0.2,3.01,0,0,0.0,83.3,5,0,0.0,7,17.9,0,3,,70.9,63.4,71.9,65.7,,58.3,0,0,9,,91.7,0.0,0,1,0,1,0,0,0.0,36,6.0,0,66.7,3,3,-4.3,2.95,0,0,0.0,66.7,2,0,0.0,4,10.3,0,1,,68.0,53.6,69.9,56.5,,58.3,0,0,5,,84.0,0.0,0,1,0,0,0,0,0.0,19,6.3,0.17
Sam Bradford,5526,QB,ARZ,1,-10.0,0,38,1,67.7,31,33,6.6,2.37,1,1,2.9,57.6,19,16,9.5,37,97.4,2,7,,28.3,43.2,0.0,43.3,,66.4,0,1,39,12.5,56.5,5.4,2,1,0,1,0,2,5.1,151,4.6,69.0,29,30,5.7,2.24,1,0,0.0,60.0,18,15,10.0,34,89.5,2,6,,27.7,38.6,0.0,38.7,,66.4,0,1,36,13.3,54.9,5.9,2,1,0,0,0,2,5.6,120,4.0,66.7,3,4,11.7,3.15,0,1,25.0,50.0,2,1,0.0,4,10.5,0,1,,66.9,74.9,69.2,73.6,,,0,0,4,0.0,78.1,0.0,0,0,0,1,0,0,0.0,33,8.3,0,100.0,1,1,-3.0,1.2,0,0,0.0,100.0,1,0,0.0,1,2.6,0,0,,60.4,60.3,64.6,60.1,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,4.25
Jimmy Garoppolo,8697,QB,SF,1,20.87,0,38,28,48.3,29,31,12.7,2.87,1,3,8.8,41.9,13,19,7.1,36,94.7,1,11,,79.0,64.9,78.9,63.8,,61.2,0,3,40,15.8,41.1,8.3,3,2,0,1,1,2,5.0,245,7.9,42.9,21,23,11.5,2.56,1,1,4.0,39.1,9,15,0.0,26,68.4,0,6,,77.2,47.5,78.3,47.4,,,0,3,29,20.0,32.2,11.5,3,0,0,1,1,2,6.9,125,5.4,70.0,10,10,12.1,3.31,0,2,18.2,60.0,6,4,14.3,12,31.6,1,5,,72.8,91.8,73.2,91.8,,61.2,0,0,13,0.0,104.2,0.0,0,2,0,0,0,0,0.0,136,13.6,0,100.0,2,2,-3.0,1.55,0,0,0.0,100.0,2,0,0.0,2,5.3,0,0,,63.6,62.3,66.9,62.0,,,0,0,2,,100.0,0.0,0,0,0,0,0,0,0.0,16,8.0,8.17
Alex Smith,2218,QB,WAS,1,-4.76,0,37,32,78.3,23,26,4.6,3.17,0,0,0.0,69.2,18,15,0.0,33,89.2,0,12,,28.6,66.8,79.6,74.5,,43.7,0,0,36,20.0,118.6,9.1,3,4,0,3,2,0,0.0,207,8.0,78.9,19,21,3.3,3.05,0,0,0.0,71.4,15,13,0.0,26,70.3,0,10,,26.9,60.9,79.2,67.2,,45.4,0,0,28,23.1,118.9,11.5,3,2,0,2,2,0,0.0,129,6.1,85.7,7,9,4.4,2.95,0,0,0.0,66.7,6,4,0.0,11,29.7,0,4,,72.4,73.8,72.9,78.0,,54.5,0,0,12,0.0,109.7,0.0,0,2,0,2,0,0,0.0,126,14.0,0,100.0,3,4,-3.7,1.8,0,0,0.0,75.0,3,2,0.0,4,10.8,0,2,,66.9,61.3,69.2,61.1,,,0,0,4,0.0,114.6,0.0,0,0,0,1,0,0,0.0,48,12.0,7.86
Blake Bortles,8638,QB,JAX,1,11.54,0,36,15,75.0,24,28,9.8,2.66,2,2,6.9,50.0,14,6,22.2,30,83.3,4,12,,78.3,71.1,78.6,70.6,,59.6,1,1,31,16.7,63.2,3.3,1,1,0,1,1,2,6.5,151,5.4,66.7,18,20,7.5,2.39,1,2,9.5,50.0,10,5,16.7,23,63.9,2,7,,77.0,73.0,78.2,72.9,,59.6,1,1,24,20.0,56.7,4.3,1,1,0,0,1,1,4.2,82,4.1,90.9,11,13,7.5,2.75,1,0,0.0,61.5,8,2,20.0,13,36.1,2,6,,72.8,62.1,73.2,61.8,,,0,0,13,0.0,83.5,0.0,0,0,0,1,0,1,7.7,94,7.2,0,80.0,5,5,-3.6,1.82,0,0,0.0,80.0,4,1,0.0,6,16.7,0,1,,68.9,62.7,70.6,62.4,,,0,0,6,0.0,87.5,0.0,0,0,0,0,0,0,0.0,25,5.0,3.13
Nick Foles,7089,QB,PHI,1,14.67,0,36,24,65.6,32,32,8.9,2.58,0,0,0.0,56.3,18,9,14.3,34,94.4,3,5,64.7,28.3,55.8,79.3,51.7,90.6,60.0,0,1,39,22.2,51.2,5.9,2,0,0,0,0,2,5.1,117,3.7,66.7,24,25,7.4,2.54,0,0,0.0,52.0,13,8,18.8,26,72.2,3,3,,26.3,64.1,78.8,63.1,,60.0,0,0,31,12.5,59.4,3.8,1,0,0,1,0,1,3.2,84,3.4,66.7,9,9,11.9,2.51,0,0,0.0,66.7,6,1,0.0,10,27.8,0,2,64.7,71.9,40.2,72.6,32.3,90.6,,0,1,10,100.0,33.3,10.0,1,0,0,0,0,1,10.0,33,3.7,0,100.0,1,2,-1.0,1.8,0,0,0.0,50.0,1,0,0.0,2,5.6,0,0,,63.6,58.6,66.9,58.7,,,0,0,2,,56.3,0.0,0,0,0,1,0,0,0.0,0,0.0,0.31
Joe Flacco,4332,QB,BLT,1,-23.48,0,35,3,90.3,31,32,7.5,3.01,0,1,2.9,75.0,24,6,14.3,33,94.3,4,12,,78.7,88.9,78.2,89.4,58.9,55.2,0,0,36,16.7,127.1,3.0,1,0,0,1,3,0,0.0,240,7.5,95.5,22,22,6.4,2.85,0,1,4.2,81.8,18,3,14.3,22,62.9,3,7,,76.4,82.8,77.3,84.5,58.9,55.2,0,0,24,0.0,125.4,0.0,0,0,0,0,2,0,0.0,150,6.8,80.0,10,12,8.7,3.13,1,0,0.0,58.3,7,3,12.5,13,37.1,1,5,,73.5,79.8,73.7,78.1,,,0,0,15,33.3,108.3,7.7,1,0,0,1,1,0,0.0,86,7.2,0,100.0,1,2,-4.0,2.1,1,0,0.0,50.0,1,0,0.0,2,5.7,0,0,,65.5,51.6,68.2,52.4,,,0,0,3,,56.3,0.0,0,0,0,0,0,0,0.0,-4,-2.0,0.35
Ryan Fitzpatrick,2467,QB,TB,1,10.61,0,34,30,82.6,23,24,15.6,2.78,1,6,21.4,75.0,18,6,5.3,30,88.2,1,16,,79.4,95.8,78.8,96.4,,64.2,0,0,34,0.0,156.3,0.0,0,6,0,0,4,0,0.0,391,16.3,81.0,21,22,12.0,2.48,1,4,16.7,72.7,16,5,5.9,27,79.4,1,14,,78.7,92.4,78.5,92.5,,67.6,0,0,29,0.0,145.1,0.0,0,5,0,0,2,0,0.0,293,13.3,100.0,6,6,16.2,3.19,0,2,25.0,83.3,5,1,16.7,7,20.6,1,3,,70.9,95.3,71.9,96.0,,56.8,0,0,9,0.0,158.3,0.0,0,1,0,0,2,0,0.0,124,20.7,0,100.0,4,4,-2.8,1.48,0,0,0.0,75.0,3,0,25.0,4,11.8,1,1,,66.9,64.7,69.2,64.2,,,0,0,4,,91.7,0.0,0,0,0,0,0,0,0.0,26,6.5,7.35
