player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Colin Kaepernick,6188,QB,SF,6,-14.72,0,216,28,75.0,160,174,9.8,3.02,1,10,5.4,62.6,109,78,9.2,205,94.9,11,74,,,,,77.3,65.2,0.0,,66.0,,,62.6,,,1,4,222,16.7,97.9,6.3,13,18,0,12,10,9,4.1,1421,8.2,77.5,138,147,8.4,2.83,1,7,4.5,67.3,99,56,7.5,170,78.7,8,58,,,,,74.1,62.4,0.0,,64.2,,,59.2,,,0,3,183,12.5,97.9,4.1,7,16,0,8,7,7,3.8,1140,7.8,72.7,33,38,11.5,3.49,0,3,7.1,52.6,20,22,16.7,46,21.3,4,16,,,,,80.4,71.9,78.0,,67.8,,,75.3,,,1,1,50,27.3,95.9,13.0,6,2,0,4,3,2,4.0,316,8.3,0,100.0,11,11,-3.3,1.91,0,0,0.0,90.9,10,0,9.1,11,5.1,1,0,,,,,71.9,62.9,72.6,,62.6,,,,,,0,0,11,,79.9,0.0,0,0,0,0,0,0,0.0,35,3.2,0.56
Geno Smith,7820,QB,NYJ,6,10.73,0,215,22,66.9,145,166,9.4,3.21,4,3,1.7,52.4,87,84,10.3,188,87.4,10,56,,,,,38.9,52.4,85.5,,52.5,55.6,,54.6,,,1,6,196,13.1,65.8,5.9,11,11,0,16,5,10,5.1,997,6.0,66.7,129,145,8.7,3.08,4,3,2.0,54.5,79,70,8.1,161,74.9,7,44,,,,,32.3,43.1,85.0,,44.1,60.0,,48.2,,,1,6,168,14.3,67.9,6.2,10,6,0,11,6,11,6.5,831,5.7,85.0,40,46,4.8,3.0,1,0,0.0,65.2,30,17,11.8,54,25.1,4,19,,,,,81.0,78.4,78.7,,73.6,58.2,,76.6,,,0,1,55,11.8,75.3,3.7,2,6,0,5,0,0,0.0,308,6.7,0,95.8,24,25,-2.1,2.02,1,0,0.0,88.0,22,3,4.3,27,12.6,1,7,,,,,76.8,52.2,75.8,,48.3,,,65.9,,,0,1,27,33.3,87.0,3.7,1,1,0,0,1,1,3.7,142,5.7,0.97
Aaron Rodgers,2241,QB,GB,6,8.05,0,213,12,74.9,171,181,9.0,2.84,3,13,6.7,63.5,115,63,10.2,205,96.2,13,82,,,,,57.0,88.0,85.4,,84.1,,,79.2,,,1,1,219,23.8,112.2,7.3,15,9,0,6,15,6,2.7,1385,7.7,72.4,127,132,8.4,2.8,1,9,6.3,62.1,82,49,10.9,152,71.4,10,58,,,,,67.7,84.5,84.8,,79.7,,,84.6,,,1,0,163,26.5,109.0,8.6,13,7,0,3,11,5,3.1,867,6.6,84.3,51,57,9.0,2.76,2,4,6.6,70.2,40,14,7.0,61,28.6,3,25,,,,,40.5,81.8,78.9,,81.4,,,54.5,,,0,1,65,14.3,117.0,3.3,2,2,0,4,4,1,1.5,552,9.7,0,100.0,7,8,-1.1,1.6,0,0,0.0,87.5,7,0,0.0,8,3.8,0,1,,,,,70.9,59.2,71.9,,59.2,,,,,,0,0,9,,84.4,0.0,0,0,0,1,0,0,0.0,34,4.3,3.11
Eli Manning,1722,QB,NYG,6,20.54,0,209,21,72.4,170,177,9.5,2.43,3,5,2.6,62.7,111,50,9.8,194,92.8,12,68,,,,,72.9,67.6,85.9,,67.2,,,49.5,,,1,5,209,26.0,92.0,6.7,13,4,0,3,11,8,3.8,1221,6.9,71.9,146,154,8.5,2.3,3,3,1.8,61.0,94,41,10.5,169,80.9,11,52,,,,,69.9,64.6,85.6,,63.8,,,53.3,,,1,4,181,29.3,89.2,7.1,12,3,0,4,9,6,3.3,1021,6.6,84.2,38,38,9.0,2.73,0,2,4.8,81.6,31,9,3.1,40,19.1,1,20,,,,,79.6,74.7,77.5,,74.8,,,55.9,,,0,1,44,11.1,106.6,2.5,1,1,0,0,2,2,4.5,304,8.0,0,100.0,14,15,-1.9,1.71,0,0,0.0,93.3,14,0,0.0,15,7.2,0,4,,,,,73.9,67.2,73.9,,66.5,,,,,,0,0,16,,95.6,0.0,0,0,0,1,0,0,0.0,104,6.9,1.37
Tony Romo,1693,QB,DAL,6,6.69,0,204,9,73.1,175,179,9.9,2.74,1,7,3.7,68.7,123,53,3.9,192,94.1,5,79,,,,,73.6,77.0,11.9,,77.8,,,51.3,,,1,5,205,18.9,101.7,5.2,10,3,0,2,11,8,3.9,1440,8.0,74.2,155,160,8.7,2.62,1,7,4.1,67.5,108,46,6.1,169,82.8,7,66,,,,,71.2,76.0,8.0,,77.2,,,51.3,,,1,2,182,13.0,102.0,3.6,6,3,0,3,9,5,2.7,1156,7.2,74.2,31,31,11.5,3.22,0,0,0.0,74.2,23,8,0.0,35,17.2,0,15,,,,,78.6,70.4,76.9,,69.4,,,,,,0,3,37,50.0,93.4,11.4,4,0,0,0,2,3,8.1,354,11.4,0,90.9,11,12,-3.0,2.48,0,0,0.0,66.7,8,1,20.0,12,5.9,2,2,,,,,73.2,62.4,73.5,,62.1,,,,,,0,0,14,0.0,81.9,0.0,0,0,0,1,0,0,0.0,70,5.8,4.19
Austin Davis,7305,QB,SL,5,1.35,0,203,26,70.3,165,177,10.4,2.82,2,4,2.2,62.1,110,83,5.2,195,96.1,6,70,,,,,78.1,63.0,85.2,,62.0,,,61.3,,,3,4,205,18.1,86.5,7.7,15,3,2,5,6,8,3.9,1308,7.4,70.7,140,148,9.9,2.67,1,3,1.9,63.5,94,62,5.1,161,79.3,5,59,,,,,74.9,64.9,84.7,,63.7,,,61.3,,,2,3,169,16.1,88.2,6.2,10,3,2,3,4,7,4.1,1158,7.8,75.8,33,37,9.5,3.13,1,1,2.6,64.9,24,21,4.0,42,20.7,1,14,,,,,79.5,59.3,77.5,,59.1,,,,,,1,1,44,23.8,95.2,11.9,5,0,0,2,3,1,2.3,207,5.6,0,100.0,8,8,-1.3,1.6,0,0,0.0,100.0,8,0,0.0,8,3.9,0,3,,,,,70.3,72.5,71.5,,71.4,,,,,,0,0,8,,135.9,0.0,0,0,0,0,1,0,0.0,57,7.1,-2.23
Ryan Tannehill,7014,QB,MIA,5,-14.08,0,200,17,71.1,152,165,9.1,2.64,6,5,2.9,57.6,95,61,12.0,179,89.5,13,64,,,,,72.2,77.3,85.1,,76.5,,,58.9,,,2,5,190,16.4,79.9,5.6,10,4,0,5,8,8,4.2,1041,6.3,71.3,136,142,7.3,2.4,3,3,2.0,64.1,91,42,6.2,151,75.5,6,52,,,,,89.2,69.6,84.7,,68.6,,,60.2,,,1,4,162,14.3,82.5,4.0,6,3,0,2,5,6,3.7,920,6.5,83.3,36,44,9.1,2.96,4,2,4.4,50.0,22,21,26.7,49,24.5,8,14,,,,,31.2,89.8,78.0,,88.3,,,58.3,,,1,1,51,19.0,78.7,8.2,4,1,0,3,3,2,3.9,229,5.2,0,95.0,20,21,-3.2,1.7,1,0,0.0,85.7,18,2,5.3,21,10.5,1,2,,,,,75.9,65.9,75.2,,65.3,,,,,,0,0,23,0.0,88.1,0.0,0,0,0,0,0,0,0.0,108,5.1,-1.28
Peyton Manning,327,QB,DEN,5,-2.83,0,196,10,69.4,160,166,10.5,2.37,2,12,6.9,64.5,107,45,3.6,171,87.2,4,70,,,,,89.8,79.8,55.7,,78.2,,,64.6,,,0,2,181,11.1,114.1,2.9,5,0,2,2,14,6,3.3,1402,8.4,72.9,144,149,8.4,2.07,2,11,7.1,67.1,100,28,4.8,152,77.6,5,62,,,,,88.9,79.8,53.7,,78.4,,,64.6,,,0,1,159,10.7,115.5,2.0,3,0,2,1,13,4,2.5,1114,7.5,68.3,41,42,10.7,2.85,0,1,2.1,64.3,27,18,3.6,44,22.4,1,14,,,,,80.3,67.8,77.9,,67.0,,,,,,0,2,49,11.1,93.0,4.5,2,0,0,1,2,3,6.1,416,9.9,0,88.0,25,25,-1.2,1.36,0,0,0.0,80.0,20,1,9.1,25,12.8,2,6,,,,,76.8,61.6,75.8,,61.3,,,,,,0,1,27,0.0,84.7,0.0,0,0,0,0,1,1,3.7,128,5.1,2.42
Kirk Cousins,7102,QB,WAS,5,14.03,0,196,32,72.0,161,171,10.1,2.48,4,11,6.1,59.6,102,47,12.1,179,91.3,14,63,,,,,72.0,61.1,54.7,,62.1,,,46.4,,,1,8,190,14.9,84.7,3.9,7,1,0,5,10,10,5.3,1350,7.9,70.6,143,151,8.7,2.28,5,7,4.4,58.9,89,42,11.9,158,80.6,12,50,,,,,69.4,50.2,52.5,,51.4,,,47.4,,,1,8,168,16.7,76.9,4.4,7,0,0,2,8,10,6.0,1090,7.2,91.2,34,37,10.3,2.92,0,4,10.3,73.0,27,7,12.9,38,19.4,4,20,,,,,79.0,92.2,77.2,,91.6,,,58.3,,,0,0,40,0.0,133.0,0.0,0,1,0,3,2,0,0.0,481,13.0,0,100.0,16,17,-2.3,1.61,1,0,0.0,82.4,14,2,12.5,17,8.7,2,7,,,,,74.5,66.2,74.3,,65.6,,,,,,0,0,18,0.0,118.8,0.0,0,0,0,0,0,0,0.0,221,13.0,5.78
Cam Newton,6153,QB,CAR,5,0.68,0,195,5,68.9,151,159,10.3,2.75,4,8,4.6,59.1,94,64,9.6,179,91.8,10,63,,,,,74.4,81.0,85.0,,80.5,,,61.0,,,1,2,197,17.2,91.0,6.1,11,9,1,2,7,5,2.5,1154,7.3,71.5,123,130,9.6,2.67,4,6,4.3,61.5,80,52,9.1,145,74.4,8,46,,,,,70.1,80.8,84.4,,80.0,,,62.6,,,1,2,156,17.3,86.0,6.2,9,6,1,1,4,4,2.6,899,6.9,69.8,43,45,7.9,2.74,1,2,4.0,62.2,28,15,6.7,50,25.6,2,21,,,,,81.2,71.1,78.5,,71.5,,,55.7,,,0,0,57,13.3,110.2,4.0,2,3,0,1,3,1,1.8,368,8.2,0,93.3,15,16,-2.7,2.01,1,0,0.0,87.5,14,3,0.0,16,8.2,0,4,,,,,73.9,63.7,73.9,,63.2,,,,,,0,0,16,0.0,96.1,0.0,0,0,0,0,0,0,0.0,113,7.1,1.26
