player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Jay Cutler,2956,QB,CHI,14,4.22,0,579,6,71.9,434,457,9.3,2.63,10,14,2.8,63.7,291,171,6.7,510,88.1,21,169,,,,,33.0,63.2,61.9,,62.0,,,63.7,,,4,18,553,20.5,86.0,6.9,35,17,0,9,25,28,5.1,3186,7.0,74.9,391,417,7.5,2.5,9,13,2.9,65.2,272,149,7.2,469,81.0,21,147,,,,,29.5,62.9,60.2,,61.6,,,64.7,,,4,15,502,23.5,87.9,7.5,35,16,0,13,22,25,5.0,2885,6.9,74.0,104,108,9.1,2.7,2,1,0.8,69.4,75,28,2.6,110,19.0,2,39,,,,,86.3,64.3,81.3,,64.0,,,58.3,,,0,3,121,3.6,96.0,0.9,1,1,0,2,6,3,2.5,755,7.0,0,95.1,61,68,-2.5,1.82,1,0,0.0,82.4,56,6,3.4,69,11.9,2,17,,,,,82.5,64.5,79.2,,63.9,,,,,,0,0,70,16.7,109.2,1.4,1,0,0,6,3,0,0.0,454,6.7,0.07
Peyton Manning,327,QB,DEN,15,-2.64,0,576,10,71.5,480,497,10.0,2.33,10,36,6.8,64.4,320,120,6.7,513,89.1,23,199,,,,,91.9,79.6,53.8,,78.4,,,59.2,,,0,14,549,12.5,103.1,2.9,15,1,2,5,37,27,4.9,4093,8.2,74.6,426,441,7.9,2.11,10,27,5.8,67.3,297,84,6.6,453,78.6,21,167,,,,,91.7,77.0,64.5,,75.6,,,59.2,,,0,7,483,13.1,108.1,2.4,11,1,2,3,34,18,3.7,3265,7.4,70.7,116,119,11.9,2.67,0,9,7.0,64.7,77,39,6.1,123,21.4,5,48,,,,,86.9,77.7,14.6,,76.7,,,,,,0,8,133,10.3,83.8,3.3,4,0,0,3,5,10,7.5,1194,10.0,0,91.9,62,63,-0.9,1.37,0,0,0.0,85.7,54,3,5.3,63,10.9,3,16,,,,,82.2,67.2,79.0,,66.5,,,,,,0,1,67,0.0,94.8,0.0,0,0,0,1,2,1,1.5,366,5.8,2.63
Aaron Rodgers,2241,QB,GB,15,9.04,0,554,12,73.8,439,463,9.3,2.95,6,36,7.3,63.1,292,146,9.9,519,93.7,32,212,,,,,56.6,93.4,64.0,,91.8,,,88.7,,,1,5,551,19.2,110.0,5.4,28,28,0,17,35,15,2.7,3851,8.3,73.1,361,377,8.5,2.84,3,29,7.3,62.9,237,112,10.2,423,76.4,27,163,,,,,77.5,92.5,60.7,,90.7,,,90.1,,,1,3,446,19.6,107.8,5.2,22,24,0,12,27,11,2.5,2964,7.9,82.1,112,121,8.7,2.97,3,7,5.4,71.9,87,35,5.4,131,23.6,5,59,,,,,27.4,87.5,81.8,,85.6,,,60.8,,,0,2,141,17.1,120.9,4.6,6,4,0,6,9,4,2.8,1191,9.8,0,94.1,34,35,-1.4,1.61,0,0,0.0,91.4,32,1,0.0,35,6.3,0,10,,,,,78.4,66.2,76.8,,65.6,,,,,,0,0,36,0.0,112.4,0.0,0,0,0,1,1,0,0.0,304,8.7,1.98
Colin Kaepernick,6188,QB,SF,15,-11.23,0,546,28,71.0,400,429,10.2,2.98,5,25,5.4,59.2,254,201,10.6,523,95.8,30,167,,,,,49.6,62.2,7.4,,64.7,,,52.9,,,1,10,567,24.9,84.7,9.6,50,44,0,23,17,22,3.9,3067,7.1,73.6,341,361,9.3,2.75,5,20,5.1,62.9,227,147,9.6,431,78.9,24,135,,,,,40.9,61.4,0.0,,64.4,,,51.8,,,0,8,466,25.9,84.8,8.8,38,32,0,15,11,18,3.9,2549,7.1,67.1,82,91,10.8,3.6,0,5,5.0,51.6,47,56,14.5,115,21.1,8,35,,,,,86.4,64.6,81.4,,64.1,,,61.2,,,1,2,124,21.4,86.1,10.4,12,12,0,8,6,4,3.2,616,6.8,0,95.7,23,23,-2.0,1.78,0,0,0.0,87.0,20,2,9.1,23,4.2,2,3,,,,,75.9,64.2,75.2,,63.7,,,,,,0,0,23,0.0,84.4,0.0,0,0,0,0,0,0,0.0,98,4.3,-0.29
Alex Smith,2218,QB,KC,15,6.43,0,546,16,77.7,364,405,7.5,2.84,14,13,3.0,62.5,253,192,10.6,486,89.0,30,168,,,,,75.1,71.9,63.1,,73.7,,,47.6,,,5,6,514,23.4,90.4,9.3,45,36,0,22,14,10,1.9,3005,7.4,79.0,276,307,5.1,2.77,11,8,2.4,63.2,194,155,11.0,376,68.9,24,123,,,,,78.7,67.7,59.4,,68.4,,,52.8,,,4,3,402,27.7,92.2,11.4,43,26,0,16,13,8,2.0,2020,6.6,81.5,146,158,7.4,2.64,4,5,3.1,69.6,110,41,7.6,170,31.1,9,66,,,,,69.1,77.8,82.7,,79.5,,,43.9,,,2,3,175,4.9,98.1,1.2,2,10,0,6,6,2,1.1,1262,8.0,0,93.1,58,60,-3.6,1.79,1,0,0.0,85.0,51,4,5.6,60,11.0,3,21,,,,,81.8,71.6,78.8,,70.5,,,,,,1,0,63,0.0,113.7,0.0,0,0,0,0,5,0,0.0,277,4.6,1.41
Joe Flacco,4332,QB,BLT,15,2.97,0,544,3,73.0,440,480,9.9,2.62,5,21,4.0,60.2,289,170,10.0,506,93.0,32,171,,,,,75.4,76.0,89.6,,76.2,,,41.7,,,9,12,547,10.6,87.6,3.6,18,8,6,20,24,20,3.7,3351,7.0,74.0,392,422,8.8,2.43,5,18,4.0,61.6,260,137,10.3,442,81.3,30,149,,,,,71.3,74.7,89.3,,75.5,,,36.7,,,6,9,472,11.7,89.0,3.6,16,4,6,13,19,17,3.6,2985,7.1,76.5,85,96,9.0,3.21,1,3,2.8,64.6,62,35,4.6,102,18.8,3,38,,,,,85.8,73.5,81.0,,71.6,,,67.2,,,3,3,114,5.7,93.8,2.0,2,4,0,7,6,3,2.6,692,7.2,0,91.9,37,38,-3.6,2.05,1,0,0.0,86.8,33,2,2.9,38,7.0,1,16,,,,,78.9,68.3,77.1,,67.5,,,,,,0,0,39,0.0,111.2,0.0,0,0,0,0,1,0,0.0,326,8.6,0.14
Russell Wilson,7077,QB,SEA,15,0.69,0,517,29,71.7,332,376,10.0,3.36,6,23,5.8,58.8,221,231,7.1,463,89.6,17,160,,,,64.7,43.4,74.0,30.2,,70.6,91.3,,74.3,,,2,6,486,16.0,94.7,8.0,37,50,1,35,20,18,3.7,2937,7.8,74.9,255,291,8.1,3.02,9,18,5.8,62.5,182,156,4.7,356,68.9,9,115,,,,,48.3,71.0,23.3,,68.4,,,72.0,,,1,4,376,16.7,94.7,7.3,26,39,1,25,14,13,3.5,2107,7.2,75.8,124,136,8.9,3.61,0,5,3.6,63.2,86,82,8.5,161,31.1,8,57,,,,64.7,53.2,75.5,82.5,,71.8,91.3,,70.8,,,1,2,166,15.9,97.9,8.1,13,12,0,11,6,5,3.0,1129,8.3,0,100.0,47,51,-3.5,1.85,3,0,0.0,92.2,47,7,0.0,54,10.4,0,12,,,,,81.1,67.9,78.4,,67.9,,,58.3,,,0,0,56,28.6,91.1,3.7,2,1,0,1,0,0,0.0,299,5.9,1.06
Blake Bortles,8638,QB,JAX,13,3.51,0,510,15,66.4,348,377,9.4,2.67,15,10,2.5,54.6,206,164,10.8,444,87.1,25,123,,,,,54.2,43.7,31.0,,43.0,59.9,,61.8,,,5,17,478,29.9,65.3,11.0,49,18,1,8,11,23,4.8,2419,6.4,68.8,317,337,7.4,2.45,12,5,1.4,59.3,200,119,8.3,389,76.3,18,105,,,,,58.0,44.0,26.2,,41.2,,,71.6,,,5,12,413,31.9,68.0,9.8,38,14,1,2,6,18,4.4,2052,6.1,78.1,96,105,7.8,3.03,3,5,4.4,62.9,66,52,12.0,121,23.7,9,33,,,,,62.4,57.1,81.6,,61.8,59.9,,28.9,,,0,5,131,23.1,79.8,9.9,12,4,0,6,5,5,3.8,739,7.0,0,95.4,65,65,-3.2,2.0,0,0,0.0,92.3,60,7,3.2,66,12.9,2,15,,,,,82.1,67.5,79.0,,66.7,,,,,,0,0,66,14.3,90.5,1.5,1,0,0,0,0,0,0.0,372,5.7,0.95
Cam Newton,6153,QB,CAR,13,1.36,0,499,5,63.5,370,390,11.4,2.98,5,24,5.8,54.9,214,169,8.9,457,91.6,21,156,,,,,52.0,74.2,75.7,,72.9,,,65.4,,,3,12,488,21.9,78.4,8.1,37,30,2,10,16,18,3.7,2781,7.1,65.7,300,314,10.2,2.85,5,19,5.7,58.0,182,135,7.6,367,73.5,15,117,,,,,43.2,71.0,73.7,,68.6,,,68.0,,,2,9,390,23.0,76.7,8.4,31,22,2,5,9,17,4.4,2163,6.9,68.5,111,118,9.2,3.05,1,5,4.0,59.3,70,39,7.9,132,26.5,6,47,,,,,87.4,75.3,81.8,,76.0,,,51.2,,,1,3,141,15.4,93.5,4.5,6,8,0,5,8,2,1.4,850,7.2,0,92.7,41,42,-3.2,2.09,1,0,0.0,90.5,38,5,0.0,42,8.4,0,8,,,,,79.5,62.6,77.4,,62.2,,,,,,0,0,43,0.0,97.6,0.0,0,0,0,0,1,1,2.3,232,5.5,0.31
Andy Dalton,6187,QB,CIN,15,-6.0,0,477,7,71.0,373,398,9.4,2.42,7,23,5.4,61.3,244,108,7.9,432,90.6,21,141,,,,64.7,71.7,69.1,76.5,,68.6,89.1,,53.9,,,3,13,466,16.7,83.9,4.2,18,16,0,15,17,21,4.5,2877,7.2,73.8,328,348,7.6,2.3,6,18,4.8,64.9,226,88,6.6,378,79.2,16,119,,,,64.7,77.9,72.2,75.5,,71.8,89.1,,54.9,,,2,9,408,17.0,87.4,4.0,15,15,0,12,13,14,3.4,2463,7.1,70.1,87,95,9.9,2.61,2,5,5.0,58.9,56,25,8.2,99,20.8,5,34,,,,,56.1,57.5,80.8,,58.1,,,54.5,,,1,6,106,12.0,69.2,3.0,3,1,0,5,4,7,6.6,691,7.3,0,90.5,42,45,-3.7,1.9,1,0,0.0,84.4,38,5,0.0,45,9.4,0,12,,,,,80.1,68.6,77.8,,67.7,,,,,,0,2,48,0.0,73.8,0.0,0,0,0,2,0,0,0.0,277,6.2,0.19
