player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Kirk Cousins,7102,QB,MIN,4,1.15,0,167,18,82.0,122,138,8.1,2.5,5,6,4.0,65.9,91,52,9.0,148,88.6,9,50,,,,,45.9,86.6,49.8,84.9,58.9,67.2,,6,1,161,13.5,105.9,4.7,7,3,1,4,9,4,2.5,999,7.2,85.2,108,124,6.5,2.28,4,4,3.0,68.5,85,43,7.6,133,79.6,7,46,,,,,40.9,87.1,47.3,85.4,,67.2,,7,0,142,14.0,104.6,4.5,6,3,1,4,6,3,2.1,870,7.0,80.6,31,33,7.3,2.92,1,2,5.6,69.7,23,13,8.0,34,20.4,2,10,,,,,78.7,71.0,77.1,70.3,58.9,,,0,1,38,7.7,109.5,2.9,1,0,0,1,3,1,2.6,251,7.6,0,100.0,17,19,-3.2,1.75,0,0,0.0,89.5,17,4,0.0,19,11.4,0,6,,,,,74.8,66.6,74.5,66.0,,,,1,0,19,0.0,93.4,0.0,0,0,0,1,0,0,0.0,122,6.4,0.59
Daniel Jones,39395,QB,NYG,4,1.15,0,166,21,74.4,121,129,10.7,2.8,3,6,4.2,62.8,81,52,10.0,151,91.0,9,52,,,,,30.8,86.7,84.1,88.1,,57.4,,1,1,165,15.4,96.8,5.3,8,14,1,3,4,4,2.4,1092,8.5,76.5,98,104,8.9,2.59,2,5,4.3,66.3,69,39,8.0,116,69.9,6,37,,,,,41.4,86.3,83.5,85.3,,65.0,,1,1,127,15.4,95.6,5.2,6,6,1,2,3,3,2.4,814,7.8,78.9,38,40,9.4,3.0,1,1,2.3,67.5,27,13,10.0,50,30.1,3,19,,,,,33.5,76.2,78.3,81.1,,48.0,,0,0,54,15.4,105.2,4.0,2,8,0,1,1,1,1.9,370,9.3,0,100.0,15,15,-3.9,1.84,0,0,0.0,100.0,15,0,0.0,15,9.0,0,4,,,,,73.9,69.1,73.9,68.3,,,,0,0,16,,92.2,0.0,0,0,0,0,0,0,0.0,92,6.1,1.42
Sam Darnold,29048,QB,CAR,4,-9.5,0,160,5,74.0,123,130,9.4,2.9,0,7,5.1,66.2,86,52,5.5,144,90.0,5,57,,,,,43.9,74.6,49.5,73.8,,64.5,,1,3,152,19.2,96.3,6.9,10,4,0,6,5,5,3.3,1120,8.6,76.5,102,105,7.3,2.66,0,5,4.5,70.5,74,39,5.1,118,73.8,4,46,,,,,37.0,72.7,45.9,72.0,,64.5,,1,3,125,23.1,92.0,7.6,9,4,0,2,3,5,4.0,846,8.1,73.0,37,41,9.6,3.19,0,2,4.7,61.0,25,14,7.4,42,26.3,2,15,,,,,79.5,71.2,77.5,70.1,,,,0,0,44,7.1,104.0,2.4,1,0,0,4,2,0,0.0,343,8.4,0,87.5,16,16,-3.3,1.96,0,0,0.0,81.3,13,1,7.1,16,10.0,1,4,,,,,74.2,61.9,74.1,61.6,,,,0,0,17,0.0,84.6,0.0,0,0,0,0,0,0,0.0,69,4.3,0.31
Zach Wilson,82096,QB,NYJ,4,-16.83,0,159,22,67.8,118,126,10.8,3.21,2,7,5.2,53.2,67,68,16.3,146,91.8,13,37,,,,,66.4,60.3,83.9,57.6,,74.8,,2,8,154,25.0,60.0,11.6,17,3,0,4,4,9,5.8,891,7.1,73.5,98,105,9.2,2.81,2,6,5.4,61.0,64,48,11.1,121,76.1,8,31,,,,,86.9,67.2,83.4,64.0,,74.8,,2,4,127,27.1,75.9,10.7,13,3,0,3,3,6,4.7,740,7.0,63.6,33,34,9.9,3.86,0,1,2.7,44.1,15,20,28.6,38,23.9,6,7,,,,,28.4,46.8,77.3,47.6,,,,0,4,41,20.0,31.7,10.5,4,0,0,1,1,3,7.3,185,5.4,0,100.0,13,13,-3.4,1.39,0,0,0.0,92.3,12,0,7.7,13,8.2,1,1,,,,,73.2,68.8,73.5,68.0,,,,0,0,14,,79.2,0.0,0,0,0,0,0,0,0.0,34,2.6,-1.61
Patrick Mahomes,11765,QB,KC,4,5.56,0,159,16,80.6,108,121,11.0,2.91,1,5,3.9,67.8,82,52,5.7,139,87.4,5,65,,,,,65.6,81.8,46.0,77.4,,81.5,,2,4,149,9.6,110.1,3.6,5,12,0,10,10,5,3.4,1097,9.1,80.2,86,95,8.5,2.66,1,3,3.1,70.5,67,38,2.9,107,67.3,2,49,,,,,58.6,74.1,39.8,69.7,,80.2,,2,4,112,10.5,110.7,3.7,4,8,0,6,9,4,3.6,817,8.6,90.5,42,46,9.7,2.82,0,2,3.8,76.1,35,15,7.9,52,32.7,3,26,,,,,81.3,87.2,78.5,84.1,,69.1,,0,0,58,6.7,138.0,1.9,1,4,0,4,5,1,1.7,401,8.7,0,100.0,20,20,-2.6,1.34,0,0,0.0,100.0,20,1,0.0,20,12.6,0,10,,,,,75.4,70.1,74.9,69.2,,,,0,0,21,0.0,131.5,0.0,0,0,0,0,4,0,0.0,121,6.1,0.12
Carson Wentz,10636,QB,IND,4,-0.56,0,156,14,74.5,106,120,9.0,2.96,2,5,4.0,61.7,74,70,6.3,138,88.5,5,40,,,,,66.7,72.6,84.1,70.8,,64.8,,7,0,148,14.3,95.8,7.2,10,8,0,5,5,0,0.0,820,6.8,78.5,93,108,7.6,2.81,1,3,2.7,63.9,69,61,5.5,124,79.5,4,32,,,,,63.9,69.6,83.9,68.8,,60.1,,6,1,131,14.8,90.6,7.3,9,7,0,8,5,0,0.0,615,5.7,71.4,28,30,7.0,2.89,1,2,6.1,63.3,19,13,5.0,32,20.5,1,12,,,,,78.4,74.6,76.8,70.9,,65.6,,1,0,36,7.7,97.2,3.1,1,1,0,0,0,0,0.0,305,10.2,0,93.3,15,18,-3.8,1.79,0,0,0.0,77.8,14,4,0.0,18,11.5,0,4,,,,,74.8,64.9,74.5,64.4,,,,0,1,19,0.0,66.7,0.0,0,0,0,3,0,0,0.0,100,5.6,4.48
Trevor Lawrence,77632,QB,JAX,4,22.88,0,156,15,65.6,122,131,10.3,2.91,0,6,4.2,55.0,72,53,10.0,144,92.3,8,39,,,,,67.9,53.9,84.0,49.7,,75.0,,2,7,156,11.3,64.6,4.2,6,7,1,6,5,9,5.8,826,6.3,64.6,96,107,9.4,2.73,0,2,1.7,51.4,55,40,11.3,116,74.4,7,30,,,,,63.3,51.9,83.5,46.9,,78.7,,2,5,126,12.5,59.9,4.3,5,3,1,8,4,7,5.6,565,5.3,77.1,35,35,9.6,3.05,0,4,10.8,74.3,26,14,3.7,40,25.6,1,10,,,,,79.3,62.7,77.3,62.9,,58.6,,0,2,42,7.1,86.4,2.5,1,4,0,0,1,2,4.8,308,8.8,0,100.0,9,11,-2.9,1.58,0,0,0.0,81.8,9,1,0.0,12,7.7,0,1,,,,,72.4,62.3,72.9,62.0,,,,0,0,12,0.0,84.5,0.0,0,0,0,2,0,0,0.0,47,4.3,3.52
Kyler Murray,38334,QB,ARZ,4,3.26,0,153,1,79.4,102,111,10.4,3.18,1,13,11.3,71.2,79,41,2.5,129,84.3,2,50,,,,,88.1,87.8,47.3,86.8,,70.5,,0,4,135,19.5,114.0,6.2,8,10,0,8,9,3,2.2,1081,9.7,80.7,83,88,8.5,2.82,0,12,13.2,75.0,66,27,1.5,98,64.1,1,40,,,,,86.3,87.2,42.3,85.1,,73.7,,0,3,102,22.2,123.9,6.1,6,4,0,5,9,3,2.9,832,9.5,88.1,42,46,6.7,3.06,1,1,2.1,78.3,36,14,2.7,55,35.9,1,19,,,,,81.2,76.8,78.5,77.6,,58.5,,0,1,57,14.3,97.6,3.6,2,6,0,3,0,0,0.0,441,9.6,0,100.0,23,23,-3.0,1.42,0,0,0.0,100.0,23,0,0.0,24,15.7,0,9,,,,,76.1,69.3,75.3,68.5,,,,0,0,24,,101.4,0.0,0,0,0,0,0,0,0.0,192,8.3,0.14
Dak Prescott,10769,QB,DAL,4,8.42,0,149,9,76.6,111,116,9.0,2.59,2,7,5.4,71.6,83,42,2.4,131,87.9,2,51,,,,,45.0,75.6,48.8,78.3,,46.3,,2,2,146,16.7,115.8,5.3,7,7,0,1,10,4,2.7,905,7.8,77.0,87,91,8.2,2.47,2,6,5.8,72.5,66,31,1.5,103,69.1,1,38,,,,,36.3,73.0,44.7,76.2,,47.1,,1,1,116,19.4,115.2,5.8,6,6,0,1,7,3,2.6,690,7.6,85.4,41,42,5.9,2.46,0,1,2.2,81.0,34,12,2.9,46,30.9,1,21,,,,,80.3,75.2,77.9,74.7,,58.3,,1,1,49,8.3,117.9,2.2,1,1,0,0,3,1,2.0,376,9.0,0,100.0,17,17,-2.6,1.5,0,0,0.0,100.0,17,1,0.0,18,12.1,0,8,,,,,74.8,67.8,74.5,67.1,,,,0,0,19,0.0,106.1,0.0,0,0,0,0,0,0,0.0,161,9.5,1.37
Lamar Jackson,46416,QB,BLT,4,20.49,0,149,3,72.9,107,121,13.0,3.13,3,9,7.0,59.5,72,57,7.7,146,98.0,6,52,,,,,29.9,83.8,84.4,79.7,,76.5,,3,3,155,19.3,89.4,7.5,11,14,2,6,4,6,3.9,1075,8.9,68.3,63,73,12.7,3.1,1,8,10.3,52.1,38,45,11.6,93,62.4,5,28,,,,,57.6,76.5,83.5,67.6,,81.2,,3,3,98,24.4,77.8,11.8,11,9,2,4,4,4,4.1,547,7.5,80.9,47,51,12.2,3.09,2,1,1.9,72.5,37,12,2.6,56,37.6,1,24,,,,,24.3,86.5,78.6,88.1,,51.9,,0,0,60,0.0,105.8,0.0,0,5,0,2,0,2,3.3,530,10.4,0,100.0,3,3,-3.7,1.23,0,0,0.0,100.0,3,0,0.0,3,2.0,0,0,,,,,65.5,63.8,68.2,63.4,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,2,0.7,2.9
Matthew Stafford,4924,QB,LA,4,13.15,0,141,26,72.5,109,113,10.8,2.73,1,5,4.2,62.8,71,35,10.1,119,84.4,8,51,,,,,87.5,80.3,42.5,78.4,,69.7,,2,2,126,8.6,115.2,2.5,3,3,0,1,10,2,1.6,1049,9.3,73.1,104,107,8.4,2.4,1,3,2.7,65.4,70,26,7.9,110,78.0,6,42,,,,,87.0,71.4,40.8,69.0,,71.9,,2,1,116,3.8,111.4,0.9,1,2,0,0,8,1,0.9,867,8.1,92.6,27,28,9.5,2.99,0,2,6.9,78.6,22,9,12.0,31,22.0,3,16,,,,,77.7,92.4,76.4,91.9,,58.3,,0,1,32,22.2,139.6,6.5,2,1,0,1,3,1,3.1,355,12.7,0,100.0,22,22,-2.3,1.43,0,0,0.0,95.5,21,0,4.5,22,15.6,1,7,,,,,75.6,70.1,75.0,69.2,,,,0,0,22,,114.6,0.0,0,0,0,0,1,0,0.0,173,7.9,4.58
