player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Ryan Tannehill,7014,QB,TEN,5,3.12,0,202,31,75.4,142,156,10.0,2.61,3,9,5.4,62.8,98,69,8.4,185,91.6,9,66,,,,,54.8,88.6,59.0,84.7,,81.1,,7,3,197,29.0,89.5,10.8,20,9,0,4,6,3,1.5,1132,7.3,73.3,120,129,8.0,2.47,1,5,3.6,62.8,81,55,8.0,149,73.8,7,47,,,,,68.5,76.5,56.0,75.1,,65.2,,6,3,159,29.1,83.8,10.7,16,4,0,2,5,1,0.6,809,6.3,84.2,38,44,10.4,2.8,3,4,8.5,65.9,29,15,9.4,53,26.2,3,25,,,,,34.2,93.7,78.4,90.8,,89.4,,1,0,56,26.7,106.4,7.5,4,5,0,2,1,2,3.6,442,10.0,0,81.3,16,17,-3.8,1.94,1,0,0.0,70.6,12,1,7.7,17,8.4,1,6,,,,,74.5,60.3,74.3,60.1,,,,0,0,18,0.0,90.1,0.0,0,0,0,0,0,0,0.0,119,7.0,3.78
Sam Darnold,29048,QB,CAR,5,-3.15,0,202,5,72.4,152,163,9.3,2.91,0,9,5.3,63.2,103,76,6.4,182,90.1,7,66,,,,,51.7,67.0,56.4,65.8,,64.2,,2,6,191,17.1,84.3,7.1,13,6,0,9,6,8,4.2,1276,7.8,74.2,128,134,7.5,2.7,0,7,5.0,66.4,89,58,6.3,151,74.8,6,53,,,,,45.7,66.4,53.5,64.6,,66.3,,2,5,159,20.7,82.5,7.9,12,5,0,4,4,7,4.4,987,7.4,75.0,44,49,8.8,3.16,0,2,3.9,63.3,31,19,6.1,51,25.2,2,18,,,,,80.6,65.8,78.2,66.3,,56.8,,0,1,53,5.3,92.1,2.0,1,1,0,5,2,1,1.9,379,7.7,0,90.0,20,20,-3.3,1.93,0,0,0.0,85.0,17,1,5.6,20,9.9,1,5,,,,,75.4,63.6,74.9,63.2,,,,0,0,21,0.0,85.4,0.0,0,0,0,0,0,0,0.0,90,4.5,0.36
Josh Allen,46601,QB,BUF,5,-5.88,0,201,4,70.5,149,165,11.9,3.0,4,16,9.2,59.4,98,75,6.7,182,90.5,7,68,,,,,57.1,83.0,85.1,77.4,,81.3,,1,2,193,6.7,103.5,2.7,5,12,0,11,12,9,4.7,1295,7.8,75.2,117,128,8.8,2.69,4,8,5.9,64.1,82,52,6.8,140,69.7,6,48,,,,,49.8,81.3,84.6,72.6,,89.1,,1,1,151,7.7,98.8,2.9,4,7,0,6,7,6,4.0,870,6.8,66.0,50,55,13.9,3.14,0,8,14.5,58.2,32,23,3.0,61,30.3,1,23,,,,,81.6,74.7,78.7,77.5,,45.1,,0,1,61,4.3,111.2,1.6,1,5,0,5,5,3,4.9,500,9.1,0,88.9,18,18,-2.8,1.2,0,0,0.0,88.9,16,0,0.0,19,9.5,0,3,,,,,74.8,60.9,74.5,60.7,,,,0,0,19,,84.0,0.0,0,0,0,0,0,0,0.0,75,4.2,2.29
Lamar Jackson,46416,QB,BLT,5,8.99,0,201,3,77.9,149,164,11.3,3.13,3,13,7.5,66.5,109,70,6.0,198,98.5,7,78,,,,,29.0,86.9,85.4,87.2,,67.2,,4,3,209,18.6,104.6,6.6,13,21,2,6,8,6,2.9,1517,9.3,76.3,97,108,10.6,3.12,1,11,9.6,63.9,69,56,6.8,134,66.7,5,51,,,,,43.3,81.9,84.5,79.7,,72.0,,4,3,140,21.4,103.0,9.0,12,14,2,4,8,4,2.9,897,8.3,81.8,55,59,11.8,3.08,2,2,3.2,72.9,43,14,4.4,67,33.3,2,27,,,,,25.8,85.3,79.3,88.3,,48.1,,0,0,72,7.1,106.7,1.5,1,7,0,2,0,2,2.8,622,10.5,0,100.0,3,3,-3.7,1.23,0,0,0.0,100.0,3,0,0.0,3,1.5,0,0,,,,,65.5,63.8,68.2,63.4,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,2,0.7,2.23
Carson Wentz,10636,QB,IND,5,5.79,0,194,14,75.8,132,148,9.0,2.93,2,6,3.8,62.8,93,79,7.0,169,87.1,7,54,,,,,52.6,73.7,85.0,72.5,,61.8,,8,0,184,15.2,99.5,7.1,12,9,0,6,6,1,0.5,1121,7.6,78.4,111,127,7.3,2.75,1,4,3.0,63.8,81,66,6.9,145,74.7,6,41,,,,,46.9,69.1,84.6,68.3,,58.6,,7,1,156,16.7,94.6,7.6,11,7,0,8,6,1,0.6,820,6.5,78.6,42,46,6.9,2.87,1,2,4.0,69.6,32,18,3.0,49,25.3,1,19,,,,,81.0,78.5,78.3,76.1,,66.4,,1,0,55,5.6,112.8,2.0,1,2,0,2,1,0,0.0,502,10.9,0,95.2,21,25,-3.7,1.73,0,0,0.0,80.0,20,5,0.0,25,12.9,0,6,,,,,76.8,65.8,75.8,65.2,,,,0,1,27,0.0,96.8,0.0,0,0,0,4,1,0,0.0,201,8.0,4.45
Trevor Lawrence,77632,QB,JAX,5,16.7,0,194,15,66.9,151,162,10.1,2.93,0,7,3.9,57.4,93,64,7.9,180,92.8,8,50,,,,,73.3,50.1,85.0,47.6,,65.4,,4,8,197,12.5,69.3,4.4,8,10,1,6,6,11,5.6,1074,6.6,66.7,117,129,8.9,2.76,0,3,2.1,55.0,71,46,9.0,142,73.2,7,37,,,,,68.4,47.7,84.4,44.2,,68.1,,3,6,154,15.2,63.9,4.9,7,5,1,8,5,9,5.8,695,5.4,75.6,45,46,9.8,3.06,0,4,7.8,71.7,33,19,2.9,52,26.8,1,15,,,,,81.2,61.8,78.5,62.5,,56.5,,1,2,57,5.3,91.8,1.9,1,5,0,0,1,2,3.5,451,9.8,0,100.0,11,13,-3.0,1.61,0,0,0.0,84.6,11,1,0.0,14,7.2,0,2,,,,,73.2,63.4,73.5,63.0,,,,0,0,14,0.0,89.7,0.0,0,0,0,2,0,0,0.0,72,5.5,4.41
Zach Wilson,82096,QB,NYJ,5,-14.48,0,194,22,67.8,143,153,10.9,3.27,2,7,4.2,54.2,83,80,14.4,176,90.7,14,46,,,,,70.8,59.2,84.6,57.2,,70.2,,2,9,188,23.8,60.9,10.8,19,4,0,6,4,10,5.3,1078,7.0,73.9,115,124,9.2,2.87,3,6,4.5,61.3,76,56,10.6,141,72.7,9,38,,,,,88.1,68.9,84.1,65.8,,74.8,,2,4,150,25.0,77.4,9.9,14,3,0,4,3,6,4.0,881,7.1,62.2,45,47,9.8,3.74,0,1,2.0,46.8,22,24,21.4,53,27.3,6,9,,,,,35.6,39.2,78.5,41.3,,56.8,,0,5,57,20.8,29.5,9.4,5,1,0,2,1,4,7.0,236,5.0,0,94.1,17,18,-3.5,1.52,1,0,0.0,83.3,15,0,6.3,18,9.3,1,1,,,,,74.8,61.2,74.5,60.9,,,,0,0,19,,79.2,0.0,0,0,0,0,0,0,0.0,39,2.2,-2.08
Kyler Murray,38334,QB,ARZ,5,-2.24,0,187,1,78.2,124,135,10.5,3.14,1,15,10.7,70.4,95,49,2.1,155,82.9,2,61,,,,,51.7,83.1,53.6,86.1,,56.2,,0,4,162,20.4,112.5,6.5,10,10,0,10,10,3,1.9,1279,9.5,82.2,101,108,8.3,2.73,0,14,12.5,75.9,82,32,1.2,119,63.6,1,46,,,,,43.3,85.0,49.4,88.6,,56.2,,0,3,124,21.9,122.8,5.9,7,4,0,7,10,3,2.4,990,9.2,82.7,52,57,7.3,3.06,1,1,1.7,73.7,42,17,2.3,68,36.4,1,24,,,,,82.5,69.6,79.2,69.9,,58.5,,0,1,70,17.6,94.3,4.4,3,6,0,4,0,0,0.0,522,9.2,0,100.0,29,30,-3.0,1.44,0,0,0.0,96.7,29,0,0.0,32,17.1,0,9,,,,,77.7,68.4,76.4,67.7,,,,0,0,32,,99.0,0.0,0,0,0,1,0,0,0.0,233,7.8,-0.01
Taylor Heinicke,9896,QB,WAS,5,21.15,0,185,32,68.1,135,140,10.4,3.16,1,7,4.5,61.4,86,50,6.5,166,89.7,6,55,,,,,70.3,54.3,52.5,53.4,,61.1,,1,5,182,10.0,86.3,3.0,5,21,1,2,7,10,5.5,1049,7.5,63.9,97,101,8.7,2.9,2,3,2.7,56.4,57,29,8.1,118,63.8,5,29,,,,,62.6,40.2,46.1,39.2,,58.0,,0,5,130,10.3,64.2,2.5,3,14,1,1,3,8,6.2,626,6.2,85.5,55,58,9.3,3.18,0,4,6.5,77.6,45,24,4.3,67,36.2,2,31,,,,,82.7,81.2,79.3,79.7,,65.1,,1,0,72,8.3,137.2,3.0,2,7,0,2,5,2,2.8,582,10.0,0,100.0,17,19,-2.9,1.64,1,0,0.0,84.2,16,3,5.9,19,10.3,1,5,,,,,75.1,63.7,74.7,63.3,,,,0,0,20,0.0,119.1,0.0,0,0,0,1,1,0,0.0,159,8.4,3.83
Dak Prescott,10769,QB,DAL,5,2.26,0,184,9,76.6,137,145,9.4,2.66,3,10,6.2,70.3,102,51,2.9,163,88.6,3,62,,,,,33.9,77.5,56.5,82.2,,33.7,,2,3,181,17.6,116.2,5.5,9,8,0,3,13,5,2.8,1192,8.2,77.8,108,112,8.3,2.48,2,8,6.3,73.2,82,36,2.4,127,69.0,2,45,,,,,28.5,73.4,53.0,79.2,58.4,33.9,,1,2,142,22.2,116.3,6.3,8,7,0,1,9,4,2.8,911,8.1,83.7,49,53,6.9,2.61,1,2,3.5,75.5,40,16,2.4,57,31.0,1,26,,,,,81.6,79.3,78.7,78.3,,58.3,,1,1,61,6.3,118.2,1.8,1,1,0,2,4,1,1.6,457,8.6,0,100.0,20,20,-2.8,1.45,0,0,0.0,100.0,20,1,0.0,21,11.4,0,9,,,,,75.6,68.0,75.2,67.8,58.4,,,0,0,22,0.0,103.3,0.0,0,0,0,0,0,0,0.0,176,8.8,0.49
Jacoby Brissett,10725,QB,MIA,4,1.82,0,183,17,74.8,135,145,7.9,2.96,0,6,3.8,63.4,92,73,8.9,168,91.8,9,48,,,,,51.3,74.9,84.0,72.9,,67.1,,5,2,182,16.4,82.0,7.1,12,11,1,4,4,7,3.8,822,5.7,77.3,119,128,6.7,2.68,0,4,2.9,64.8,83,55,9.8,148,80.9,9,41,,,,,46.5,71.7,83.6,69.3,,69.0,,5,2,159,21.8,83.1,8.1,12,6,1,3,4,7,4.4,708,5.5,75.0,28,30,8.5,3.4,0,2,6.1,66.7,20,19,4.8,35,19.1,1,9,,,,,78.7,76.4,77.0,76.7,,59.8,,1,0,38,0.0,78.5,0.0,0,5,0,1,0,0,0.0,150,5.0,0,100.0,12,13,-3.5,1.19,0,0,0.0,84.6,11,1,8.3,15,8.2,1,2,,,,,73.5,63.4,73.7,63.0,,,,1,0,15,0.0,79.2,0.0,0,0,0,0,0,0,0.0,36,2.8,-0.53
