player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Justin Herbert,28237,QB,LAC,6,3.04,0,266,27,75.2,214,227,8.7,2.63,4,10,4.0,64.3,146,70,9.3,247,92.9,15,88,,,,,90.6,87.3,86.1,,84.0,,74.8,,,2,4,269,15.7,98.3,4.5,11,9,0,7,13,6,2.2,1681,7.4,75.0,160,169,8.2,2.42,5,7,3.8,64.5,109,48,9.2,182,68.4,11,65,,,,,90.1,84.5,85.3,,82.0,,69.2,,,1,2,196,14.6,99.8,3.8,7,6,0,3,10,4,2.0,1184,7.0,81.2,69,77,7.1,2.89,1,3,3.5,67.5,52,23,7.1,84,31.6,4,27,,,,,84.3,80.3,80.2,,76.7,,74.7,,,1,2,92,17.4,96.6,4.8,4,3,0,6,4,2,2.2,587,7.6,0,100.0,15,19,-3.0,1.79,2,0,0.0,78.9,15,1,0.0,19,7.1,0,4,,,,,74.8,63.7,74.5,,63.2,,,,,0,0,19,0.0,103.9,0.0,0,0,0,2,1,0,0.0,90,4.7,0.61
Ryan Tannehill,7014,QB,TEN,7,-1.39,0,261,31,77.0,183,203,10.2,2.59,4,11,5.0,63.5,129,87,8.5,235,90.0,12,86,,,,,62.6,90.3,65.4,,86.6,59.1,83.8,,,7,5,251,24.1,88.2,8.9,21,11,1,8,7,5,2.0,1556,7.7,75.8,153,165,7.7,2.42,1,5,2.8,65.5,108,67,6.9,187,71.6,8,59,,,,,73.5,75.7,62.8,,73.5,,69.2,,,6,4,200,25.4,85.7,9.1,17,5,1,4,6,2,1.0,1072,6.5,83.6,55,64,10.6,2.77,4,6,8.7,64.1,41,21,10.9,74,28.4,5,36,,,,,46.7,95.4,79.6,,93.0,59.1,89.9,,,1,1,79,19.0,97.5,5.4,4,6,0,4,1,3,3.8,665,10.4,0,84.0,25,26,-3.8,1.87,1,0,0.0,76.9,20,1,4.8,26,10.0,1,9,,,,,77.0,64.1,75.9,,63.6,,,,,0,0,28,0.0,95.2,0.0,0,0,0,0,0,0,0.0,181,7.0,3.89
Teddy Bridgewater,8667,QB,DEN,7,-3.75,0,259,10,77.2,202,217,10.3,2.94,5,7,3.1,69.1,150,95,3.8,245,94.6,6,88,,,,,77.4,75.3,61.9,,74.1,,63.5,,,2,5,255,18.9,98.6,7.3,18,10,0,8,11,9,3.5,1647,7.6,77.1,166,176,9.4,2.76,4,6,3.3,71.0,125,65,2.3,195,75.3,3,70,,,,,72.7,76.4,58.3,,75.6,,61.8,,,2,5,200,16.9,98.5,5.6,11,8,0,4,9,9,4.5,1354,7.7,82.0,50,55,9.5,3.23,1,1,1.7,67.3,37,32,9.8,64,24.7,4,20,,,,,82.4,66.5,79.2,,65.2,,64.1,,,0,0,69,21.9,102.6,10.9,7,2,0,4,3,0,0.0,347,6.3,0,92.9,14,14,-2.8,1.81,0,0,0.0,85.7,12,2,7.7,14,5.4,1,2,,,,,73.2,68.3,73.5,,67.5,,,,,0,0,14,0.0,106.5,0.0,0,0,0,0,1,0,0.0,54,3.9,-1.38
Matt Ryan,4317,QB,ATL,6,8.48,0,257,2,75.1,217,229,7.9,2.61,5,11,4.5,67.7,155,85,4.9,242,94.2,8,79,,,,,62.7,85.8,86.0,,85.1,58.9,49.6,,,2,4,259,10.6,97.4,3.7,9,4,1,4,12,6,2.3,1576,6.9,73.6,163,171,6.8,2.42,4,7,3.8,65.5,112,61,6.7,183,71.2,8,56,,,,,53.8,73.7,85.3,,73.6,,49.6,,,2,4,195,13.1,86.3,4.4,8,4,1,1,7,5,2.6,1056,6.2,82.1,67,73,8.6,2.91,2,4,5.1,74.0,54,27,1.8,74,28.8,1,29,,,,,83.3,92.6,79.7,,91.6,58.9,,,,0,0,79,3.7,121.5,1.4,1,0,0,4,5,1,1.3,612,8.4,0,92.3,13,15,-2.5,1.73,1,0,0.0,73.3,11,3,8.3,15,5.8,1,6,,,,,73.5,60.9,73.7,,60.6,,,,,0,0,15,0.0,88.8,0.0,0,0,0,1,0,0,0.0,92,6.1,2.2
Josh Allen,46601,QB,BUF,6,-1.87,0,255,4,73.2,190,210,11.4,3.02,6,17,7.7,62.4,131,95,5.8,234,91.8,8,90,,,,64.7,64.8,84.5,85.9,,80.2,90.6,75.5,,,1,3,247,8.4,104.5,3.4,8,16,0,13,15,10,4.0,1642,7.8,76.1,142,156,9.0,2.78,5,9,5.5,65.4,102,68,5.6,173,67.8,6,60,,,,64.7,57.0,84.4,85.3,,77.3,90.6,82.7,,,1,2,184,8.8,99.4,3.5,6,10,0,8,9,6,3.3,1082,6.9,72.1,68,74,12.3,3.09,1,8,10.5,63.5,47,27,4.1,82,32.2,2,33,,,,,83.7,73.2,79.9,,75.7,,44.3,,,0,1,84,7.4,112.5,2.4,2,6,0,5,6,4,4.8,641,8.7,0,90.0,20,20,-2.8,1.23,0,0,0.0,90.0,18,0,0.0,21,8.2,0,3,,,,,75.4,61.9,74.9,,61.5,,,,,0,0,21,,83.5,0.0,0,0,0,0,0,0,0.0,81,4.1,1.72
Kirk Cousins,7102,QB,MIN,6,-0.29,0,255,18,81.2,186,210,8.6,2.54,6,9,4.0,66.2,139,72,7.9,225,88.2,12,79,,,,,48.7,90.6,61.9,,89.5,58.9,66.9,,,6,2,240,12.5,105.6,4.0,9,5,3,9,13,4,1.7,1597,7.6,84.2,165,187,7.0,2.26,5,7,3.5,69.5,130,56,6.5,199,78.0,9,67,,,,,43.5,90.6,60.0,,89.1,,71.8,,,7,0,211,10.7,105.7,3.0,6,4,3,7,9,3,1.4,1332,7.1,81.3,48,52,7.9,3.04,1,2,3.6,69.2,36,20,7.7,56,22.0,3,18,,,,,81.5,74.9,78.7,,75.1,58.9,56.3,,,0,2,60,15.0,104.4,5.4,3,1,0,3,4,1,1.7,437,8.4,0,100.0,27,29,-2.8,1.62,0,0,0.0,93.1,27,4,0.0,30,11.8,0,6,,,,,77.6,68.1,76.3,,67.4,,,,,1,0,31,0.0,91.4,0.0,0,0,0,1,0,0,0.0,172,5.9,1.28
Matthew Stafford,4924,QB,LA,7,-2.7,0,253,26,73.0,200,206,11.2,2.72,2,13,6.0,64.6,133,60,8.9,218,86.2,13,95,,,,,90.4,81.0,11.0,,79.7,,70.1,,,2,4,228,11.7,114.1,3.2,7,5,0,2,17,4,1.8,1916,9.3,76.4,178,183,9.3,2.42,2,11,5.7,69.9,128,45,5.9,190,75.1,8,80,,,,,73.8,79.1,6.0,,78.3,,67.7,,,2,3,200,8.9,115.0,2.1,4,3,0,1,13,3,1.5,1658,9.1,78.9,57,58,8.6,2.88,0,2,3.4,67.2,39,15,13.3,63,24.9,6,27,,,,,81.9,74.3,78.9,,72.2,,66.4,,,0,1,64,20.0,122.3,4.8,3,2,0,1,6,2,3.1,514,8.9,0,100.0,35,35,-2.5,1.42,0,0,0.0,97.1,34,0,2.9,35,13.8,1,12,,,,,27.4,64.6,76.8,,64.1,,,,,0,0,36,,116.2,0.0,0,0,0,0,2,1,2.8,256,7.3,-0.2
Kyler Murray,38334,QB,ARZ,7,-0.59,0,253,1,79.8,168,185,10.8,3.09,4,22,11.3,69.7,129,70,3.7,213,84.2,5,85,,,,,33.4,87.1,63.0,,91.1,,46.5,,,0,5,226,22.9,116.6,7.5,16,12,0,13,16,4,1.8,1725,9.3,80.8,130,141,8.4,2.71,2,17,11.4,73.8,104,45,1.0,157,62.1,1,59,,,,,28.0,80.0,59.4,,87.5,,42.6,,,0,4,167,24.4,119.4,7.0,11,5,0,9,13,4,2.4,1250,8.9,85.3,75,82,8.2,3.04,2,5,6.0,73.2,60,26,6.3,96,37.9,4,37,,,,,84.9,87.4,80.5,,85.8,,64.3,,,0,1,99,19.2,112.4,5.2,5,7,0,5,4,0,0.0,752,9.2,0,94.6,37,38,-2.7,1.49,0,0,0.0,92.1,35,1,0.0,40,15.8,0,11,,,,,79.0,67.4,77.2,,66.7,,,,,0,0,40,0.0,105.8,0.0,0,0,0,1,1,0,0.0,277,7.3,0.3
Ben Roethlisberger,1732,QB,PIT,6,-6.8,0,249,25,72.1,204,212,8.3,2.38,5,10,4.5,62.7,133,55,9.5,226,90.8,14,70,,,,,26.4,56.4,85.7,,55.4,,62.5,,,2,4,237,21.8,83.4,5.3,12,2,0,1,6,12,5.1,1398,6.6,75.8,186,193,7.1,2.3,5,9,4.4,66.3,128,51,9.2,203,81.5,13,61,,,,,40.0,61.0,85.5,,59.7,,62.5,,,1,4,213,15.7,87.4,3.9,8,2,0,1,7,9,4.2,1234,6.4,70.0,40,42,7.8,2.27,0,1,2.2,59.5,25,4,10.7,46,18.5,3,16,,,,,21.8,49.3,78.0,,49.9,,,,,1,0,50,100.0,79.6,8.7,4,0,0,1,0,3,6.0,281,6.7,0,100.0,22,23,-2.5,1.4,0,0,0.0,87.0,20,0,9.1,23,9.2,2,7,,,,,76.6,69.7,75.6,,68.9,,,,,0,0,26,,102.4,0.0,0,0,0,1,1,0,0.0,117,5.1,0.3
Carson Wentz,10636,QB,IND,7,-0.29,0,246,14,74.4,168,185,9.8,2.95,2,11,5.5,61.6,114,92,8.8,212,86.2,11,68,,,,,29.2,75.9,62.5,,75.3,,61.1,,,8,0,233,16.3,104.7,7.1,15,12,0,7,10,3,1.3,1476,8.0,77.9,136,152,7.4,2.74,1,6,3.7,64.5,98,76,7.5,173,70.3,8,48,,,,,27.1,66.6,59.6,,66.9,,55.5,,,7,1,187,17.1,95.6,7.5,13,8,0,8,7,4,2.1,990,6.5,75.4,61,67,8.8,2.89,1,5,6.8,64.2,43,21,6.5,73,29.7,3,27,,,,,83.6,85.1,79.8,,81.9,,71.2,,,1,0,82,9.5,119.3,2.7,2,4,0,4,4,0,0.0,705,10.5,0,93.1,29,34,-3.8,1.76,0,0,0.0,79.4,27,5,0.0,34,13.8,0,7,,,,,78.4,60.7,76.8,,60.4,,,,,0,1,36,0.0,91.1,0.0,0,0,0,5,1,1,2.8,219,6.4,4.01
