player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Kirk Cousins,7102,QB,MIN,16,2.62,2.56,3.27,4.71,606,18,82.0,255,272,5.0,1.9,8,11,3.9,72.4,197,63,5.7,275,45.4,12,87,,,,,90.6,86.5,84.6,,84.2,,,,,,5,3,284,4.8,104.5,1.1,3,0,0,4,16,4,1.4,1765,6.5,73.1,253,284,12.1,3.28,1,19,6.1,61.6,175,142,5.4,324,53.5,10,108,,,,,26.3,84.9,57.2,,84.0,,,58.5,,,13,4,351,17.6,103.6,7.7,25,15,0,17,17,14,4.0,2456,8.6
Ryan Tannehill,7014,QB,TEN,17,2.56,2.47,2.8,4.51,597,31,80.9,278,288,5.4,1.94,8,9,3.0,71.9,207,72,8.0,305,51.1,18,98,,,,,80.6,83.6,84.9,,81.5,,,,,,2,5,313,23.6,97.0,5.6,17,0,0,0,13,5,1.6,1879,6.5,72.8,217,242,11.0,3.22,3,11,4.1,62.0,150,135,5.1,292,48.9,8,109,,,,,67.4,79.3,85.0,,74.5,,,86.0,,,10,9,318,22.2,81.2,10.3,30,20,0,12,8,17,5.3,1855,7.7
Joe Burrow,28022,QB,CIN,16,2.64,2.49,3.34,4.66,590,7,83.6,299,311,6.0,1.96,8,12,3.8,74.6,232,65,7.2,325,55.1,18,118,,,,,81.8,89.1,85.2,,86.6,,,,,,1,8,334,21.5,106.1,4.3,14,0,0,3,18,6,1.8,2482,8.0,72.8,191,207,12.8,3.48,3,23,10.2,64.7,134,132,3.6,265,44.9,5,95,,,,,65.7,91.2,84.7,,90.3,,,71.3,,,1,6,293,28.0,112.6,14.0,37,21,0,12,16,9,3.1,2129,10.3
Aaron Rodgers,2241,QB,GB,16,2.61,2.44,3.77,5.65,575,12,82.8,296,308,5.7,1.73,6,15,4.6,76.0,234,33,4.5,311,54.1,11,131,,,,,90.8,90.4,85.1,,88.4,,,,,,1,0,327,9.1,118.5,1.0,3,0,0,5,22,2,0.6,2164,7.0,69.5,197,220,11.6,3.64,0,21,9.1,60.0,132,117,3.6,264,45.9,5,88,,,,,78.4,80.4,84.5,,77.7,,,72.0,,,3,4,279,23.1,104.2,10.2,27,17,0,20,15,10,3.6,1951,8.9
Carson Wentz,10636,QB,IND,17,2.78,2.62,3.34,5.17,575,14,78.2,239,252,4.9,1.87,5,3,1.2,69.0,174,42,7.0,254,44.2,13,74,,,,,77.3,66.3,84.3,,65.5,,,,,,4,1,263,4.8,95.9,0.8,2,0,0,4,11,3,1.1,1414,5.6,66.4,238,264,12.0,3.5,2,19,6.5,56.1,148,169,6.3,321,55.8,10,99,,,,,44.4,71.0,85.5,,67.7,,,75.8,,,9,6,359,17.8,93.5,9.3,30,27,0,15,16,15,4.2,2149,8.1
Taylor Heinicke,9896,QB,WAS,16,3.01,2.76,3.72,5.38,572,32,76.5,204,212,4.4,1.92,7,2,0.9,70.3,149,41,4.5,216,37.8,7,63,,,,,90.2,63.4,83.6,,62.8,,,,,,0,6,225,9.8,86.8,1.9,4,0,0,1,9,5,2.2,1212,5.7,70.8,260,279,11.2,3.68,2,16,5.2,61.6,172,158,6.5,355,62.1,12,120,,,,,61.6,58.8,59.8,,56.9,,,68.3,,,4,9,387,21.5,86.1,9.6,34,42,0,13,11,22,5.7,2207,7.9
Mac Jones,60323,QB,NE,17,2.61,2.55,2.83,4.65,565,19,82.2,253,261,5.1,1.88,6,9,3.3,76.6,200,46,3.8,270,47.8,8,93,,,,,90.5,80.4,84.5,,78.5,,,,,,0,6,278,19.6,102.4,3.3,9,0,0,2,13,4,1.4,1845,7.1,66.7,237,259,11.7,3.29,4,15,5.3,58.7,152,110,3.8,293,51.9,6,92,,,,,65.1,75.0,54.5,,72.7,,,74.7,,,2,7,319,17.3,82.8,6.5,19,15,0,16,9,11,3.4,1956,7.6
Kyler Murray,38334,QB,ARZ,14,2.78,2.58,3.77,5.31,545,1,80.3,259,266,5.3,1.8,3,18,6.6,75.9,202,37,2.9,270,49.5,6,91,,,,,75.3,86.7,84.5,,84.4,,,,,,0,5,278,10.8,102.9,1.5,4,0,0,4,13,4,1.4,1855,7.0,73.7,186,215,12.5,3.79,6,23,10.0,60.9,131,135,4.4,272,49.9,6,93,,,,,90.6,85.8,84.7,,83.9,,,69.1,,,0,5,297,20.0,97.8,9.9,27,30,0,23,11,8,2.7,1939,9.0
Jared Goff,10635,QB,DET,14,2.68,2.58,3.29,5.29,536,11,80.7,228,237,5.3,1.96,4,6,2.4,73.4,174,48,5.4,245,45.7,10,80,,,,,61.5,71.1,84.2,,70.0,,,,,,0,3,258,16.7,101.8,3.3,8,0,0,5,13,5,1.9,1452,6.1,73.2,228,252,8.4,3.3,1,6,2.2,62.7,158,129,5.4,291,54.3,9,85,,,,,38.1,53.9,84.9,,55.1,,,49.1,,,3,5,311,20.9,83.6,9.3,27,12,0,20,6,13,4.2,1793,7.1
Jalen Hurts,40291,QB,PHI,15,3.21,2.93,3.68,5.53,508,24,80.8,182,193,3.2,1.92,8,3,1.5,69.9,135,33,8.2,195,38.4,12,52,,,,,72.1,64.0,83.3,,63.4,,,,,,2,2,205,6.1,93.0,1.0,2,0,0,1,7,3,1.5,1153,6.0,67.5,206,237,14.7,4.05,3,20,7.9,54.9,130,154,6.5,310,61.0,9,116,,,,,68.8,86.1,85.2,,77.4,,,91.0,,,6,7,331,14.9,83.1,7.4,23,50,0,22,9,15,4.5,1991,8.4
Baker Mayfield,46518,QB,CLV,14,2.86,2.59,3.55,6.05,484,8,78.7,216,226,5.4,1.91,8,6,2.5,70.4,159,31,6.5,233,48.1,11,83,,,,,72.4,73.3,83.9,,72.0,,,,,,1,3,243,22.6,97.8,3.0,7,0,0,1,11,2,0.8,1434,6.3,63.9,169,190,14.1,3.73,4,14,6.8,49.5,94,117,13.0,251,51.9,14,68,,,,,48.5,52.1,49.3,,52.9,,,56.6,,,1,10,271,30.8,66.5,14.3,36,25,0,16,6,18,6.6,1576,8.3
Jimmy Garoppolo,8697,QB,SF,15,2.55,2.46,3.42,4.92,473,28,83.1,231,241,5.3,1.89,4,1,0.4,72.2,174,39,9.4,246,52.0,18,97,,,,,90.4,79.8,84.1,,78.0,,,,,,3,6,256,12.8,100.2,2.0,5,0,0,3,9,8,3.1,2075,8.6,71.9,185,197,10.8,3.26,1,9,4.4,64.5,127,95,4.5,227,48.0,6,78,,,,,28.2,63.9,83.9,,64.5,,,51.5,,,2,6,241,25.3,98.3,10.6,24,6,0,9,11,15,6.2,1731,8.8
Teddy Bridgewater,8667,QB,DEN,14,2.83,2.7,3.29,5.55,472,10,81.9,188,195,5.8,1.93,6,4,2.0,74.9,146,35,5.2,200,42.4,8,69,,,,,90.0,77.2,83.3,,75.7,,,,,,0,0,208,14.3,106.6,2.5,5,0,0,1,7,3,1.4,1413,7.2,72.1,204,231,10.8,3.49,3,9,3.7,60.2,139,144,5.4,272,57.6,8,84,,,,,78.9,64.4,84.6,,64.1,,,59.1,,,3,7,286,18.1,85.0,9.6,26,15,0,21,11,12,4.2,1639,7.1
Lamar Jackson,46416,QB,BLT,12,3.09,2.74,3.71,5.29,466,3,76.3,160,170,5.3,1.83,7,2,1.1,68.8,117,34,4.1,174,37.3,5,50,,,,,89.3,58.3,82.8,,58.1,,,,,,1,7,181,11.8,72.4,2.3,4,0,0,2,3,4,2.2,990,5.8,72.6,190,208,14.0,3.84,3,17,7.7,62.0,129,140,6.5,292,62.7,9,104,,,,,37.6,75.6,84.9,,70.4,,,79.2,,,7,6,310,24.3,100.5,11.6,34,50,0,8,13,14,4.5,1892,9.1
Sam Darnold,29048,QB,CAR,12,2.86,2.68,3.62,4.94,463,5,79.1,191,201,5.2,1.92,3,6,2.9,67.7,136,44,9.9,205,44.3,15,63,,,,,90.1,69.2,40.4,,68.8,,,,,,2,3,212,9.1,84.2,2.0,4,0,0,5,5,5,2.4,1143,5.7,67.2,174,205,10.1,3.6,3,9,4.1,52.2,107,133,8.5,258,55.7,10,69,,,,,28.0,47.5,84.4,,43.1,,,78.6,,,5,10,274,22.6,59.9,11.6,30,23,0,23,4,16,5.8,1384,6.8
Russell Wilson,7077,QB,SEA,14,2.78,2.59,3.61,5.11,460,29,78.5,214,220,5.1,1.81,3,7,3.1,71.8,158,37,6.0,226,49.1,10,69,,,,,90.2,68.6,83.8,,67.6,,,,,,0,0,235,16.2,104.4,2.7,6,0,0,3,11,0,0.0,1363,6.2,65.0,160,180,16.9,3.76,2,19,9.7,56.1,101,133,2.9,232,50.4,3,77,,,,,45.0,74.8,84.0,,70.8,,,77.7,,,2,6,249,21.1,101.4,12.1,28,24,0,16,14,12,4.8,1750,9.7
Zach Wilson,82096,QB,NYJ,13,3.05,2.84,3.95,5.57,443,22,82.8,157,164,4.1,1.84,6,1,0.6,70.7,116,26,10.8,170,38.4,14,53,,,,,89.1,70.8,82.7,,69.7,,,,,,0,0,177,23.1,94.0,3.5,6,0,0,1,4,4,2.3,979,6.0,59.4,192,218,11.3,3.81,3,9,3.8,44.5,97,145,14.9,273,61.6,17,65,,,,,51.0,49.4,51.7,,45.9,,,85.4,,,3,11,291,26.9,51.7,14.3,39,16,0,20,5,14,4.8,1355,6.2
Davis Mills,52269,QB,HST,13,2.58,2.48,3.16,4.74,433,13,81.0,210,216,4.5,1.81,5,5,2.2,75.9,164,26,3.5,223,51.5,6,67,,,,,38.7,69.0,83.8,,68.1,,,,,,0,4,232,26.9,97.1,3.1,7,0,0,1,9,7,3.0,1325,6.1,66.0,156,176,12.1,3.4,4,11,5.7,56.3,99,107,3.9,210,48.5,4,53,,,,,59.1,48.6,83.8,,50.7,,,47.2,,,5,6,235,22.4,79.7,11.4,24,10,0,11,7,13,5.5,1339,7.6
Tua Tagovailoa,60326,QB,MIA,13,2.53,2.38,3.14,4.88,427,17,78.8,231,236,5.4,1.86,1,1,0.4,74.2,175,40,3.8,241,56.4,7,79,,,,,73.1,78.7,84.1,,77.2,,,58.3,,,1,2,252,10.0,101.2,1.7,4,1,0,3,10,5,2.0,1514,6.4,69.5,141,151,10.6,3.41,0,9,5.3,58.3,88,99,10.2,186,43.6,10,66,,,,,25.2,53.6,83.3,,53.4,,,59.3,,,4,8,207,16.2,73.2,8.6,16,19,0,6,6,17,8.2,1139,7.5
Daniel Jones,39395,QB,NYG,11,2.71,2.58,3.1,4.43,406,21,76.2,181,184,5.4,1.94,1,1,0.5,68.5,126,34,8.7,187,46.1,12,57,,,,,90.0,66.0,83.2,,65.3,,,,,,1,2,202,8.8,86.6,1.6,3,0,0,1,4,4,2.0,1093,5.9,72.4,156,176,9.5,3.38,4,6,3.2,60.2,106,106,6.2,218,53.7,7,66,,,,,29.2,72.4,83.8,,74.1,,,52.9,,,2,5,235,17.9,83.4,8.7,19,23,0,14,6,8,3.4,1335,7.6
Justin Fields,82118,QB,CHI,12,3.08,2.7,3.57,5.11,351,6,70.7,133,136,6.3,1.97,2,3,2.1,63.2,86,31,8.5,142,40.5,8,38,,,,,42.4,60.4,82.1,,60.1,,,,,,1,6,150,19.4,63.9,4.2,6,0,0,0,1,5,3.3,819,6.0,62.9,124,132,14.3,3.87,0,15,10.2,55.3,73,119,6.4,207,59.0,5,63,,,,,28.6,70.0,83.6,,63.0,,,80.5,,,1,4,224,25.2,83.9,14.5,30,45,0,7,6,9,4.0,1051,8.0
Andy Dalton,6187,QB,CHI,8,2.62,2.42,3.56,5.26,266,6,77.7,130,136,5.3,1.78,6,2,1.4,71.3,97,17,4.0,138,51.9,4,50,,,,,87.4,75.9,81.9,,74.4,,,,,,0,4,143,11.8,90.2,1.4,2,0,0,0,6,3,2.1,856,6.3,64.4,87,99,11.0,3.55,0,3,2.9,52.5,52,60,7.1,127,47.7,4,35,,,,,87.0,55.8,81.6,,50.6,,,80.4,,,2,5,134,26.7,59.3,12.6,16,12,0,10,2,6,4.5,659,6.7
Jacoby Brissett,10725,QB,MIA,9,2.84,2.67,3.66,5.02,258,17,75.0,112,114,5.2,1.89,0,0,0.0,66.7,76,23,9.5,117,45.3,8,33,,,,,86.1,70.1,81.2,,69.0,,,,,,2,2,119,13.0,76.0,2.6,3,0,0,0,1,3,2.5,621,5.4,75.8,95,110,11.0,3.68,0,9,7.3,59.1,65,93,9.7,139,53.9,7,42,,,,,28.3,76.5,82.2,,74.8,,,66.2,,,6,2,155,17.2,80.9,11.5,16,13,0,9,4,7,4.5,662,6.0
Tyler Huntley,46448,QB,BLT,6,2.87,2.41,3.96,5.47,228,3,86.2,116,122,5.7,1.86,5,1,0.8,79.5,97,14,3.0,125,54.8,3,41,,,,,86.7,74.3,81.5,,73.0,,,,,,1,1,130,21.4,92.7,2.4,3,0,0,0,1,2,1.5,781,6.4,54.4,57,63,13.2,4.1,1,2,2.9,39.7,25,60,19.4,103,45.2,6,27,,,,,29.9,58.0,8.3,,48.3,,,82.8,,,1,3,112,25.0,45.7,14.6,15,25,0,4,2,6,5.4,300,4.8
Trevor Siemian,9683,QB,NO,6,2.73,2.67,3.14,5.03,200,20,71.4,91,94,5.5,2.06,1,6,6.1,63.8,60,11,7.7,96,48.0,5,31,,,,,48.4,64.7,80.6,,64.1,,,,,,0,1,101,18.2,100.5,2.1,2,0,0,2,7,2,2.0,560,6.0,67.1,76,94,11.5,3.35,5,5,4.8,51.1,48,46,5.9,104,52.0,3,31,,,,,85.9,62.6,81.1,,62.2,,,60.3,,,1,2,117,15.2,76.3,6.7,7,3,0,12,4,4,3.4,594,6.3
Jameis Winston,9434,QB,NO,7,3.09,2.87,3.07,5.48,190,20,87.1,62,65,2.6,1.95,1,3,4.5,78.5,51,15,5.6,67,35.3,3,29,,,,,82.3,70.7,79.1,,69.7,,,,,,0,0,68,13.3,135.4,3.0,2,0,0,2,7,1,1.5,513,7.9,61.3,80,96,14.9,3.77,4,9,8.8,45.8,44,64,10.2,121,63.7,5,38,,,,,36.3,70.8,81.5,,63.3,,,86.6,,,5,3,128,12.5,80.1,6.6,8,17,0,7,7,5,3.9,657,6.8
Mike Glennon,7854,QB,NYG,6,2.72,2.57,3.19,6.78,178,21,68.6,86,88,5.4,1.97,1,1,1.1,62.5,55,22,6.8,89,50.0,4,21,,,,,52.6,49.5,80.3,,50.1,,,,,,0,5,94,4.5,64.5,1.1,1,0,0,1,4,5,5.3,399,4.5,61.5,65,76,10.5,3.46,0,1,1.2,46.1,35,43,12.5,89,50.0,5,24,,,,,28.2,27.0,0.0,,26.9,,,70.9,,,1,5,96,18.6,34.5,9.0,8,5,0,10,0,13,13.5,391,5.1
Tyrod Taylor,6332,QB,HST,6,2.83,2.56,3.58,4.85,177,13,70.9,79,85,5.2,1.89,4,1,1.1,61.2,52,23,7.1,87,49.2,4,26,,,,,84.3,61.6,80.2,,61.2,,,,,,0,2,91,8.7,79.1,2.3,2,0,0,2,3,2,2.2,492,5.8,67.8,59,64,10.9,3.74,0,3,4.3,60.9,39,54,2.5,90,50.8,1,25,,,,,84.6,59.4,80.4,,50.2,,,84.9,,,2,3,96,20.4,74.6,12.2,11,15,0,3,2,3,3.1,474,7.4
Taysom Hill,12112,QB,NO,11,2.98,2.69,3.72,5.17,158,20,84.2,57,59,3.8,2.03,1,0,0.0,69.5,41,11,14.6,60,38.0,7,20,,,,,81.6,60.4,0.0,,61.6,,,,,,0,1,61,9.1,96.4,1.7,1,0,0,1,2,2,3.3,455,7.7,63.6,66,73,11.8,3.6,0,2,2.7,50.7,37,51,11.9,97,61.4,5,29,,,,,47.3,66.0,80.5,,59.0,,,80.6,,,1,4,98,15.7,60.5,8.2,8,16,0,6,2,6,6.1,523,7.2
Cam Newton,6153,QB,CAR,6,2.44,2.27,3.33,4.98,141,5,64.4,73,79,5.3,1.83,5,1,1.2,57.0,45,25,4.3,81,57.4,2,20,,,,,83.7,46.8,79.8,,47.6,,,,,,1,3,83,8.0,67.0,2.5,2,0,0,0,3,3,3.6,391,4.9,62.5,40,47,11.5,3.27,2,3,5.9,51.1,24,32,4.0,60,42.6,1,14,,,,,39.9,47.4,78.9,,50.0,,,49.5,,,3,2,64,25.0,60.0,13.3,8,5,0,2,1,4,6.3,293,6.2
Mike White,46453,QB,NYJ,4,2.52,2.47,4.8,,137,22,75.4,69,76,5.0,1.9,5,2,2.5,64.5,49,17,5.8,76,55.5,3,23,,,,,83.3,44.6,79.7,,45.5,,,,,,2,3,79,0.0,70.2,0.0,0,0,0,0,1,4,5.1,482,6.3,77.8,54,56,8.3,3.35,0,1,1.6,69.6,39,28,7.1,60,43.8,3,26,,,,,82.2,61.4,79.0,,61.1,,,,,,1,5,67,14.3,81.8,6.7,4,0,0,1,4,5,7.5,471,8.4
Drew Lock,39517,QB,DEN,6,2.85,2.69,3.2,4.8,126,10,80.0,50,53,7.1,2.07,2,2,3.6,69.8,37,11,7.5,54,42.9,3,16,,,,,34.9,61.9,78.4,,61.5,,,,,,0,1,56,9.1,87.1,1.9,1,0,0,1,1,2,3.6,362,6.8,58.2,55,57,13.4,3.43,0,3,4.5,52.6,30,30,6.3,72,57.1,2,20,,,,,83.5,60.5,79.7,,59.0,,,65.4,,,0,1,81,26.7,75.5,11.1,8,7,0,2,1,2,2.5,425,7.5
Geno Smith,7820,QB,SEA,4,2.93,2.76,3.45,5.13,111,29,91.7,48,53,3.6,1.96,3,0,0.0,83.0,44,10,0.0,55,49.5,0,19,,,,,81.2,70.3,78.5,,69.3,,,,,,2,0,57,20.0,106.1,3.6,2,0,0,0,2,0,0.0,341,6.4,64.7,34,41,12.9,3.88,0,7,15.6,51.2,21,34,4.5,56,50.5,1,13,,,,,37.6,73.3,78.6,,70.1,,,71.1,,,0,1,60,32.4,95.7,19.6,11,4,0,7,3,3,5.0,361,8.8
Colt McCoy,5609,QB,ARZ,4,2.31,2.19,2.83,5.9,109,1,85.9,71,74,3.5,1.77,2,0,0.0,77.0,57,14,6.6,76,69.7,4,23,,,,,47.2,48.2,79.7,,48.8,,,,,,0,0,80,14.3,100.2,2.6,2,0,0,1,2,3,3.8,443,6.0,79.2,24,25,10.6,3.66,0,1,3.7,68.0,17,16,10.5,32,29.4,2,17,,,,,20.0,63.7,76.6,,72.3,,,31.6,,,0,1,34,25.0,104.9,12.5,4,3,0,1,1,3,8.8,297,11.9
Tim Boyle,21956,QB,DET,3,2.42,2.4,,4.4,95,11,75.0,48,51,3.6,1.96,1,0,0.0,68.6,35,6,2.8,51,53.7,1,15,,,,,32.8,48.6,78.2,,49.2,,,,,,1,3,53,0.0,65.8,0.0,0,0,0,1,2,3,5.7,220,4.3,65.0,40,43,8.8,2.95,1,1,2.2,60.5,26,14,0.0,44,46.3,0,14,,,,,80.0,59.5,77.7,,57.8,,,64.4,,,2,3,47,0.0,60.8,0.0,0,1,0,0,1,4,8.5,306,7.1
