player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Trevor Lawrence,77632,QB,JAX,6,11.82,0,238,15,68.6,185,201,9.8,2.91,1,10,4.6,58.2,117,82,7.9,221,92.9,10,66,,,,,77.0,56.8,85.8,54.2,,67.7,,5,8,240,11.0,74.0,4.1,9,11,1,9,7,12,5.0,1369,6.8,68.8,144,159,8.8,2.71,2,5,2.9,56.6,90,59,9.1,173,72.7,9,48,,,,,72.3,54.9,85.2,52.1,,67.3,,3,6,186,13.6,68.2,4.6,8,5,1,9,5,9,4.8,924,5.8,75.5,53,57,9.8,3.1,0,5,7.9,68.4,39,25,2.5,65,27.3,1,21,,,,,82.5,63.3,79.3,62.2,,63.4,,2,2,71,8.0,95.7,3.1,2,6,0,2,2,3,4.2,541,9.5,0,100.0,12,15,-3.0,1.61,1,0,0.0,80.0,12,2,0.0,17,7.1,0,3,,,,,74.2,61.4,74.1,61.1,,,,0,0,17,50.0,93.3,5.9,1,0,0,2,0,0,0.0,96,6.4,3.68
Daniel Jones,39395,QB,NYG,6,1.28,0,236,21,69.7,175,188,10.3,2.79,4,6,3.0,59.0,111,76,9.0,216,91.5,11,71,,,,,31.1,73.4,85.4,74.2,,55.4,,2,4,232,15.8,80.7,5.6,12,16,1,6,4,7,3.0,1408,7.5,72.1,147,156,9.0,2.58,3,5,3.0,62.2,97,57,8.5,171,72.5,9,54,,,,,54.5,76.8,84.8,76.6,,59.0,,1,3,183,14.0,82.1,4.7,8,7,1,4,3,4,2.2,1115,7.1,75.0,48,52,8.5,3.04,1,1,1.8,63.5,33,19,8.3,65,27.5,3,22,,,,,25.7,61.6,79.3,63.9,,52.5,,1,1,70,21.1,86.1,6.2,4,9,0,2,1,3,4.3,409,7.9,0,100.0,20,20,-3.8,1.87,0,0,0.0,95.0,19,0,5.0,20,8.5,1,5,,,,,75.4,70.1,75.0,69.2,,,,0,0,21,,90.8,0.0,0,0,0,0,0,0,0.0,116,5.8,0.72
Dak Prescott,10769,QB,DAL,6,3.76,0,236,9,76.7,180,191,9.7,2.74,3,15,7.1,70.7,135,65,2.2,210,89.0,3,85,,,,,29.9,83.4,62.3,88.5,,29.4,,3,4,232,13.8,115.6,4.3,9,9,0,5,16,6,2.6,1624,8.5,77.1,144,150,8.7,2.57,2,12,7.2,72.0,108,49,2.7,166,70.3,3,63,,,,,27.5,79.1,59.3,85.6,58.4,29.4,,2,3,183,16.3,110.3,4.8,8,8,0,2,10,5,2.7,1235,8.2,83.6,61,66,7.0,2.67,1,3,4.1,75.8,50,17,2.0,70,29.7,1,33,,,,,83.2,81.4,79.6,80.2,,58.3,,1,1,77,5.9,125.7,1.4,1,1,0,3,6,1,1.3,578,8.8,0,96.0,25,25,-2.7,1.44,0,0,0.0,92.0,23,1,4.2,26,11.0,1,11,,,,,77.0,65.5,76.0,65.4,58.4,,,0,0,28,0.0,98.2,0.0,0,0,0,0,0,0,0.0,189,7.6,0.53
Lamar Jackson,46416,QB,BLT,6,9.68,0,234,3,77.9,172,189,11.0,3.16,3,13,6.6,66.7,126,83,6.0,229,97.9,8,91,,,,,32.4,86.1,86.0,84.6,,71.3,,6,5,240,19.3,99.2,7.0,16,24,2,6,9,8,3.3,1666,8.8,75.7,111,122,10.3,3.04,1,11,8.6,63.9,78,62,7.1,152,65.0,6,56,,,,,48.3,81.3,85.2,78.3,,73.4,,4,4,158,24.2,96.7,9.9,15,15,2,4,8,5,3.2,971,8.0,83.3,66,72,11.1,3.26,2,2,2.7,73.6,53,21,3.6,82,35.0,2,35,,,,,27.5,84.4,80.0,84.8,,57.8,,2,1,87,4.8,103.6,1.2,1,9,0,2,1,3,3.4,715,9.9,0,100.0,5,5,-3.2,1.16,0,0,0.0,100.0,5,0,0.0,5,2.1,0,0,,,,,68.0,65.3,69.9,64.7,,,,0,0,5,,83.3,0.0,0,0,0,0,0,0,0.0,20,4.0,1.97
Ryan Tannehill,7014,QB,TEN,6,-4.05,0,231,31,76.5,162,181,10.1,2.64,4,9,4.6,62.4,113,79,8.9,210,90.9,11,75,,,,,59.1,87.2,62.2,83.1,,81.8,,7,4,223,25.3,86.5,9.5,20,9,0,8,6,4,1.8,1328,7.3,75.4,138,149,7.9,2.5,1,5,3.1,64.4,96,62,7.7,169,73.2,8,54,,,,,71.4,74.5,59.5,72.7,,67.0,,6,4,180,25.8,83.0,9.5,16,4,0,4,5,2,1.1,975,6.5,81.8,44,53,10.5,2.79,4,4,7.0,60.4,32,18,11.1,62,26.8,4,27,,,,,40.5,93.8,79.0,91.1,,89.4,,1,0,66,22.2,97.4,6.5,4,5,0,4,1,2,3.0,492,9.3,0,80.0,20,21,-3.9,1.94,1,0,0.0,71.4,15,1,6.3,21,9.1,1,6,,,,,75.9,62.5,75.2,62.1,,,,0,0,23,0.0,89.2,0.0,0,0,0,0,0,0,0.0,139,6.6,2.74
Mac Jones,60323,QB,NE,6,8.42,0,228,19,76.4,178,188,9.0,2.65,2,10,5.0,69.7,131,74,3.7,204,89.5,5,68,,,,,54.0,79.8,30.7,78.4,,65.0,,1,6,218,17.6,89.9,6.4,13,3,1,6,7,8,3.7,1383,7.4,78.1,151,162,8.1,2.48,3,8,4.7,69.1,112,53,5.1,171,75.0,6,50,,,,,89.6,81.1,24.4,80.6,,59.1,,0,4,178,11.3,85.4,3.5,6,2,1,7,4,3,1.7,1078,6.7,81.3,48,49,6.8,2.72,0,2,3.6,77.6,38,21,2.6,57,25.0,1,21,,,,,23.8,67.7,79.0,65.3,,65.6,,1,2,65,33.3,103.6,12.3,7,1,0,0,3,5,7.7,394,8.0,0,100.0,21,23,-2.1,1.58,1,0,0.0,82.6,19,0,9.5,24,10.5,2,3,,,,,76.3,66.6,75.6,65.9,,,,0,0,25,,82.8,0.0,0,0,0,1,0,0,0.0,89,3.9,1.39
Teddy Bridgewater,8667,QB,DEN,6,-5.57,0,224,10,77.8,176,189,10.6,2.93,5,6,3.0,69.8,132,85,3.6,215,96.0,5,79,,,,,74.7,74.2,58.9,73.7,,58.5,,2,4,224,18.8,101.8,7.4,16,10,0,6,10,8,3.6,1485,7.9,77.6,143,151,10.0,2.75,4,5,3.2,71.5,108,57,2.7,168,75.0,3,62,,,,,69.2,76.9,54.7,77.0,,56.1,,2,4,172,15.8,99.8,5.4,9,8,0,2,7,8,4.7,1222,8.1,81.0,42,47,9.6,3.28,1,1,1.9,66.0,31,30,8.8,56,25.0,3,17,,,,,81.6,61.8,78.7,60.6,,64.1,,0,0,61,23.3,104.2,12.5,7,2,0,4,3,0,0.0,292,6.2,0,88.9,9,9,-2.8,1.68,0,0,0.0,77.8,7,2,12.5,9,4.0,1,0,,,,,70.9,66.7,71.9,66.1,,,,0,0,9,0.0,80.1,0.0,0,0,0,0,0,0,0.0,29,3.2,-1.88
Taylor Heinicke,9896,QB,WAS,6,15.67,0,224,32,68.1,166,174,10.1,3.13,2,7,3.7,60.3,105,60,7.1,200,89.3,8,62,,,,,73.9,56.5,57.4,55.6,,61.1,,1,6,217,8.3,82.6,2.5,5,21,1,4,8,10,4.6,1221,7.0,66.4,119,126,8.5,2.87,3,3,2.2,57.9,73,36,7.6,143,63.8,6,34,,,,,66.7,44.6,51.8,43.8,,58.0,,0,6,155,8.3,62.9,2.1,3,14,1,3,3,8,5.2,738,5.9,81.2,69,72,8.7,3.16,0,4,5.2,73.6,53,27,5.4,81,36.2,3,34,,,,,84.0,79.2,80.0,77.6,,65.1,,1,0,87,7.4,128.9,2.5,2,7,0,2,6,2,2.3,652,9.1,0,100.0,22,24,-3.3,1.71,1,0,0.0,87.5,21,3,4.5,24,10.7,1,6,,,,,76.3,65.2,75.5,64.7,,,,0,0,25,0.0,109.9,0.0,0,0,0,1,1,0,0.0,169,7.0,3.2
Kyler Murray,38334,QB,ARZ,6,-5.63,0,219,1,78.8,146,161,10.7,3.07,2,19,11.1,69.6,112,60,2.6,183,83.6,3,71,,,,,29.1,82.8,59.0,89.0,,44.9,,0,4,195,20.0,115.2,6.6,12,10,0,13,13,4,2.1,1490,9.3,82.4,119,128,8.1,2.67,0,15,11.0,75.8,97,38,1.0,140,63.9,1,53,,,,,26.8,80.3,55.3,87.6,,43.3,,0,3,149,21.1,126.3,5.7,8,4,0,9,13,4,2.7,1137,8.9,81.7,60,67,8.5,3.04,2,4,5.8,70.1,47,22,4.1,79,36.1,2,28,,,,,83.6,77.1,79.8,77.2,,58.5,,0,1,82,18.2,96.9,5.1,4,6,0,5,1,0,0.0,604,9.0,0,97.0,33,34,-2.8,1.44,0,0,0.0,94.1,32,0,0.0,36,16.4,0,10,,,,,78.4,66.6,76.8,66.0,,,,0,0,36,,107.2,0.0,0,0,0,1,1,0,0.0,251,7.4,0.13
Carson Wentz,10636,QB,IND,6,3.43,0,217,14,75.7,148,165,9.6,2.95,2,10,5.7,61.8,102,86,8.9,189,87.1,10,61,,,,,56.2,81.1,85.6,80.2,,60.6,,8,0,204,16.3,103.1,7.4,14,10,0,7,8,1,0.5,1322,8.0,77.5,120,136,7.5,2.77,1,5,3.5,63.2,86,70,7.5,156,71.9,7,44,,,,,49.6,71.3,85.1,70.8,,57.5,,7,1,167,17.1,93.2,7.7,12,8,0,8,6,1,0.6,874,6.4,80.4,51,57,8.6,2.86,1,5,8.2,66.7,38,21,7.3,61,28.1,3,24,,,,,82.2,90.6,79.0,88.7,,66.4,,1,0,67,9.5,124.2,3.3,2,2,0,4,3,0,0.0,671,11.8,0,95.7,23,28,-3.5,1.73,0,0,0.0,78.6,22,5,0.0,28,12.9,0,7,,,,,77.4,65.3,76.1,64.8,,,,0,1,30,0.0,96.9,0.0,0,0,0,5,1,0,0.0,223,8.0,5.34
Matt Ryan,4317,QB,ATL,5,9.61,0,215,2,75.8,182,191,7.5,2.58,4,7,3.4,68.6,131,67,5.1,202,94.0,7,64,,,,,74.1,82.8,85.4,80.2,58.9,70.1,,2,3,219,11.9,97.2,4.0,8,3,1,2,10,5,2.3,1242,6.5,74.1,135,142,6.6,2.37,3,4,2.6,66.2,94,48,6.0,152,70.7,6,47,,,,,68.0,72.6,84.7,70.0,,70.1,,2,3,164,14.6,89.8,4.6,7,3,1,1,7,4,2.4,850,6.0,82.8,58,62,7.8,2.91,2,3,4.5,75.8,47,22,2.1,63,29.3,1,23,,,,,82.3,90.4,79.2,88.9,58.9,,,0,0,68,4.5,113.8,1.6,1,0,0,2,3,1,1.5,482,7.8,0,90.9,11,13,-2.6,1.77,1,0,0.0,76.9,10,3,0.0,13,6.0,0,6,,,,,72.8,59.7,73.2,59.5,,,,0,0,13,0.0,95.0,0.0,0,0,0,1,0,0,0.0,90,6.9,1.78
