player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Taylor Heinicke,9896,QB,WAS,8,16.9,0,316,32,69.1,230,242,10.0,3.08,3,8,3.1,60.7,147,94,7.5,284,89.9,12,93,,,,,54.1,57.2,65.4,,55.6,,63.8,,,2,9,304,14.9,80.6,4.9,14,28,2,5,10,13,4.3,1722,7.1,67.8,174,185,8.1,2.79,4,3,1.5,58.4,108,59,8.5,212,67.1,10,53,,,,,42.3,42.7,61.3,,43.2,,51.2,,,1,9,225,18.6,59.7,5.2,11,16,2,4,3,11,4.9,1056,5.7,81.4,86,89,9.0,3.26,0,5,5.2,75.3,67,38,4.3,104,32.9,3,48,,,,,85.7,85.7,81.0,,80.9,,78.7,,,1,0,112,7.9,135.6,2.9,3,12,0,2,8,2,1.8,872,9.8,0,96.7,30,32,-3.6,1.73,1,0,0.0,87.5,28,3,3.4,32,10.1,1,8,,,,,77.9,64.7,76.5,,64.2,,,,,0,0,33,0.0,103.9,0.0,0,0,0,1,1,0,0.0,206,6.4,4.09
Kyler Murray,38334,QB,ARZ,8,-1.14,0,290,1,78.8,193,212,10.9,3.06,4,24,10.7,68.9,146,81,3.9,243,83.8,6,95,,,,,40.1,86.4,65.6,,90.4,,49.2,,,0,6,259,22.2,111.4,7.4,18,13,0,15,16,4,1.5,1964,9.3,79.9,154,167,8.5,2.67,2,19,10.7,73.1,122,52,0.8,184,63.4,1,69,,,,,29.7,79.9,62.5,,86.5,,43.5,,,0,6,197,23.1,111.1,6.5,12,5,0,11,13,4,2.0,1488,8.9,84.1,82,89,8.3,3.02,2,5,5.5,71.9,64,30,7.2,106,36.6,5,39,,,,,85.5,85.7,80.9,,83.1,,69.5,,,0,1,109,20.0,109.2,5.7,6,8,0,5,4,0,0.0,788,8.9,0,93.0,43,44,-2.7,1.46,0,0,0.0,90.9,40,1,0.0,47,16.2,0,13,,,,,80.0,65.8,77.7,,65.2,,,,,0,1,47,0.0,94.3,0.0,0,0,0,1,1,0,0.0,312,7.1,-0.06
Aaron Rodgers,2241,QB,GB,8,1.39,0,284,12,70.6,187,207,11.0,2.81,3,14,6.3,61.4,127,76,3.8,232,81.7,5,84,,,,,90.4,79.8,63.4,,77.5,,70.1,,,2,3,247,22.4,102.8,7.3,17,8,3,12,15,7,2.8,1562,7.5,74.6,173,186,8.9,2.48,2,14,7.0,66.7,124,57,3.9,205,72.2,5,72,,,,,90.2,81.5,61.8,,79.0,,71.9,,,2,3,219,21.1,101.5,5.9,12,7,3,6,11,5,2.3,1378,7.4,78.1,64,72,7.1,2.82,2,1,1.4,68.1,49,24,2.0,79,27.8,1,31,,,,,83.4,69.2,79.7,,69.7,,52.3,,,0,0,80,20.8,116.4,6.3,5,2,0,6,6,2,2.5,516,7.2,0,94.0,50,51,-1.3,1.51,1,1,2.0,90.2,46,5,2.1,52,18.3,1,19,,,,,80.6,72.7,78.1,,73.3,,56.8,,,0,0,52,0.0,106.9,0.0,0,1,0,0,2,0,0.0,332,6.5,-0.24
Dak Prescott,10769,QB,DAL,7,5.3,0,279,9,73.1,216,229,10.2,2.85,3,15,5.9,66.8,153,82,3.2,252,90.3,5,96,,,,,38.3,83.0,65.4,,86.0,,37.2,,,3,5,277,13.4,108.6,4.4,11,11,0,7,18,7,2.5,1856,8.1,73.4,177,184,9.5,2.71,2,12,5.9,67.9,125,64,3.8,204,73.1,5,73,,,,,29.6,79.0,62.9,,82.9,58.4,37.5,,,2,4,224,15.6,104.2,4.9,10,10,0,3,12,6,2.7,1450,7.9,81.5,65,71,7.2,2.75,1,3,3.8,73.2,52,19,1.9,75,26.9,1,34,,,,,83.6,81.4,79.8,,80.2,,58.3,,,1,1,82,5.3,120.3,1.3,1,1,0,4,6,1,1.2,595,8.4,0,96.2,26,26,-2.7,1.48,0,0,0.0,92.3,24,1,4.0,27,9.7,1,11,,,,,77.2,65.8,76.1,,65.7,58.4,,,,0,0,29,0.0,97.0,0.0,0,0,0,0,0,0,0.0,189,7.3,0.5
Baker Mayfield,46518,QB,CLV,8,6.13,0,266,8,73.4,177,191,11.7,3.06,4,14,7.0,62.8,120,77,7.7,232,87.2,10,74,,,,,45.2,75.2,65.0,,75.6,60.0,54.4,,,1,3,244,31.2,94.3,10.3,24,17,2,7,7,6,2.5,1568,8.2,76.6,154,166,9.3,2.73,4,9,5.2,65.1,108,61,8.5,196,73.7,10,60,,,,,55.0,73.8,62.9,,70.5,,73.1,,,0,3,205,32.8,95.0,10.2,20,10,2,6,7,5,2.4,1280,7.7,78.6,56,59,9.8,3.4,0,5,7.9,71.2,42,17,4.5,70,26.3,2,30,,,,,45.5,73.6,79.5,,81.1,60.0,30.0,,,1,0,74,23.5,112.0,5.7,4,7,0,2,1,1,1.4,637,10.8,0,97.0,33,34,-2.7,1.86,0,0,0.0,88.2,30,1,6.3,34,12.8,2,16,,,,,78.3,69.9,76.7,,69.0,,,,,0,0,35,0.0,119.2,0.0,0,0,0,1,1,0,0.0,349,10.3,3.09
Justin Fields,82118,QB,CHI,9,7.77,0,249,6,62.8,164,172,12.1,3.09,2,14,7.4,57.0,98,96,4.9,232,93.2,5,67,,,,,28.9,64.7,18.4,,60.7,,75.3,,,2,8,248,30.2,67.0,12.5,29,30,1,3,4,10,4.0,1199,7.0,63.7,135,141,10.2,2.86,2,7,4.5,57.4,81,71,5.8,183,73.5,5,46,,,,,40.8,61.1,11.1,,60.3,,63.7,,,1,8,198,26.8,56.6,10.4,19,22,1,2,2,9,4.5,865,6.1,70.5,44,46,12.3,3.36,0,7,14.0,65.2,30,27,3.2,66,26.5,1,24,,,,,27.3,70.9,79.2,,62.1,,88.5,,,1,0,70,37.0,108.7,15.2,10,9,0,1,2,1,1.4,417,9.1,0,93.3,15,15,-4.6,1.72,0,0,0.0,86.7,13,2,7.1,17,6.8,1,3,,,,,75.1,60.2,74.7,,63.4,,54.2,,,0,0,20,0.0,89.7,0.0,0,1,0,0,0,0,0.0,83,5.5,2.94
Jacoby Brissett,10725,QB,MIA,6,-7.9,0,232,17,75.9,174,188,8.5,2.94,0,7,3.4,62.8,118,99,10.6,215,92.7,14,65,,,,,59.1,77.3,85.0,,75.0,,68.8,,,6,4,231,15.2,78.5,7.0,15,12,1,7,5,8,3.5,1088,5.8,79.7,148,159,6.7,2.69,0,5,2.9,66.0,105,72,11.0,183,78.9,13,55,,,,,53.5,78.3,84.5,,75.6,,71.0,,,6,3,195,20.8,83.0,8.2,15,7,1,4,5,7,3.6,887,5.6,69.2,39,43,11.4,3.33,0,2,4.3,58.1,25,29,7.4,49,21.1,2,13,,,,,80.8,65.8,78.2,,65.6,,59.8,,,1,1,53,3.4,64.1,2.0,1,5,0,3,0,1,1.9,240,5.6,0,100.0,13,14,-3.3,1.35,0,0,0.0,85.7,12,2,7.7,17,7.3,1,3,,,,,74.2,62.5,74.1,,62.1,,,,,1,0,17,50.0,79.2,5.9,1,0,0,0,0,0,0.0,39,2.8,0.0
Davis Mills,52269,QB,HST,7,-17.91,0,231,13,73.8,164,179,9.7,2.65,3,7,3.6,63.7,114,67,5.8,201,87.0,7,59,,,,,28.4,58.4,85.5,,58.5,58.9,52.3,,,3,8,221,29.9,78.7,10.0,20,2,1,8,7,11,5.0,1251,7.0,80.5,154,169,6.3,2.41,4,4,2.2,70.4,119,55,4.0,186,80.5,5,47,,,,,55.2,59.9,85.3,,59.8,,51.5,,,3,5,199,29.1,85.2,8.6,16,1,1,7,5,7,3.5,1091,6.5,62.2,37,40,14.6,2.96,1,3,6.5,52.5,21,13,8.7,45,19.5,2,13,,,,,22.4,58.3,78.3,,58.7,58.9,58.4,,,0,3,54,30.8,59.0,8.9,4,1,0,2,2,4,7.4,266,6.7,0,96.3,27,30,-3.3,1.62,2,0,0.0,86.7,26,1,0.0,30,13.0,0,1,,,,,77.7,65.3,76.4,,64.7,,,,,0,0,32,0.0,81.4,0.0,0,0,0,1,0,0,0.0,106,3.5,0.19
Jimmy Garoppolo,8697,QB,SF,7,11.5,0,231,28,73.7,171,184,9.9,2.7,2,4,2.1,63.0,116,60,7.9,201,87.0,10,75,,,,,58.9,68.2,85.6,,67.2,,60.2,,,4,5,214,20.0,92.4,6.0,12,5,2,5,8,11,5.1,1528,8.3,74.0,146,156,7.5,2.39,2,2,1.2,62.2,97,44,10.2,168,72.7,11,55,,,,,53.1,58.9,85.2,,57.8,,59.7,,,4,4,177,20.5,88.1,5.4,9,3,2,2,6,8,4.5,1201,7.7,84.9,53,57,9.4,3.04,0,2,3.3,73.7,42,18,6.7,63,27.3,3,28,,,,,33.1,82.3,79.0,,80.5,,61.2,,,0,1,67,22.2,108.3,6.3,4,2,0,4,2,4,6.0,553,9.7,0,96.4,28,29,-3.8,1.7,0,0,0.0,79.3,23,2,14.8,30,13.0,4,8,,,,,24.1,56.1,76.1,,56.1,,,,,0,0,30,50.0,99.1,3.3,1,0,0,1,0,1,3.3,226,7.8,2.0
Zach Wilson,82096,QB,NYJ,6,-15.82,0,205,22,67.5,151,162,10.6,3.27,2,8,4.6,54.3,88,85,13.7,186,90.7,14,50,,,,,72.0,59.3,84.9,,57.3,,70.2,,,2,9,199,23.5,61.5,10.8,20,4,0,7,4,11,5.5,1131,7.0,74.0,123,133,8.9,2.87,3,7,4.9,61.7,82,61,9.9,151,73.7,9,42,,,,,88.6,70.6,84.3,,67.6,,74.8,,,2,4,160,24.6,77.6,9.9,15,3,0,5,3,6,3.8,932,7.0,60.9,46,48,9.7,3.75,0,1,1.9,45.8,22,24,21.4,54,26.3,6,9,,,,,36.9,35.5,78.6,,37.8,,56.8,,,0,5,59,20.8,28.1,9.3,5,1,0,2,1,5,8.5,236,4.9,0,94.4,18,19,-3.4,1.49,1,0,0.0,84.2,16,0,5.9,19,9.3,1,1,,,,,75.1,61.7,74.7,,61.3,,,,,0,0,20,,79.2,0.0,0,0,0,0,0,0,0.0,37,1.9,-2.09
Jameis Winston,9434,QB,NO,7,12.46,0,190,20,69.7,122,139,11.8,3.28,5,12,8.3,56.1,78,76,8.2,165,86.8,7,57,,,,,52.5,76.3,57.6,,68.2,,90.0,,,5,3,172,11.8,100.9,5.5,9,17,0,7,13,6,3.5,998,7.2,69.8,106,120,8.9,3.02,3,8,6.3,55.8,67,63,9.5,141,74.2,7,46,,,,,47.6,65.8,55.6,,56.5,,89.0,,,4,3,148,9.5,91.9,4.3,6,14,0,7,10,6,4.1,746,6.2,80.6,36,41,11.4,3.28,2,4,9.5,68.3,28,16,3.4,49,25.8,1,21,,,,,80.4,88.6,78.0,,85.2,,69.8,,,1,0,50,25.0,134.6,8.2,4,3,0,2,4,0,0.0,424,10.3,0,90.0,20,22,-4.2,1.78,0,0,0.0,77.3,17,3,5.6,25,13.2,1,10,,,,,76.6,52.8,75.6,,53.0,,,,,0,0,26,33.3,114.2,4.0,1,0,0,2,1,0,0.0,172,7.8,4.12
Tua Tagovailoa,60326,QB,MIA,5,4.42,0,173,17,72.1,136,143,8.7,2.58,0,5,3.3,64.3,92,60,6.1,159,91.9,6,55,,,,,69.0,73.2,84.3,,71.2,,67.3,,,2,5,169,11.7,85.8,4.4,7,9,1,4,7,7,4.1,974,6.8,73.3,90,94,7.9,2.49,0,3,3.1,63.8,60,38,9.1,105,60.7,6,29,,,,,59.1,60.6,83.3,,58.6,,64.6,,,1,4,110,15.8,74.6,5.7,6,5,1,2,3,6,5.5,597,6.4,74.6,59,63,7.3,2.55,0,2,2.9,68.3,43,23,2.3,68,39.3,1,28,,,,,82.8,85.3,79.4,,82.9,,66.6,,,1,1,73,4.3,102.8,1.5,1,4,0,3,4,1,1.4,443,7.0,0,92.3,13,14,-3.3,1.76,0,0,0.0,78.6,11,1,8.3,14,8.1,1,2,,,,,73.2,62.3,73.5,,61.9,,,,,0,0,14,0.0,86.3,0.0,0,0,0,1,0,0,0.0,66,4.7,0.68
Russell Wilson,7077,QB,SEA,5,19.82,0,149,29,76.0,96,104,11.8,3.0,1,13,11.6,68.3,71,56,2.7,127,85.2,2,49,,,,,87.5,90.9,44.8,,90.5,,69.7,,,1,1,135,23.2,130.6,10.2,13,10,0,6,10,0,0.0,1088,10.5,73.5,83,89,9.1,2.58,1,7,7.3,66.3,59,39,3.3,105,70.5,2,31,,,,,86.2,70.2,41.0,,68.6,,67.8,,,1,1,112,28.2,115.7,10.5,11,5,0,4,8,0,0.0,706,7.9,96.9,32,36,9.9,3.34,0,6,15.4,86.1,31,19,0.0,44,29.5,0,21,,,,,80.0,98.8,77.7,,98.0,,66.2,,,0,0,47,15.8,137.3,6.8,3,5,0,4,2,0,0.0,490,13.6,0,100.0,19,21,-3.5,1.7,0,0,0.0,90.5,19,2,0.0,22,14.8,0,3,,,,,76.1,63.7,75.3,,63.2,,,,,0,0,24,50.0,88.1,4.5,1,0,0,2,0,0,0.0,108,5.1,5.68
Geno Smith,7820,QB,SEA,4,-6.23,0,112,29,78.4,74,87,8.7,2.99,3,7,7.6,65.5,57,44,1.7,104,92.9,1,30,,,,,58.6,73.5,0.0,,70.9,,78.4,,,2,1,109,29.5,103.3,12.5,13,4,1,7,5,3,2.8,674,7.7,81.0,63,73,6.6,2.7,2,2,2.6,69.9,51,30,0.0,82,73.2,0,21,,,,,84.5,66.2,0.0,,65.9,,67.6,,,2,1,87,23.3,89.8,8.5,7,2,1,5,2,2,2.3,456,6.2,78.9,19,22,10.3,3.44,1,5,21.7,63.6,14,14,6.7,30,26.8,1,11,,,,,26.2,85.2,76.3,,78.2,,78.2,,,0,0,31,42.9,141.3,20.0,6,2,0,2,3,1,3.2,246,11.2,0,100.0,8,8,-4.3,1.78,0,0,0.0,100.0,8,0,0.0,8,7.1,0,2,,,,,70.9,67.0,71.9,,66.3,,,,,0,0,9,,81.3,0.0,0,0,0,0,0,0,0.0,28,3.5,4.93
Tyrod Taylor,6332,QB,HST,3,17.94,0,100,13,70.8,72,79,9.5,2.82,2,3,3.6,62.0,49,48,3.9,92,92.0,2,29,,,,,84.7,59.2,82.5,,56.0,58.4,71.4,,,1,3,97,12.5,78.6,6.5,6,7,1,3,2,3,3.1,610,7.7,67.9,56,62,8.4,2.55,2,1,1.5,58.1,36,31,5.3,68,68.0,2,22,,,,,82.7,53.6,81.8,,50.2,,71.3,,,1,3,71,6.5,69.2,2.9,2,4,1,2,2,3,4.2,419,6.8,83.3,24,25,7.8,3.08,0,2,7.4,76.0,19,17,5.0,32,32.0,1,9,,,,,78.1,70.6,76.7,,69.5,58.4,63.6,,,0,0,34,23.5,118.3,12.5,4,3,0,1,1,0,0.0,237,9.5,0,87.5,8,8,-3.1,1.51,0,0,0.0,75.0,6,0,14.3,8,8.0,1,2,,,,,70.3,60.4,71.5,,60.2,,,,,0,0,8,,128.1,0.0,0,0,0,0,1,0,0.0,46,5.8,2.72
Mike White,46453,QB,NYJ,3,0.73,0,91,22,78.4,74,79,7.3,2.51,4,2,2.4,69.6,55,25,5.2,82,90.1,3,35,,,,64.7,84.6,58.2,81.7,,54.2,90.8,71.1,,,1,4,88,12.0,93.0,3.7,3,0,0,0,5,5,5.7,623,7.9,82.4,68,73,6.0,2.29,4,2,2.6,72.6,53,21,5.4,75,82.4,3,30,,,,,84.0,63.1,81.4,,60.6,58.9,71.1,,,1,3,80,9.5,102.1,2.7,2,0,0,0,5,4,5.0,592,8.1,73.3,15,15,5.9,3.04,0,0,0.0,73.3,11,5,0.0,16,17.6,0,7,,,,64.7,74.5,48.9,74.3,,43.3,90.6,,,,0,1,17,20.0,66.0,6.3,1,0,0,0,0,1,5.9,110,7.3,0,100.0,9,9,-4.4,1.64,0,0,0.0,100.0,9,1,0.0,9,9.9,0,2,,,,,70.9,67.7,71.9,,67.0,,,,,0,0,9,0.0,103.2,0.0,0,0,0,0,0,0,0.0,79,8.8,-0.78
Trevor Siemian,9683,QB,NO,2,-15.25,0,73,20,66.7,57,61,9.3,2.92,1,3,4.5,57.4,35,21,7.9,64,87.7,3,25,,,,,82.6,60.3,14.6,,61.1,,57.9,,,0,0,71,9.5,93.8,3.1,2,1,0,3,3,2,2.8,403,6.6,73.1,52,57,7.8,2.65,2,2,3.2,61.4,35,14,7.9,59,80.8,3,22,,,,,82.0,68.3,11.6,,68.9,,57.9,,,0,0,65,7.1,97.0,1.7,1,1,0,3,3,1,1.5,358,6.3,54.5,11,13,9.4,3.49,1,1,7.1,46.2,6,7,0.0,14,19.2,0,3,,,,,73.5,36.5,73.7,,38.2,,,,,0,0,15,14.3,56.6,7.1,1,0,0,1,0,1,6.7,50,3.8,0,100.0,6,9,-3.3,2.06,2,0,0.0,66.7,6,0,0.0,9,12.3,0,0,,,,,70.9,59.8,71.9,,59.6,,,,,0,0,9,,70.1,0.0,0,0,0,1,0,0,0.0,5,0.6,-2.43
Trey Lance,91399,QB,SF,4,-17.58,0,60,28,65.7,35,43,11.3,3.55,4,2,4.3,48.8,21,21,8.7,55,91.7,2,18,,,,,84.4,58.3,80.9,,57.5,,59.6,,,2,1,61,9.5,79.2,3.6,2,10,0,2,2,2,3.3,316,7.3,75.9,29,33,7.6,2.92,2,1,2.9,57.6,19,13,13.6,42,70.0,3,14,,,,,83.2,60.5,80.3,,60.2,,59.8,,,1,0,46,15.4,84.7,4.8,2,7,0,1,1,1,2.2,194,5.9,54.5,11,15,14.2,4.43,2,1,5.9,40.0,6,8,0.0,18,30.0,0,7,,,,,75.1,56.1,74.7,,56.2,,59.3,,,1,1,20,0.0,91.7,0.0,0,3,0,1,2,1,5.0,160,10.7,0,100.0,5,5,-3.8,1.5,0,0,0.0,80.0,4,0,20.0,5,8.3,1,3,,,,,68.0,65.5,69.9,,64.9,,,,,0,0,5,,137.9,0.0,0,0,0,0,1,0,0.0,38,7.6,4.79
Andy Dalton,6187,QB,CHI,3,1.19,0,58,6,83.3,42,46,5.3,2.6,2,1,2.1,71.7,33,14,5.7,54,93.1,2,20,,,,,81.0,80.0,80.1,,71.8,,89.0,,,0,1,56,28.6,84.7,7.4,4,4,0,2,1,1,1.8,272,5.9,82.5,40,42,4.9,2.27,2,1,2.3,73.8,31,11,6.1,48,82.8,2,14,,,,,80.1,78.3,79.7,,71.6,,83.1,,,0,1,49,27.3,83.1,6.3,3,3,0,0,1,1,2.0,217,5.2,100.0,6,8,2.5,3.48,0,0,0.0,75.0,6,3,0.0,10,17.2,0,6,,,,,71.9,73.8,72.6,,66.4,,65.6,,,0,0,11,33.3,92.2,10.0,1,1,0,2,0,0,0.0,53,6.6,0,100.0,4,4,-2.8,0.83,0,0,0.0,100.0,4,0,0.0,4,6.9,0,0,,,,,66.9,64.7,69.2,,64.2,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-0.5,1.46
Josh Johnson,4474,QB,NYJ,2,-50.0,0,50,22,67.6,37,37,10.2,3.05,0,1,2.6,59.5,22,18,12.0,42,84.0,3,17,,,,,79.8,77.9,78.8,,76.9,,61.2,,,0,1,44,11.1,98.3,4.8,2,3,0,0,3,0,0.0,274,7.4,75.0,40,40,7.2,2.66,0,1,2.4,70.0,28,13,6.7,44,88.0,2,20,,,,,80.1,79.0,78.9,,76.6,,66.2,,,0,1,46,15.4,99.5,4.5,2,2,0,0,2,0,0.0,315,7.9,40.0,5,5,12.0,3.98,0,0,0.0,20.0,1,5,50.0,6,12.0,1,1,,,,,68.9,59.1,70.6,,63.1,,56.8,,,0,0,6,0.0,82.5,0.0,0,1,0,0,1,0,0.0,19,3.8,0,87.5,8,8,-3.9,1.65,0,0,0.0,87.5,7,0,0.0,8,16.0,0,4,,,,,70.3,61.0,71.5,,60.8,,,,,0,0,8,,97.9,0.0,0,0,0,0,0,0,0.0,60,7.5,-4.08
Jordan Love,40306,QB,GB,2,10.42,0,47,12,60.0,35,35,9.9,2.81,0,1,2.7,60.0,21,19,0.0,41,87.2,0,12,,,,,29.9,40.5,79.5,,38.5,,61.4,,,0,1,43,10.5,76.8,4.9,2,4,0,0,1,4,9.3,228,6.5,58.1,31,32,8.0,2.38,0,0,0.0,56.3,18,16,0.0,36,76.6,0,9,,,,,28.9,30.3,79.3,,28.9,,66.9,,,0,1,38,12.5,67.8,5.6,2,2,0,1,1,4,10.5,165,5.2,75.0,8,9,11.8,3.68,0,1,11.1,66.7,6,4,0.0,11,23.4,0,5,,,,,71.9,74.2,72.6,,78.5,,54.5,,,0,0,11,0.0,100.7,0.0,0,2,0,1,0,0,0.0,93,10.3,0,75.0,4,6,-1.5,1.77,0,0,0.0,50.0,3,1,0.0,6,12.8,0,2,,,,,68.9,52.9,70.6,,53.3,,,,,0,0,6,0.0,64.6,0.0,0,0,0,2,0,0,0.0,30,5.0,5.17
Cooper Rush,12324,QB,DAL,1,8.6,0,44,9,63.9,36,38,10.5,2.47,1,2,4.7,57.9,22,10,4.3,42,95.5,1,15,,,,,29.9,52.3,79.5,,52.7,58.9,58.3,,,0,1,47,30.0,90.9,7.1,3,1,0,1,2,4,8.5,310,8.2,63.3,30,31,10.6,2.31,1,2,5.7,58.1,18,8,5.3,33,75.0,1,11,,,,,78.6,53.5,79.0,,53.4,58.9,,,,0,1,37,25.0,91.5,6.1,2,0,0,0,2,3,8.1,245,7.9,75.0,8,9,7.3,2.96,0,0,0.0,66.7,6,2,0.0,11,25.0,0,5,,,,,20.0,54.8,72.9,,56.5,,58.3,,,0,0,12,50.0,94.7,9.1,1,1,0,1,0,1,8.3,80,8.9,0,100.0,2,2,-1.0,2.5,0,0,0.0,100.0,2,0,0.0,2,4.5,0,1,,,,,63.6,62.3,66.9,,62.0,,,,,0,0,2,,97.9,0.0,0,0,0,0,0,0,0.0,15,7.5,0.99
Case Keenum,7323,QB,CLV,2,25.0,0,39,8,67.9,28,30,9.0,2.82,0,0,0.0,56.7,17,11,10.5,33,84.6,2,9,,,,,79.1,56.4,0.0,,53.1,,71.5,,,1,0,33,9.1,80.1,3.0,1,2,0,1,1,1,3.0,142,4.7,61.1,18,20,5.7,2.52,0,0,0.0,50.0,10,9,9.1,23,59.0,1,4,,,,,77.4,53.2,0.0,,47.9,,71.5,,,1,0,23,11.1,56.3,4.3,1,2,0,1,0,0,0.0,56,2.8,86.7,15,16,8.7,2.94,0,0,0.0,75.0,12,3,7.7,16,41.0,1,8,,,,,73.9,63.9,73.9,,63.4,,,,,0,0,16,0.0,124.2,0.0,0,0,0,1,1,1,6.3,149,9.3,0,100.0,5,6,-4.2,1.98,0,0,0.0,83.3,5,1,0.0,6,15.4,0,3,,,,,68.9,62.6,70.6,,62.3,,,,,0,0,6,0.0,110.4,0.0,0,0,0,1,0,0,0.0,63,10.5,6.51
Colt McCoy,5609,QB,ARZ,1,-4.85,0,29,1,85.7,14,15,8.4,2.85,0,1,6.3,73.3,11,7,8.3,18,62.1,1,9,,,,,78.8,75.8,79.3,,74.0,58.4,68.3,,,0,0,20,28.6,108.8,11.1,2,1,0,1,0,0,0.0,164,10.9,92.9,14,15,0.4,2.32,0,0,0.0,86.7,13,5,0.0,17,58.6,0,7,,,,,78.5,66.5,79.1,,60.1,,68.3,,,0,0,18,20.0,91.4,5.9,1,1,0,1,0,0,0.0,89,5.9,90.9,11,11,7.5,2.41,0,1,8.3,81.8,9,3,10.0,12,41.4,1,4,,,,,72.8,83.5,73.5,,82.7,58.4,,,,0,0,13,33.3,149.1,8.3,1,0,0,0,1,0,0.0,160,14.5,0,100.0,11,11,-2.6,1.55,0,0,0.0,100.0,11,1,0.0,11,37.9,0,2,,,,,71.9,67.8,72.6,,67.1,,,,,0,0,11,0.0,129.2,0.0,0,0,0,0,1,0,0.0,85,7.7,8.62
