player_name,sample_size,DG_odds,pinnacle_odds,pinnacle_ev
"Cink, Stewart",150,+53954,+41207,-0.236
"Hickok, Kramer",150,+55456,+48735,-0.121
"Kanaya, Takumi",150,+55456,+66063,0.191
"Herbert, Lucas",150,+60506,+42543,-0.296
"Grace, Branden",150,+60506,+35712,-0.409
"Fowler, Rickie",150,+60506,+36895,-0.390
"Hossler, Beau",150,+61438,+56773,-0.076
"Harding, Justin",150,+68866,+41207,-0.401
"Westwood, Lee",150,+70075,+53633,-0.234
"Stenson, Henrik",150,+73974,+34398,-0.534
"Lee, Min Woo",150,+75372,+44565,-0.408
"Swafford, Hudson",150,+75372,+67055,-0.110
"Bland, Richard",150,+90809,+39676,-0.562
"Schwartzel, Charl",150,+99900,+36465,-0.634
"Higgs, Harry",150,+99900,+57704,-0.422
"Kim, Joohyung",150,+102464,+56469,-0.448
"Van Tonder, Daniel",150,+108008,+71533,-0.337
"Ramey, Chad",150,+111011,+42835,-0.614
"Hojgaard, Nicolai",150,+124900,+48925,-0.608
"Wolff, Matthew",150,+142757,+41616,-0.708
"Schenk, Adam",150,+153746,+67055,-0.563
"Harrington, Padraig",150,+153746,+76627,-0.501
"Brehm, Ryan",150,+181718,,0.00
"Kaewkanjana, Sadom",150,+190376,+76627,-0.597
"Higgo, Garrick",150,Inf,+71657,-0.659
"Kaymer, Martin",150,Inf,+76627,-0.636
"Johnson, Zach",150,Inf,+104059,-0.531
"Inamori, Yuki",150,Inf,+97535,-0.561
"Dufner, Jason",150,Inf,,0.00
"Kim, Bio",150,Inf,+107267,-0.624
"Norris, Shaun",150,Inf,+76627,-0.789
"Kozuma, Jinichiro",150,Inf,,0.00
"Kim, Chan",150,Inf,+119175,-0.761
"Kinoshita, Ryosuke",150,Inf,,0.00
"Mueller, Jesse",12,Inf,,0.00
"Mendoza, Kyle",7,,,0.00
"Pyne, Casey",6,,,0.00
"Jones, Jared",0,,,0.00
"Bingaman, Brandon",0,,,0.00
"Feenstra, Tim",0,,,0.00
"Hurt, Austin",0,,,0.00
"Inglis, Colin",0,,,0.00
"Collet, Tyler",4,,,0.00
"Newman, Dylan",0,,,0.00
"Daly, John",150,,,0.00
"Worthington II, Wyatt",4,,,0.00
"Ishee, Nic",0,,,0.00
"Warren, Shawn",8,,,0.00
"Borchert, Matthew",8,,,0.00
"Block, Michael",46,,,0.00
"Dickinson, Paul",0,,,0.00
"Vermeer, Ryan",32,,,0.00
"Yang, Y.E.",150,,,0.00
"Beem, Rich",84,,,0.00
"McCarty, Sean",7,,,0.00
"Cejka, Alex",150,,,0.00
"Micheel, Shaun",150,,,0.00
"Beach, Alex",20,,,0.00
"Oakley, Zac",0,,,0.00
