"","Name","ID","Salary","AvgPointsPerGame","odds_open","odds_close","odds_rank","odds_delta","odds_delta_per","fpts","proj_own","ceil","floor","make_cut","top_20","top_10","top_5","win","odds_per_dollar","one","residuals","own_change","adj_own","total_pts"
"14","Max Homa",22890822,8700,74.46,0.0189,0.0211,15,0.0022,0.1164,65.46,17.2,85.58,28,0.7275,0.2959,0.1608,0.084,0.0174,2.43,1,-0.28,3.97,20.8695652173913,0
"15","Davis Riley",22890823,8600,66.28,0.0139,0.0144,23,5e-04,0.036,58.71,12.4,82,26,0.6429,0.1894,0.0895,0.0414,0.007,1.67,1,-0.91,2.5,14.7826086956522,0
"16","Daniel Berger",22890824,8500,71.75,0.0149,0.0154,20,5e-04,0.0336,67.92,6.9,87.5,30,0.7175,0.2747,0.1429,0.073,0.0142,1.81,1,-0.64,3.85,10.4347826086957,0
"17","Corey Conners",22890825,8400,67.56,0.0195,0.0188,17,-0.000699999999999999,-0.0359,69.56,10.3,88,31,0.7537,0.3289,0.1821,0.0966,0.0204,2.24,1,-0.08,3.89,13.9130434782609,0
"18","Joaquin Niemann",22890826,8300,74.87,0.0231,0.0223,14,-0.000799999999999999,-0.0346,71.22,16.6,89.5,32.5,0.7531,0.3215,0.1783,0.0945,0.0188,2.69,1,0.49,4.91,21.7391304347826,0
"19","Abraham Ancer",22890827,8200,62.82,0.0129,0.0125,26,-0.000399999999999999,-0.031,58.65,8.3,81,26,0.6894,0.2309,0.1138,0.0554,0.0103,1.52,1,-0.56,2.25,10.4347826086957,0
"20","Keegan Bradley",22890828,8100,68.9,0.0179,0.0173,18,-6e-04,-0.0335,66.5,11.4,86,28,0.7361,0.304,0.1645,0.0891,0.019,2.14,1,0.18,3.81,14.7826086956522,0
"21","Mito Pereira",22890829,8000,70.62,0.0209,0.0202,16,-0.000699999999999999,-0.0335,70.99,19.4,89.5,31,0.726,0.2857,0.1497,0.0755,0.0145,2.52,1,0.67,4.72,24.3478260869565,0
"22","Seamus Power",22890830,8000,71.31,0.0155,0.015,22,-5e-04,-0.0323,62.24,6.1,83.5,27,0.7183,0.2747,0.1456,0.0734,0.0142,1.87,1,0.02,3.51,9.56521739130435,0
"23","Billy Horschel",22890831,7900,72.42,0.0149,0.0141,24,-8e-04,-0.0537,60.53,5.9,82.5,27,0.726,0.2899,0.152,0.0766,0.0156,1.78,1,0.04,3.42,9.56521739130435,0
"24","Patrick Reed",22890832,7900,62.1,0.0131,0.0152,21,0.0021,0.1603,52.35,15.3,77,24,0.6403,0.1842,0.0854,0.0403,0.0062,1.92,1,0.18,2.09,17.3913043478261,0
"25","Matt Kuchar",22890833,7800,72.6,0.0105,0.0128,25,0.0023,0.219,54.99,10.7,77.5,25.5,0.7015,0.2488,0.1263,0.0603,0.011,1.64,1,0.01,2.82,13.9130434782609,0
"26","Bryson DeChambeau",22890834,7800,53.1,0.0108,0.0102,32,-6e-04,-0.0556,58.85,1.2,82,26.5,0.5327,0.1035,0.043,0.0184,0.0028,1.31,1,-0.32,1.86,3.47826086956522,0
"27","Adam Scott",22890835,7700,70.85,0.0099,0.0099,33,0,0,61.68,6.6,84,27,0.6721,0.2151,0.1037,0.05,0.0095,1.29,1,-0.23,3.44,10.4347826086957,0
"28","Chris Kirk",22890836,7700,64.15,0.0179,0.017,19,-0.000899999999999998,-0.0503,65.69,15.1,85.5,28.5,0.7283,0.2841,0.1504,0.0794,0.0152,2.21,1,0.69,3.67,19.1304347826087,0
"29","Jason Day",22890837,7600,60.79,0.0109,0.0115,28,6e-04,0.055,55.29,5.7,79,25,0.6416,0.1883,0.0898,0.0427,0.0076,1.51,1,0.09,2.2,7.82608695652174,0
"30","Si Woo Kim",22890838,7600,66.48,0.0111,0.0111,30,0,0,58.24,9.4,81,26,0.6894,0.2398,0.1217,0.0599,0.0111,1.46,1,0.04,2.83,12.1739130434783,0
"31","Marc Leishman",22890839,7500,75.03,0.0095,0.0094,35,-9.99999999999994e-05,-0.0105,59.31,7.9,81,26.5,0.6454,0.1901,0.0894,0.0421,0.0071,1.25,1,-0.07,3.34,11.304347826087,0
"32","Alex Noren",22890840,7500,68.53,0.0121,0.0114,29,-0.000699999999999999,-0.0579,61.98,10.6,83,27,0.6753,0.2247,0.1114,0.0541,0.0095,1.52,1,0.2,3.32,13.9130434782609,0
"33","Aaron Wise",22890841,7500,69.59,0.0127,0.0121,27,-6e-04,-0.0472,62.98,11.2,84,27,0.7006,0.2558,0.1304,0.0658,0.012,1.61,1,0.29,3.6,14.7826086956522,0
"34","Gary Woodland",22890842,7400,54.74,0.0105,0.0102,32,-3e-04,-0.0286,59.52,8.6,81.5,26.5,0.6552,0.2008,0.0964,0.0458,0.0079,1.38,1,0.16,2.16,10.4347826086957,0
"35","Tom Hoge",22890843,7400,67.9,0.0103,0.0098,34,-5e-04,-0.0485,55.98,7.5,80,25.5,0.6667,0.2088,0.101,0.049,0.0088,1.32,1,0.1,2.77,10.4347826086957,0
"36","Cameron Tringale",22890844,7400,65.86,0.0074,0.0071,43,-3e-04,-0.0405,57.62,2.3,80,26,0.661,0.2008,0.0962,0.0445,0.007,0.96,1,-0.26,2.45,4.34782608695652,0
"37","Keith Mitchell",22890846,7300,67.88,0.0076,0.0075,40,-1e-04,-0.0132,56.67,5.3,80,25.5,0.6324,0.1745,0.0828,0.0386,0.0059,1.03,1,-0.09,2.69,7.82608695652174,0
"38","Sepp Straka",22890847,7300,58,0.0052,0.0049,60,-3e-04,-0.0577,50.04,2.2,75.5,24,0.6063,0.1511,0.0677,0.0307,0.005,0.67,1,-0.45,1.12,3.47826086956522,0
"39","Cameron Davis",22890848,7200,56.71,0.004,0.0042,67,2e-04,0.05,55.09,2.9,79,25,0.6,0.1449,0.0627,0.0276,0.004,0.58,1,-0.44,1.65,4.34782608695652,0
"40","Anirban Lahiri",22890849,7200,52.6,0.008,0.0079,38,-9.99999999999994e-05,-0.0125,51.04,5,75.5,24.5,0.6377,0.1802,0.0833,0.0386,0.0057,1.1,1,0.08,1.06,6.08695652173913,0
"41","C.T. Pan",22890850,7200,63.28,0.008,0.0076,39,-4e-04,-0.05,54.28,3.5,77.5,25,0.6479,0.1859,0.086,0.0388,0.0064,1.06,1,0.04,2.04,5.21739130434783,0
"42","Rickie Fowler",22890851,7200,53.27,0.0052,0.0056,53,4e-04,0.0769,49.73,6.3,75.5,24,0.5885,0.1453,0.0641,0.0288,0.0046,0.78,1,-0.24,1,6.95652173913043,0
"43","Lanto Griffin",22890852,7100,65.13,0.0062,0.0059,50,-3e-04,-0.0484,55.71,1.4,78.5,25.5,0.6124,0.1577,0.0686,0.032,0.005,0.83,1,-0.1,2.25,3.47826086956522,0
"44","Harris English",22890853,7100,64.08,0.0076,0.0072,42,-4e-04,-0.0526,52.82,0.29,77,24.5,0.5918,0.1481,0.0667,0.0301,0.0049,1.01,1,0.08,2.04,2.60869565217391,0
"45","Brian Harman",22890854,7100,59.38,0.0066,0.0072,42,6e-04,0.0909,60.09,4.7,81.5,26.5,0.6552,0.1919,0.086,0.0371,0.0053,1.01,1,0.08,2.51,6.95652173913043,0
"46","Luke List",22890855,7100,57.53,0.0054,0.0051,58,-3e-04,-0.0556,56.73,5.3,80.5,25.5,0.6364,0.1754,0.0807,0.0365,0.0064,0.72,1,-0.21,1.99,6.95652173913043,0
"47","Stewart Cink",22890856,7000,53.75,0.0056,0.0053,56,-3e-04,-0.0536,51.05,1.2,77,24,0.5902,0.1468,0.0649,0.0286,0.0051,0.76,1,-0.09,1.26,2.60869565217391,0
"48","Lucas Herbert",22890857,7000,54.04,0.0048,0.0049,60,1e-04,0.0208,49.17,1.3,75,24,0.5708,0.1248,0.0535,0.0243,0.0037,0.7,1,-0.15,0.98,2.60869565217391,0
"49","Russell Knox",22890858,7000,57.55,0.0095,0.0089,37,-6e-04,-0.0632,53.47,6.8,78,24.5,0.6503,0.1898,0.0863,0.0379,0.0065,1.27,1,0.42,1.93,8.69565217391304,0
"50","Denny McCarthy",22890859,7000,64.52,0.0038,0.0044,64,6e-04,0.1579,49.33,1.9,74.5,23.5,0.6169,0.1572,0.0681,0.029,0.0047,0.63,1,-0.22,1.66,3.47826086956522,0
"51","Joel Dahmen",22890860,6900,62.14,0.003,0.0033,78,3e-04,0.1,50.01,1.4,75,24,0.5885,0.1332,0.0586,0.0243,0.0033,0.48,1,-0.32,1.49,2.60869565217391,0
"52","Troy Merritt",22890861,6900,66.21,0.0068,0.0065,46,-3e-04,-0.0441,53.08,2,78,24.5,0.6337,0.1751,0.0809,0.037,0.0053,0.94,1,0.14,2.37,4.34782608695652,0
"53","Ryan Palmer",22890862,6900,55.4,0.0038,0.0037,71,-9.99999999999998e-05,-0.0263,57.99,2.2,81,26,0.5745,0.133,0.057,0.0252,0.0037,0.54,1,-0.26,1.91,4.34782608695652,0
"54","Aaron Rai",22890863,6900,57.18,0.0072,0.0068,45,-4e-04,-0.0556,52.62,0.78,76.5,24.5,0.6047,0.1464,0.0643,0.0273,0.0036,0.99,1,0.19,1.56,2.60869565217391,0
"55","Scott Stallings",22890864,6900,57.21,0.0046,0.0044,64,-2e-04,-0.0435,53.98,3.2,78,25,0.6109,0.159,0.0735,0.0328,0.0052,0.64,1,-0.16,1.61,5.21739130434783,0
"56","Cameron Champ",22890865,6800,54,0.0039,0.0037,71,-2e-04,-0.0513,45.79,1.1,72.5,23,0.5261,0.0999,0.0424,0.0172,0.0025,0.54,1,-0.22,0.51,1.73913043478261,0
"57","Kevin Streelman",22890866,6800,52.72,0.0068,0.0065,46,-3e-04,-0.0441,56.71,7.2,80,25.5,0.6337,0.1692,0.0772,0.0331,0.0053,0.96,1,0.2,1.81,8.69565217391304,0
"58","Adam Hadwin",22890867,6800,65.24,0.0062,0.0059,50,-3e-04,-0.0484,55.16,5.9,79,25.5,0.6377,0.1805,0.0835,0.0384,0.0068,0.87,1,0.11,2.44,8.69565217391304,0
"59","Patrick Rodgers",22890868,6800,57.56,0.0044,0.0053,56,9e-04,0.2045,53.24,3.6,77.58,24.5,0.5671,0.1147,0.0469,0.0195,0.0023,0.78,1,0.02,1.82,5.21739130434783,0
"60","Doug Ghim",22890869,6800,52.42,0.0044,0.0042,67,-0.000200000000000001,-0.0455,52.19,1.6,76,24.5,0.6212,0.1623,0.0736,0.0323,0.0051,0.62,1,-0.14,0.99,2.60869565217391,0
"61","David Lipsky",22890870,6700,55.12,0.006,0.0057,52,-3e-04,-0.05,54.49,0.95,78,25.5,0.5868,0.1399,0.0602,0.0266,0.0039,0.85,1,0.14,1.63,2.60869565217391,0
"62","Jhonattan Vegas",22890871,6700,66.62,0.0099,0.0093,36,-0.000600000000000002,-0.0606,57.28,4.6,80,26,0.6154,0.1524,0.0671,0.0286,0.004,1.39,1,0.68,2.98,7.82608695652174,0
"63","Mackenzie Hughes",22890872,6700,56.09,0.0034,0.0033,78,-9.99999999999998e-05,-0.0294,45.26,0.52,71.5,22.5,0.5595,0.1104,0.0472,0.0196,0.0028,0.49,1,-0.22,0.51,0.869565217391304,0
"64","Matt Jones",22890873,6700,57.08,0.0066,0.0063,48,-3e-04,-0.0455,55.37,2.4,79,25.5,0.5984,0.1456,0.061,0.0267,0.004,0.94,1,0.23,1.96,4.34782608695652,0
"65","Adam Long",22890874,6700,57.98,0.0051,0.0048,62,-0.000300000000000001,-0.0588,48.83,3.2,74.5,23.5,0.631,0.1776,0.0834,0.0394,0.0063,0.72,1,0.01,1.21,4.34782608695652,0
"66","Chad Ramey",22890875,6600,56.67,0.003,0.0028,82,-2e-04,-0.0667,45.93,0.68,72.5,23,0.5595,0.1135,0.0464,0.019,0.0032,0.42,1,-0.23,0.68,1.73913043478261,0
"67","Francesco Molinari",22890876,6600,54.31,0.0044,0.0042,67,-0.000200000000000001,-0.0455,49.43,0.71,74.5,23.5,0.5413,0.1095,0.0454,0.0185,0.0026,0.64,1,-0.01,0.96,1.73913043478261,0
"68","Pat Perez",22890877,6600,55.72,0.006,0.0057,52,-3e-04,-0.05,52.17,2.3,77,24.5,0.5798,0.1242,0.0522,0.0211,0.0029,0.86,1,0.21,1.55,3.47826086956522,0
"69","Brendan Steele",22890878,6600,54.59,0.0058,0.0069,44,0.0011,0.1897,53.96,12.4,78,25,0.6296,0.1764,0.0801,0.0374,0.006,1.05,1,0.4,1.87,13.9130434782609,0
"70","Erik Van Rooyen",22890879,6600,59.13,0.0052,0.0053,56,1e-04,0.0192,54.12,2.8,78.5,25,0.631,0.1751,0.0831,0.0391,0.006,0.8,1,0.15,2.02,5.21739130434783,0
"71","Min Woo Lee",22890880,6500,38.56,0.0036,0.0034,76,-2e-04,-0.0556,46.75,0.23,73.5,23.5,0.5238,0.0932,0.0383,0.0149,0.0019,0.52,1,-0.07,-0.29,0,0
"72","Taylor Moore",22890881,6500,49.83,0.003,0.0028,82,-2e-04,-0.0667,45.62,0.28,72.5,23,0.5536,0.1083,0.044,0.0181,0.0024,0.43,1,-0.16,0.26,0.869565217391304,0
"73","Hudson Swafford",22890882,6500,56.82,0.0018,0.0017,98,-1e-04,-0.0556,45.52,0.51,73,23,0.495,0.0805,0.0307,0.0114,0.0017,0.26,1,-0.33,0.72,0.869565217391304,0
"74","Sahith Theegala",22890883,6500,64.83,0.0016,0.0024,88,8e-04,0.5,52.1,3.1,77,24.5,0.5434,0.1054,0.0424,0.0176,0.0021,0.37,1,-0.22,2.27,5.21739130434783,0
"75","Matthew Wolff",22890884,6500,55.04,0.0021,0.0027,85,6e-04,0.2857,35.52,0.85,62.5,20.5,0.3745,0.0343,0.01,0.0033,0,0.42,1,-0.17,-0.73,0,0
"76","Lucas Glover",22890885,6500,61.44,0.0052,0.0053,56,1e-04,0.0192,53.84,2.8,78,25,0.6183,0.1637,0.0755,0.0351,0.0056,0.82,1,0.23,2.14,5.21739130434783,0
"77","Patton Kizzire",22890886,6400,59.05,0.0026,0.0025,87,-9.99999999999998e-05,-0.0385,54.43,1.5,79,25,0.5413,0.1038,0.0427,0.0173,0.0024,0.39,1,-0.13,1.91,3.47826086956522,0
"78","Alex Smalley",22890887,6400,57.4,0.002,0.002,95,0,0,54.92,1.6,79,25,0.5868,0.1399,0.0601,0.0251,0.004,0.31,1,-0.21,1.78,3.47826086956522,0
"79","Rafa Cabrera Bello",22890888,6400,43.61,6e-04,6e-04,114,0,0,42.65,0.42,69.5,22,0.3861,0.0354,0.0114,0.0042,0,0.09,1,-0.43,-0.72,0,0
"80","Charles Howell III",22890889,6400,58.12,0.0048,0.0046,63,-2e-04,-0.0417,56.7,1.1,79,26,0.5833,0.1348,0.0587,0.0264,0.0042,0.72,1,0.2,2.02,3.47826086956522,0
"81","J.T. Poston",22890890,6400,45.37,0.0038,0.0036,73,-2e-04,-0.0526,45.27,0.82,71.5,23,0.5556,0.1175,0.0498,0.0221,0.0033,0.56,1,0.04,-0.08,0.869565217391304,0
"82","Matthew NeSmith",22890891,6400,57.85,0.0036,0.0035,74,-9.99999999999998e-05,-0.0278,51.59,4.7,77,24.5,0.6198,0.1637,0.0737,0.0331,0.0052,0.55,1,0.03,1.61,6.08695652173913,0
"83","Kurt Kitayama",22890893,6300,53.16,0.0028,0.0027,85,-9.99999999999998e-05,-0.0357,53.75,3.4,79,25,0.4902,0.0811,0.0319,0.0124,0.0016,0.43,1,-0.01,1.58,5.21739130434783,0
"84","Peter Malnati",22890894,6300,58.24,0.0036,0.0034,76,-2e-04,-0.0556,43.86,0.65,71,22.5,0.5098,0.0841,0.0323,0.013,0.0017,0.54,1,0.1,0.73,1.73913043478261,0
"85","Carlos Ortiz",22890895,6300,57.08,0.0016,0.0016,101,0,0,48.12,0.86,74.5,23.5,0.4902,0.0764,0.0295,0.0121,0.0016,0.25,1,-0.19,1.08,1.73913043478261,0
"86","Adam Svensson",22890896,6300,52.98,0.0018,0.002,95,2e-04,0.1111,47.84,0.55,74,23.5,0.5327,0.0965,0.0388,0.0157,0.0021,0.32,1,-0.12,0.83,1.73913043478261,0
"87","Garrick Higgo",22890897,6300,44.32,0.001,0.0011,106,1e-04,0.1,43.32,0.34,71,22.5,0.3731,0.0319,0.0096,0.0028,0,0.17,1,-0.27,-0.3,0,0
"88","Martin Laird",22890898,6300,53.81,0.0032,0.003,80,-2e-04,-0.0625,49.11,1.2,75,23.5,0.5327,0.0997,0.0405,0.0155,0.0023,0.48,1,0.04,1.02,2.60869565217391,0
"89","Chan Kim",22890899,6200,53.33,0.0022,0.0021,92,-1e-04,-0.0455,44.64,0.16,71,23,0.369,0.031,0.0099,0.003,0,0.34,1,-0.02,0.35,0.869565217391304,0
"90","Danny Willett",22890900,6200,51.03,0.005,0.0048,62,-0.000200000000000001,-0.04,50.45,1.8,75.5,24,0.5305,0.0977,0.0378,0.0143,0.0016,0.77,1,0.41,1.11,2.60869565217391,0
"91","Emiliano Grillo",22890901,6200,51.58,0.0039,0.0037,71,-2e-04,-0.0513,52.74,0.83,77.5,25,0.5261,0.094,0.0377,0.0146,0.002,0.6,1,0.24,1.36,2.60869565217391,0
"92","Beau Hossler",22890902,6200,54.34,0.0014,0.002,95,6e-04,0.4286,44.16,2.2,71,22.5,0.4831,0.0763,0.0289,0.0116,0.0014,0.32,1,-0.04,0.69,2.60869565217391,0
"93","Danny Lee",22890903,6200,49.84,0.001,0.0013,104,3e-04,0.3,44.91,0.73,71.5,23,0.4587,0.0633,0.0233,0.0085,0.0012,0.21,1,-0.15,0.33,0.869565217391304,0
"94","Justin Lower",22890904,6200,59.25,0.0028,0.0027,85,-9.99999999999998e-05,-0.0357,37.86,0.4,65.5,21,0.4651,0.064,0.0242,0.009,0.0012,0.44,1,0.08,-0.05,0,0
"95","Nate Lashley",22890905,6200,58.15,0.0032,0.003,80,-2e-04,-0.0625,48.73,2.5,74,24,0.5575,0.1168,0.0501,0.0204,0.003,0.48,1,0.12,1.19,3.47826086956522,0
"96","Ryan Moore",22890906,6200,48.38,0.0042,0.004,69,-2e-04,-0.0476,49.99,0.9,75,24,0.5261,0.1057,0.0435,0.0182,0.0023,0.65,1,0.29,0.79,1.73913043478261,0
"97","Andrew Putnam",22890907,6200,53,0.0036,0.0034,76,-2e-04,-0.0556,45.89,0.96,71.5,23,0.5868,0.1364,0.0574,0.0246,0.0032,0.55,1,0.19,0.51,1.73913043478261,0
"98","Jason Dufner",22890908,6100,34.79,0.0022,0.0021,92,-1e-04,-0.0455,44.43,0.17,71,22.5,0.3774,0.0335,0.0106,0.0037,0,0.34,1,0.06,-0.85,0,0
"99","William McGirt",22890909,6100,41.96,0.001,0.001,108,0,0,40.05,0.05,67.5,21.5,0.4115,0.0436,0.0148,0.0051,0,0.16,1,-0.12,-0.98,0,0
"100","Jediah Morgan",22890910,6100,0,6e-04,6e-04,114,0,0,25.58,0.02,56.27,14.07,0.1211,0.0019,0,0,0,0.1,1,-0.18,-5.55,0,0
"101","Adam Schenk",22890911,6100,46.83,0.0022,0.0021,92,-1e-04,-0.0455,46,0.3,72,23,0.495,0.0773,0.0289,0.0111,0.0017,0.34,1,0.06,0.11,0,0
"102","Nick Watney",22890912,6100,46.47,6e-04,6e-04,114,0,0,35.72,0.08,62.5,20,0.346,0.0249,0.0079,0.0026,0,0.1,1,-0.18,-1.48,0,0
"103","Brandt Snedeker",22890913,6100,44.41,0.0014,0.0013,104,-1e-04,-0.0714,44.52,0.41,71,23,0.4464,0.0541,0.0185,0.0068,6e-04,0.21,1,-0.07,-0.29,0,0
"104","Wyndham Clark",22890914,6100,53.37,0.002,0.0021,92,9.99999999999998e-05,0.05,41.1,0.29,69,21.5,0.4505,0.0581,0.0193,0.0071,9e-04,0.34,1,0.06,0.14,0,0
"105","Brandon Hagy",22890915,6100,43.43,0.001,0.001,108,0,0,43.76,0.19,71,22.5,0.3676,0.0315,0.0099,0.0036,0,0.16,1,-0.12,-0.34,0,0
"106","Brandon Wu",22890916,6100,50.86,0.0024,0.0023,89,-9.99999999999998e-05,-0.0417,45.95,0.5,72.5,23,0.4878,0.0765,0.0295,0.012,0.0017,0.38,1,0.1,0.48,0.869565217391304,0
"107","Sam Ryder",22890917,6000,52.82,0.0018,0.0017,98,-1e-04,-0.0556,47.23,0.36,73.08,23.5,0.5169,0.0892,0.0341,0.0136,0.0017,0.28,1,0.09,0.68,0.869565217391304,0
"108","Ryan Brehm",22890918,6000,55.08,6e-04,6e-04,114,0,0,31.78,0.09,56.5,18.5,0.3215,0.023,0.0066,0.0021,0,0.1,1,-0.09,-1.78,0,0
"109","John Pak",22890919,6000,47.25,6e-04,6e-04,114,0,0,31.81,0.05,57,19,0.2933,0.0169,0.0048,0.0014,0,0.1,1,-0.09,-2.23,0,0
"110","Camilo Villegas",22890920,6000,45.74,0.0016,0.0015,102,-1e-04,-0.0625,43.01,0.14,69.5,22.5,0.3984,0.0436,0.0146,0.0054,6e-04,0.25,1,0.06,-0.36,0,0
"111","Luke Donald",22890921,6000,50.16,0.0018,0.0017,98,-1e-04,-0.0556,46.42,0.46,72,23.5,0.4651,0.0661,0.0242,0.0091,0.0011,0.28,1,0.09,0.34,0.869565217391304,0
"112","Charley Hoffman",22890922,6000,46.97,0.0014,0.0013,104,-1e-04,-0.0714,50.72,0.77,76,24,0.4,0.0407,0.0142,0.0048,5e-04,0.22,1,0.03,0.7,1.73913043478261,0
"113","Bo Hoag",22890923,6000,44.71,0.001,9e-04,110,-1e-04,-0.1,45.2,0.22,71.5,22.5,0.3876,0.0357,0.0121,0.004,0,0.15,1,-0.04,-0.2,0,0
"114","David Lingmerth",22890924,6000,49.67,0.0012,0.0011,106,-9.99999999999998e-05,-0.0833,40.28,0.28,67,21.5,0.4405,0.0562,0.0214,0.0079,0.001,0.18,1,-0.01,-0.53,0,0
"115","Robert Streb",22890925,6000,47.21,0.0018,0.0017,98,-1e-04,-0.0556,40.91,0.44,68,22,0.4762,0.0707,0.025,0.0093,0.001,0.28,1,0.09,-0.47,0,0
"116","Curtis Luck",22890926,6000,59.32,6e-04,6e-04,114,0,0,32.54,0.21,58.5,19,0.2551,0.0108,0.003,0.001,0,0.1,1,-0.09,-1.19,0,0
"117","James Piot",22890927,6000,18.12,6e-04,6e-04,114,0,0,29.26,0.02,48.5,17.5,0.149,0.0024,5e-04,0,0,0.1,1,-0.09,-5.49,0,0
