"team_name","franchise_id","player_game_count","attempts","hits_allowed","hurries_allowed","pass_snaps","pbe","pressures_allowed","sacks_allowed","year","week"
"MIA",17,2,59,3,8,59,89,12,1,"2018",2
"TB",30,2,69,5,9,69,88.4,15,1,"2018",2
"PHI",24,2,88,3,14,88,88.1,19,2,"2018",2
"NO",20,2,84,3,11,84,88.1,17,3,"2018",2
"WAS",32,2,86,8,9,86,87.8,19,2,"2018",2
"CLV",8,2,88,0,14,88,87.5,18,4,"2018",2
"DAL",9,2,64,2,10,64,87.5,14,2,"2018",2
"BLT",3,2,99,4,19,99,87.4,24,1,"2018",2
"OAK",23,2,75,1,14,75,87.3,17,2,"2018",2
"BUF",4,2,83,2,18,83,86.7,21,1,"2018",2
"MIN",18,2,95,2,18,95,86.3,23,3,"2018",2
"DET",11,2,109,5,21,109,86.2,28,2,"2018",2
"GB",12,2,89,4,9,89,86,19,6,"2018",2
"CAR",5,2,80,2,17,80,85.6,21,2,"2018",2
"IND",14,2,89,9,14,89,84.8,25,2,"2018",2
"NYJ",22,2,68,2,15,68,84.6,19,2,"2018",2
"CIN",7,2,74,1,18,74,84.5,21,2,"2018",2
"NE",19,2,79,4,13,79,84.2,21,4,"2018",2
"SEA",29,2,82,2,19,82,83.5,24,3,"2018",2
"LAC",27,2,82,6,15,82,83.5,24,3,"2018",2
"NYG",21,2,91,1,20,91,83,26,5,"2018",2
"ATL",2,2,80,9,16,80,81.9,27,2,"2018",2
"SF",28,2,71,6,21,71,78.2,29,2,"2018",2
"HST",13,2,81,8,23,81,75.9,35,4,"2018",2
"ARZ",1,2,66,6,20,66,75.8,29,3,"2018",2
"LA",26,3,106,4,7,106,94.8,11,0,"2018",3
"TEN",31,3,90,0,8,90,93.3,10,2,"2018",3
"CHI",6,3,122,1,15,122,92.6,17,1,"2018",3
"JAX",15,3,127,4,18,127,90.6,23,1,"2018",3
"DEN",10,3,114,3,14,114,89.9,20,3,"2018",3
"NO",20,3,135,3,17,135,89.6,24,4,"2018",3
"MIA",17,3,86,4,10,86,89.5,16,2,"2018",3
"PIT",25,3,151,1,26,151,88.4,31,4,"2018",3
"BUF",4,3,113,2,21,113,88.1,25,2,"2018",3
"BLT",3,3,140,5,23,140,87.9,31,3,"2018",3
"DET",11,3,146,5,25,146,87.7,33,3,"2018",3
"KC",16,3,102,8,15,102,87.7,24,1,"2018",3
"PHI",24,3,132,4,23,132,87.5,30,3,"2018",3
"DAL",9,3,104,5,18,104,87,25,2,"2018",3
"OAK",23,3,117,3,18,117,86.8,26,5,"2018",3
"WAS",32,3,110,8,17,110,86.8,27,2,"2018",3
"CLV",8,3,130,0,26,130,86.2,31,5,"2018",3
"TB",30,3,127,10,19,127,86.2,32,3,"2018",3
"NYJ",22,3,101,2,22,101,85.1,27,3,"2018",3
"NE",19,3,107,7,15,107,85,27,5,"2018",3
"SEA",29,3,110,3,25,110,84.5,31,3,"2018",3
"GB",12,3,140,5,19,140,84.3,34,10,"2018",3
"NYG",21,3,124,1,23,124,83.9,32,8,"2018",3
"CIN",7,3,121,2,29,121,83.9,35,4,"2018",3
"CAR",5,3,107,4,27,107,82.7,34,3,"2018",3
"ATL",2,3,121,9,25,121,82.6,38,4,"2018",3
"MIN",18,3,155,5,42,155,81.6,52,5,"2018",3
"LAC",27,3,114,7,30,114,81.1,40,3,"2018",3
"IND",14,3,133,12,29,133,80.8,46,5,"2018",3
"SF",28,3,107,6,31,107,78,42,5,"2018",3
"HST",13,3,127,12,36,127,76.4,54,6,"2018",3
"ARZ",1,3,97,11,34,97,70.6,51,6,"2018",3
"CHI",6,4,150,1,17,150,93.3,19,1,"2018",4
"LA",26,4,141,5,17,141,92.2,22,0,"2018",4
"NO",20,4,169,3,24,169,89.6,31,4,"2018",4
"DAL",9,4,135,5,20,135,89.3,27,2,"2018",4
"PIT",25,4,199,3,30,199,89.2,38,5,"2018",4
"JAX",15,4,169,5,26,169,89.1,34,3,"2018",4
"BLT",3,4,184,5,28,184,88.9,37,4,"2018",4
"CLV",8,4,175,1,28,175,88.3,35,6,"2018",4
"KC",16,4,150,10,23,150,88.3,34,1,"2018",4
"TEN",31,4,139,1,22,139,88.1,28,5,"2018",4
"DEN",10,4,151,5,27,151,87.4,35,3,"2018",4
"DET",11,4,180,5,31,180,87.2,41,5,"2018",4
"GB",12,4,186,6,22,186,87.1,38,10,"2018",4
"PHI",24,4,188,7,32,188,87,44,5,"2018",4
"WAS",32,3,110,8,17,110,86.8,27,2,"2018",4
"MIA",17,4,114,7,15,114,86.8,26,4,"2018",4
"SEA",29,4,139,3,27,139,86.3,34,4,"2018",4
"NYJ",22,4,140,3,29,140,85.7,36,4,"2018",4
"TB",30,4,170,11,24,170,85.6,42,7,"2018",4
"OAK",23,4,177,7,28,177,85,44,9,"2018",4
"BUF",4,4,156,4,29,156,84.9,40,7,"2018",4
"NE",19,4,142,12,23,142,84.2,40,5,"2018",4
"CIN",7,4,167,2,40,167,83.8,48,6,"2018",4
"NYG",21,4,169,1,34,169,83.7,45,10,"2018",4
"IND",14,4,201,15,38,201,82.8,61,8,"2018",4
"CAR",5,3,107,4,27,107,82.7,34,3,"2018",4
"ATL",2,4,164,14,31,164,82.6,51,6,"2018",4
"LAC",27,4,154,8,40,154,81.8,52,4,"2018",4
"SF",28,4,149,10,40,149,79.9,55,5,"2018",4
"MIN",18,4,211,8,65,211,78.9,81,8,"2018",4
"HST",13,4,177,13,45,177,78.5,67,9,"2018",4
"ARZ",1,4,127,17,41,127,71.7,65,7,"2018",4
"CHI",6,4,150,1,17,150,93.3,19,1,"2018",5
"LA",26,5,176,6,21,176,92.3,27,0,"2018",5
"NO",20,5,201,3,26,201,90.3,34,5,"2018",5
"PIT",25,5,230,4,34,230,89.6,43,5,"2018",5
"DAL",9,5,168,5,26,168,88.4,35,4,"2018",5
"KC",16,5,191,11,32,191,88.2,44,1,"2018",5
"TEN",31,5,169,2,27,169,87.9,35,6,"2018",5
"BLT",3,5,244,9,40,244,87.9,54,5,"2018",5
"GB",12,5,244,7,29,244,87.7,48,12,"2018",5
"SEA",29,5,162,3,27,162,87.7,35,5,"2018",5
"DEN",10,5,206,6,38,206,86.9,49,5,"2018",5
"CLV",8,5,224,4,40,224,86.6,52,8,"2018",5
"CAR",5,4,144,4,29,144,86.5,36,3,"2018",5
"JAX",15,5,237,12,40,237,86.5,58,6,"2018",5
"WAS",32,4,153,9,23,153,86.3,37,5,"2018",5
"NYJ",22,5,163,4,32,163,85.9,41,5,"2018",5
"NE",19,5,186,15,28,186,85.8,48,5,"2018",5
"BUF",4,5,178,4,33,178,85.7,44,7,"2018",5
"TB",30,4,170,11,24,170,85.6,42,7,"2018",5
"PHI",24,5,229,10,41,229,85.4,59,8,"2018",5
"DET",11,5,209,6,46,209,85.2,57,5,"2018",5
"SF",28,5,208,10,43,208,84.4,59,6,"2018",5
"IND",14,5,261,17,47,261,84.3,73,9,"2018",5
"MIA",17,5,151,11,24,151,83.8,42,7,"2018",5
"ATL",2,5,216,17,34,216,83.6,61,10,"2018",5
"OAK",23,5,212,8,38,212,83.5,58,12,"2018",5
"CIN",7,5,201,2,53,201,83.3,61,6,"2018",5
"NYG",21,5,207,1,50,207,82.9,61,10,"2018",5
"LAC",27,5,182,9,45,182,82.4,59,5,"2018",5
"HST",13,5,229,17,57,229,79.9,83,9,"2018",5
"MIN",18,5,252,13,73,252,79.4,95,9,"2018",5
"ARZ",1,5,152,19,47,152,73.7,73,7,"2018",5
"CHI",6,5,186,1,21,186,92.5,25,3,"2018",6
"LA",26,6,211,6,27,211,91.2,35,2,"2018",6
"NO",20,5,201,3,26,201,90.3,34,5,"2018",6
"PIT",25,6,276,4,44,276,89.5,53,5,"2018",6
"KC",16,6,228,11,35,228,89.5,47,1,"2018",6
"SEA",29,6,188,4,28,188,88.8,37,5,"2018",6
"BLT",3,6,283,9,45,283,88.7,59,5,"2018",6
"GB",12,6,296,8,39,296,87.7,60,13,"2018",6
"NYJ",22,6,196,4,36,196,87.2,45,5,"2018",6
"CLV",8,6,276,5,46,276,87.1,61,10,"2018",6
"BUF",4,6,214,4,38,214,86.9,49,7,"2018",6
"DAL",9,6,205,7,39,205,86.8,50,4,"2018",6
"CAR",5,5,187,4,41,187,86.4,48,3,"2018",6
"NE",19,6,224,16,34,224,86.2,56,6,"2018",6
"DEN",10,6,250,7,52,250,86.2,64,5,"2018",6
"MIA",17,6,196,12,28,196,86.2,47,7,"2018",6
"TEN",31,6,197,2,35,197,86,46,9,"2018",6
"TB",30,5,215,14,32,215,85.6,54,8,"2018",6
"PHI",24,6,268,13,48,268,85.3,70,9,"2018",6
"DET",11,5,209,6,46,209,85.2,57,5,"2018",6
"JAX",15,6,268,15,49,268,85.1,72,8,"2018",6
"IND",14,6,307,18,56,307,85,83,9,"2018",6
"WAS",32,5,196,11,36,196,84.9,53,6,"2018",6
"ATL",2,6,259,19,39,259,84.6,69,11,"2018",6
"SF",28,6,236,10,53,236,84.1,69,6,"2018",6
"CIN",7,6,246,3,63,246,83.3,74,8,"2018",6
"LAC",27,6,205,11,51,205,82.4,67,5,"2018",6
"OAK",23,6,252,10,45,252,81.9,73,18,"2018",6
"NYG",21,6,254,6,61,254,81.7,80,13,"2018",6
"MIN",18,6,290,14,80,290,79.7,106,12,"2018",6
"HST",13,6,263,20,63,263,78.5,98,15,"2018",6
"ARZ",1,6,188,19,54,188,75.8,82,9,"2018",6
"LA",26,7,238,7,30,238,91.4,39,2,"2018",7
"NO",20,6,232,4,28,232,90.9,37,5,"2018",7
"CHI",6,6,243,1,36,243,90.3,42,5,"2018",7
"PIT",25,6,276,4,44,276,89.5,53,5,"2018",7
"KC",16,7,271,14,44,271,88.9,59,1,"2018",7
"SEA",29,6,188,4,28,188,88.8,37,5,"2018",7
"BLT",3,7,324,9,56,324,88.4,70,5,"2018",7
"GB",12,6,296,8,39,296,87.7,60,13,"2018",7
"CLV",8,7,318,5,52,318,87.3,69,12,"2018",7
"NYJ",22,7,243,4,46,243,87.2,56,6,"2018",7
"DEN",10,7,275,7,54,275,87.1,66,5,"2018",7
"NE",19,7,262,16,40,262,87,62,6,"2018",7
"DET",11,6,233,6,48,233,86.3,59,5,"2018",7
"TB",30,6,278,16,41,278,86.2,67,10,"2018",7
"PHI",24,7,309,16,52,309,86.1,77,9,"2018",7
"BUF",4,7,247,7,46,247,86,61,8,"2018",7
"TEN",31,7,236,3,43,236,86,56,10,"2018",7
"DAL",9,7,249,10,50,249,85.9,65,5,"2018",7
"IND",14,7,331,19,59,331,85.5,87,9,"2018",7
"ATL",2,7,301,20,44,301,85.4,76,12,"2018",7
"WAS",32,6,225,13,41,225,85.3,60,6,"2018",7
"JAX",15,7,321,18,60,321,84.4,89,11,"2018",7
"CAR",5,6,231,5,57,231,84,68,6,"2018",7
"CIN",7,7,282,3,73,282,83,86,10,"2018",7
"SF",28,7,271,12,60,271,83,82,10,"2018",7
"LAC",27,7,233,13,55,233,82,76,8,"2018",7
"MIA",17,7,232,12,50,232,81.9,73,11,"2018",7
"OAK",23,6,252,10,45,252,81.9,73,18,"2018",7
"MIN",18,7,333,17,85,333,81.1,114,12,"2018",7
"NYG",21,7,297,8,73,297,80.6,98,17,"2018",7
"HST",13,7,292,23,73,292,78.1,112,16,"2018",7
"ARZ",1,7,234,22,69,234,75,104,13,"2018",7
"NO",20,7,256,5,30,256,91.2,40,5,"2018",8
"CHI",6,7,278,4,41,278,90.1,50,5,"2018",8
"PIT",25,7,313,4,47,313,89.9,57,6,"2018",8
"KC",16,8,308,16,48,308,89,66,2,"2018",8
"LA",26,8,281,9,44,281,88.8,58,5,"2018",8
"SEA",29,7,207,4,31,207,88.2,42,7,"2018",8
"BLT",3,8,371,13,64,371,88,83,6,"2018",8
"CLV",8,8,357,6,58,357,87.7,76,12,"2018",8
"GB",12,7,330,11,45,330,87,71,15,"2018",8
"NYJ",22,8,276,5,55,276,87,66,6,"2018",8
"TB",30,7,338,18,51,338,86.8,79,10,"2018",8
"BUF",4,8,291,9,50,291,86.4,69,10,"2018",8
"NE",19,8,309,19,50,309,86.2,77,8,"2018",8
"IND",14,8,362,19,63,362,86.2,91,9,"2018",8
"DET",11,7,277,7,58,277,86.1,71,6,"2018",8
"PHI",24,8,346,18,59,346,86,87,10,"2018",8
"TEN",31,7,236,3,43,236,86,56,10,"2018",8
"DAL",9,7,249,10,50,249,85.9,65,5,"2018",8
"DEN",10,8,315,9,65,315,85.7,82,8,"2018",8
"WAS",32,7,258,15,48,258,85.5,69,6,"2018",8
"ATL",2,7,301,20,44,301,85.4,76,12,"2018",8
"CAR",5,7,268,5,63,268,85.1,74,6,"2018",8
"JAX",15,8,373,21,78,373,83.5,111,12,"2018",8
"CIN",7,8,319,3,80,319,83.5,94,11,"2018",8
"SF",28,8,305,12,64,305,83.3,89,13,"2018",8
"OAK",23,7,280,10,49,280,83,77,18,"2018",8
"LAC",27,7,233,13,55,233,82,76,8,"2018",8
"MIA",17,8,272,15,60,272,81.8,87,12,"2018",8
"MIN",18,8,377,20,96,377,80.6,131,15,"2018",8
"NYG",21,8,350,10,87,350,80.1,118,21,"2018",8
"HST",13,8,313,24,78,313,78.6,118,16,"2018",8
"ARZ",1,8,279,24,74,279,77.4,112,14,"2018",8
"PIT",25,8,363,5,50,363,90.8,61,6,"2018",9
"NO",20,8,295,7,38,295,90.7,50,5,"2018",9
"CHI",6,8,299,6,45,299,89.8,56,5,"2018",9
"KC",16,9,342,18,50,342,89.5,70,2,"2018",9
"LA",26,9,325,11,55,325,88.3,71,5,"2018",9
"BLT",3,9,411,15,71,411,88.1,92,6,"2018",9
"SEA",29,8,252,4,41,252,87.9,53,8,"2018",9
"CLV",8,9,402,7,66,402,87.7,86,13,"2018",9
"NE",19,9,347,19,52,347,87.2,80,9,"2018",9
"BUF",4,9,350,11,59,350,86.9,81,11,"2018",9
"DAL",9,8,288,10,55,288,86.3,72,7,"2018",9
"TB",30,8,385,22,62,385,86.2,95,11,"2018",9
"GB",12,8,377,11,59,377,86.2,87,17,"2018",9
"IND",14,8,362,19,63,362,86.2,91,9,"2018",9
"ATL",2,8,341,20,47,341,86.1,81,14,"2018",9
"PHI",24,8,346,18,59,346,86,87,10,"2018",9
"TEN",31,8,272,4,50,272,86,65,11,"2018",9
"NYJ",22,9,319,7,66,319,85.7,82,9,"2018",9
"WAS",32,8,308,16,60,308,85.4,83,7,"2018",9
"CAR",5,8,296,6,65,296,85.3,79,8,"2018",9
"DEN",10,9,359,13,74,359,85.1,97,10,"2018",9
"SF",28,9,327,12,65,327,84.3,90,13,"2018",9
"DET",11,8,326,11,70,326,83.9,93,12,"2018",9
"CIN",7,8,319,3,80,319,83.5,94,11,"2018",9
"JAX",15,8,373,21,78,373,83.5,111,12,"2018",9
"LAC",27,8,261,15,57,261,82.8,81,9,"2018",9
"OAK",23,8,314,10,59,314,81.7,92,23,"2018",9
"MIN",18,9,400,20,101,400,80.9,137,16,"2018",9
"NYG",21,8,350,10,87,350,80.1,118,21,"2018",9
"MIA",17,9,301,18,74,301,79.4,108,16,"2018",9
"HST",13,9,347,24,88,347,79,129,17,"2018",9
"ARZ",1,8,279,24,74,279,77.4,112,14,"2018",9
"PIT",25,9,393,5,51,393,91.1,63,7,"2018",10
"NO",20,9,322,8,42,322,90.7,55,5,"2018",10
"CHI",6,9,332,6,52,332,89.8,63,5,"2018",10
"KC",16,10,377,19,55,377,88.6,80,6,"2018",10
"LA",26,10,367,11,61,367,88.6,78,6,"2018",10
"BLT",3,9,411,15,71,411,88.1,92,6,"2018",10
"NE",19,10,392,19,58,392,87.6,87,10,"2018",10
"CLV",8,10,426,7,74,426,87.4,94,13,"2018",10
"ATL",2,9,396,21,49,396,87.4,85,15,"2018",10
"BUF",4,10,376,12,60,376,87.2,84,12,"2018",10
"TEN",31,9,300,4,54,300,86.7,69,11,"2018",10
"IND",14,9,391,21,66,391,86.6,96,9,"2018",10
"GB",12,9,410,12,63,410,86.5,93,18,"2018",10
"PHI",24,9,392,20,65,392,86.4,96,11,"2018",10
"SEA",29,9,288,5,50,288,86.3,67,12,"2018",10
"DAL",9,9,330,15,60,330,86.2,83,8,"2018",10
"WAS",32,9,339,18,61,339,86,87,8,"2018",10
"TB",30,9,434,26,70,434,85.9,109,13,"2018",10
"NYJ",22,10,357,12,71,357,85.6,93,10,"2018",10
"SF",28,10,364,14,68,364,85.2,95,13,"2018",10
"DEN",10,9,359,13,74,359,85.1,97,10,"2018",10
"CAR",5,9,331,6,79,331,84.4,94,9,"2018",10
"JAX",15,9,414,22,86,414,84.1,120,12,"2018",10
"DET",11,9,376,13,79,376,83.8,107,15,"2018",10
"LAC",27,9,288,17,60,288,83.2,87,10,"2018",10
"CIN",7,9,346,3,91,346,82.4,108,14,"2018",10
"MIN",18,9,400,20,101,400,80.9,137,16,"2018",10
"OAK",23,9,356,14,66,356,80.9,108,28,"2018",10
"NYG",21,9,382,11,91,382,80.9,124,22,"2018",10
"MIA",17,10,344,19,82,344,80.1,119,18,"2018",10
"HST",13,9,347,24,88,347,79,129,17,"2018",10
"ARZ",1,9,323,31,84,323,76.6,133,18,"2018",10
"NO",20,10,354,9,45,354,91,59,5,"2018",11
"PIT",25,10,441,6,59,441,90.6,74,9,"2018",11
"CHI",6,10,369,6,57,369,89.8,69,6,"2018",11
"KC",16,11,431,20,69,431,88.1,96,7,"2018",11
"BLT",3,10,435,16,76,435,88,98,6,"2018",11
"LA",26,11,423,13,72,423,87.8,94,9,"2018",11
"NE",19,10,392,19,58,392,87.6,87,10,"2018",11
"ATL",2,10,433,22,52,433,87.5,91,17,"2018",11
"CLV",8,10,426,7,74,426,87.4,94,13,"2018",11
"IND",14,10,423,21,68,423,87.4,98,9,"2018",11
"BUF",4,10,376,12,60,376,87.2,84,12,"2018",11
"DAL",9,10,364,16,62,364,86.8,87,9,"2018",11
"SEA",29,10,324,5,57,324,86.1,76,14,"2018",11
"TB",30,10,479,28,78,479,86,120,14,"2018",11
"PHI",24,10,428,21,75,428,86,108,12,"2018",11
"TEN",31,10,338,4,66,338,85.8,83,13,"2018",11
"DEN",10,10,390,15,76,390,85.8,101,10,"2018",11
"NYJ",22,10,357,12,71,357,85.6,93,10,"2018",11
"WAS",32,10,387,19,72,387,85.4,102,11,"2018",11
"GB",12,10,446,13,74,446,85.3,109,22,"2018",11
"SF",28,10,364,14,68,364,85.2,95,13,"2018",11
"CAR",5,10,373,7,87,373,84.5,105,11,"2018",11
"DET",11,10,415,13,86,415,84.2,115,16,"2018",11
"LAC",27,10,334,17,70,334,83.1,100,13,"2018",11
"JAX",15,10,440,23,94,440,82.6,135,18,"2018",11
"CIN",7,10,386,4,102,386,82.4,121,15,"2018",11
"OAK",23,10,389,15,70,389,81.6,114,29,"2018",11
"NYG",21,10,404,11,96,404,81.1,130,23,"2018",11
"MIN",18,10,449,21,115,449,80.8,154,18,"2018",11
"MIA",17,10,344,19,82,344,80.1,119,18,"2018",11
"HST",13,10,376,24,94,376,79.5,136,18,"2018",11
"ARZ",1,10,344,31,88,344,77.2,138,19,"2018",11
"PIT",25,11,503,8,64,503,90.7,83,11,"2018",12
"NO",20,11,379,10,48,379,90.5,65,7,"2018",12
"CHI",6,11,412,8,60,412,90,75,7,"2018",12
"BLT",3,11,462,16,79,462,88.4,101,6,"2018",12
"KC",16,11,431,20,69,431,88.1,96,7,"2018",12
"CLV",8,11,453,7,77,453,87.9,97,13,"2018",12
"LA",26,11,423,13,72,423,87.8,94,9,"2018",12
"NE",19,11,423,23,62,423,87.6,95,10,"2018",12
"ATL",2,11,488,25,60,488,87.4,104,19,"2018",12
"IND",14,11,463,23,75,463,87.3,108,10,"2018",12
"BUF",4,11,403,14,68,403,86.8,94,12,"2018",12
"PHI",24,11,459,21,79,459,86.5,112,12,"2018",12
"DAL",9,11,401,16,69,401,86.4,97,12,"2018",12
"SEA",29,11,356,5,63,356,86.2,83,15,"2018",12
"TB",30,11,522,30,88,522,85.8,133,15,"2018",12
"NYJ",22,11,406,18,80,406,85.5,108,10,"2018",12
"WAS",32,11,432,23,77,432,85.4,113,13,"2018",12
"CAR",5,11,404,7,92,404,85,110,11,"2018",12
"DEN",10,11,420,15,86,420,84.9,114,13,"2018",12
"SF",28,11,400,15,77,400,84.7,107,15,"2018",12
"DET",11,11,455,14,91,455,84.7,122,17,"2018",12
"GB",12,11,478,13,84,478,84.6,122,25,"2018",12
"TEN",31,11,372,4,79,372,84.5,99,16,"2018",12
"CIN",7,11,436,5,111,436,83,132,16,"2018",12
"LAC",27,11,372,19,77,372,82.5,113,17,"2018",12
"JAX",15,11,471,24,103,471,82.3,147,20,"2018",12
"NYG",21,11,443,14,103,443,81.4,141,24,"2018",12
"OAK",23,11,426,15,80,426,81.3,127,32,"2018",12
"MIN",18,11,491,23,129,491,80.7,171,19,"2018",12
"MIA",17,11,370,23,85,370,80.5,126,18,"2018",12
"HST",13,11,409,24,105,409,79.1,150,21,"2018",12
"ARZ",1,11,365,31,97,365,76.7,149,21,"2018",12
"PIT",25,12,549,9,73,549,90.3,94,12,"2018",13
"NO",20,12,409,13,55,409,89.7,76,8,"2018",13
"CHI",6,12,458,11,68,458,89.4,88,9,"2018",13
"KC",16,12,474,22,72,474,88.6,101,7,"2018",13
"BLT",3,12,491,16,85,491,88.5,107,6,"2018",13
"CLV",8,12,495,7,85,495,88.1,105,13,"2018",13
"NE",19,12,456,24,67,456,87.8,101,10,"2018",13
"ATL",2,12,519,26,65,519,87.4,111,20,"2018",13
"LA",26,12,458,13,84,458,87.2,107,10,"2018",13
"PHI",24,12,498,21,83,498,87.1,116,12,"2018",13
"IND",14,12,520,27,87,520,86.7,126,12,"2018",13
"NYJ",22,12,439,18,83,439,86,112,11,"2018",13
"SEA",29,12,379,6,69,379,85.9,91,16,"2018",13
"TB",30,12,561,30,91,561,85.8,140,19,"2018",13
"DAL",9,12,438,17,76,438,85.5,110,17,"2018",13
"GB",12,12,532,14,93,532,85.2,132,25,"2018",13
"BUF",4,12,445,17,90,445,85.1,120,13,"2018",13
"WAS",32,12,461,26,85,461,84.7,126,15,"2018",13
"DEN",10,12,444,17,92,444,84.6,123,14,"2018",13
"TEN",31,12,413,6,87,413,84.4,111,18,"2018",13
"CAR",5,12,453,11,105,453,84.1,130,14,"2018",13
"SF",28,12,450,22,87,450,84.1,126,17,"2018",13
"DET",11,12,493,20,100,493,83.8,140,20,"2018",13
"LAC",27,12,410,25,81,410,82.9,123,17,"2018",13
"CIN",7,12,477,7,118,477,82.7,145,20,"2018",13
"JAX",15,12,504,25,113,504,81.7,161,23,"2018",13
"NYG",21,12,482,15,111,482,81.5,152,26,"2018",13
"MIN",18,12,537,25,135,537,81.4,180,20,"2018",13
"OAK",23,12,467,16,91,467,81.3,141,34,"2018",13
"MIA",17,12,397,26,87,397,80.7,133,20,"2018",13
"HST",13,12,450,24,110,450,80,157,23,"2018",13
"ARZ",1,12,394,31,104,394,77.3,157,22,"2018",13
"PIT",25,13,590,11,76,590,90.6,99,12,"2018",14
"NO",20,13,441,15,58,441,89.7,82,9,"2018",14
"CHI",6,13,492,11,75,492,89.4,95,9,"2018",14
"NE",19,13,501,26,71,501,88.3,107,10,"2018",14
"KC",16,13,531,25,81,531,88.3,115,9,"2018",14
"CLV",8,13,520,7,90,520,88.2,110,13,"2018",14
"BLT",3,13,521,16,95,521,88,118,7,"2018",14
"ATL",2,13,563,26,73,563,87.7,119,20,"2018",14
"PHI",24,13,534,23,91,534,86.9,127,13,"2018",14
"IND",14,13,565,30,96,565,86.4,140,14,"2018",14
"NYJ",22,13,464,18,88,464,86.2,117,11,"2018",14
"LA",26,13,506,18,100,506,86,130,12,"2018",14
"SEA",29,13,403,6,78,403,85.4,101,17,"2018",14
"WAS",32,13,501,27,88,501,85.3,131,16,"2018",14
"TB",30,13,608,35,105,608,85,161,21,"2018",14
"BUF",4,13,491,17,103,491,84.9,134,14,"2018",14
"GB",12,13,571,14,107,571,84.9,147,26,"2018",14
"DEN",10,13,491,19,104,491,84.6,137,14,"2018",14
"TEN",31,13,439,6,93,439,84.6,117,18,"2018",14
"DAL",9,13,495,20,91,495,84.5,132,21,"2018",14
"DET",11,13,518,20,100,518,84.4,141,21,"2018",14
"CAR",5,13,499,13,114,499,84.3,142,15,"2018",14
"SF",28,13,486,25,93,486,84.2,136,18,"2018",14
"LAC",27,13,442,25,85,442,83,130,20,"2018",14
"CIN",7,13,509,8,122,509,82.9,152,22,"2018",14
"JAX",15,13,553,28,122,553,81.9,175,25,"2018",14
"NYG",21,13,511,15,116,511,81.9,158,27,"2018",14
"OAK",23,13,505,16,98,505,81.8,149,35,"2018",14
"MIN",18,13,573,27,141,573,81.7,189,21,"2018",14
"MIA",17,13,421,27,94,421,80.4,143,22,"2018",14
"HST",13,13,496,26,119,496,80.3,170,25,"2018",14
"ARZ",1,13,440,36,114,440,77.7,173,23,"2018",14
"PIT",25,14,626,14,81,626,90.5,107,12,"2018",15
"CHI",6,14,523,11,80,523,89.4,101,10,"2018",15
"NO",20,14,478,16,65,478,89.4,91,10,"2018",15
"BLT",3,14,550,16,100,550,88.2,123,7,"2018",15
"NE",19,14,538,30,75,538,88.2,116,11,"2018",15
"KC",16,14,569,26,88,569,87.9,126,12,"2018",15
"ATL",2,14,602,26,80,602,87.9,126,20,"2018",15
"CLV",8,14,554,7,98,554,87.8,120,15,"2018",15
"PHI",24,14,566,24,94,566,87.3,131,13,"2018",15
"IND",14,14,594,31,99,594,86.7,144,14,"2018",15
"LA",26,14,562,23,109,562,85.9,145,13,"2018",15
"SEA",29,14,438,8,83,438,85.5,109,18,"2018",15
"NYJ",22,14,509,18,103,509,85.4,135,14,"2018",15
"DEN",10,14,541,20,110,541,85.4,144,14,"2018",15
"BUF",4,14,520,17,107,520,85.2,139,15,"2018",15
"GB",12,14,621,14,114,621,85.2,156,28,"2018",15
"TEN",31,14,461,6,95,461,85.1,119,18,"2018",15
"WAS",32,14,535,33,93,535,85,143,17,"2018",15
"TB",30,14,634,37,114,634,84.6,173,22,"2018",15
"CAR",5,14,533,13,121,533,84.6,149,15,"2018",15
"DAL",9,14,537,21,100,537,84.6,143,22,"2018",15
"DET",11,14,547,22,111,547,84,154,21,"2018",15
"SF",28,14,518,29,100,518,83.9,148,19,"2018",15
"CIN",7,14,546,10,126,546,83.3,159,23,"2018",15
"NYG",21,14,558,19,123,558,82.3,170,28,"2018",15
"LAC",27,14,485,31,96,485,82,151,24,"2018",15
"MIN",18,14,598,27,146,598,81.7,196,23,"2018",15
"JAX",15,14,582,29,132,582,81.5,188,27,"2018",15
"OAK",23,14,546,18,109,546,81,167,40,"2018",15
"MIA",17,14,456,28,100,456,80.7,152,24,"2018",15
"HST",13,14,531,29,124,531,80.7,179,26,"2018",15
"ARZ",1,14,484,36,127,484,77.4,191,28,"2018",15
"PIT",25,15,679,17,95,679,89.8,125,13,"2018",16
"CHI",6,15,557,13,84,557,89.3,108,11,"2018",16
"BLT",3,15,578,17,103,578,88.4,127,7,"2018",16
"CLV",8,15,596,7,104,596,88.2,126,15,"2018",16
"NE",19,15,564,32,81,564,88,124,11,"2018",16
"ATL",2,15,629,26,83,629,88,130,21,"2018",16
"NO",20,15,520,18,81,520,88,112,13,"2018",16
"KC",16,15,613,30,97,613,87.5,140,13,"2018",16
"PHI",24,15,616,25,103,616,87.5,141,13,"2018",16
"IND",14,15,642,35,107,642,86.8,156,14,"2018",16
"LA",26,15,589,24,114,589,86.1,151,13,"2018",16
"NYJ",22,15,547,18,109,547,85.5,143,16,"2018",16
"BUF",4,15,563,20,113,563,85.5,148,15,"2018",16
"GB",12,15,683,18,121,683,85.4,169,30,"2018",16
"DEN",10,15,581,21,123,581,85.2,158,14,"2018",16
