"","Name","ID","Salary","AvgPointsPerGame","odds_open","odds_close","odds_rank","odds_delta","odds_delta_per","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","odds_per_dollar","residuals","own_change","adj_own","ownership","total_pts","date","tournament"
"99","Richy Werenski",22311814,6400,42.43,0.0033,0.0042,87,9e-04,0.2727,44.5,3.5,70.5,22.43,0.4886,0.0073,0.1706,0.1031,0.0443,0.0185,0.0094,0.0026,100,0.66,0.15,6.14,10,0.0111,28,"2022-05-01","Mexico Open"
"100","Fabian Gomez",22311815,6400,47.18,0.0013,0.0038,92,0.0025,1.9231,31.29,0.9,56.5,18,0.369,0.0031,0.0848,0.0459,0.0169,0.0066,0.0031,9e-04,100,0.59,0.08,13.02,14,0.0017,25.5,"2022-05-01","Mexico Open"
"101","Scott Brown",22311816,6400,57.11,0.0033,0.0038,92,5e-04,0.1515,51.83,4.3,75.5,24.43,0.4847,0.0039,0.1654,0.1001,0.0415,0.018,0.0099,0.0024,51,0.59,0.08,5.12,10,0.0099,91,"2022-05-01","Mexico Open"
"102","Joshua Creel",22311817,6400,37.77,0.0013,7e-04,133,-6e-04,-0.4615,38.72,0.09,65.5,21,0.3596,0.0019,0.0776,0.0416,0.0149,0.006,0.0029,6e-04,74,0.11,-0.4,3.53,4,4e-04,51,"2022-05-01","Mexico Open"
"103","Michael Gligic",22311818,6400,46.29,0.0019,0.001,130,-9e-04,-0.4737,36.35,0.32,62.5,20,0.4244,0.0043,0.1194,0.068,0.0248,0.0092,0.0042,0.0011,24,0.16,-0.35,2.99,4,0.0018,78.5,"2022-05-01","Mexico Open"
"104","Tommy Gainey",22311819,6300,40.89,1e-04,0.003,105,0.0029,29,30.89,0.07,55,18.5,0.2995,0.0011,0.0501,0.025,0.0086,0.0029,0.0014,3e-04,51,0.48,0.04,13.81,14,0.0016,69.5,"2022-05-01","Mexico Open"
"105","Ryan Blaum",22311820,6300,61.8,0.0015,0.0014,126,-1e-04,-0.0667,39.83,0.23,67,21,0.3965,0.0035,0.1021,0.0574,0.0222,0.0088,0.0045,8e-04,29,0.22,-0.22,3.75,4,0.0082,77,"2022-05-01","Mexico Open"
"106","Bryson Nimmer",22311821,6300,52.38,0.0015,0.0023,114,8e-04,0.5333,41.05,0.87,67,21.5,0.4225,0.0045,0.1193,0.0669,0.026,0.0104,0.0054,0.0012,72,0.37,-0.07,6.72,8,0.0057,64.5,"2022-05-01","Mexico Open"
"107","David Skinns",22311822,6300,45.42,0.0026,0.0045,80,0.0019,0.7308,36.75,0.3,63.58,20,0.4468,0.0056,0.1388,0.0826,0.035,0.015,0.0077,0.002,51,0.71,0.27,10.02,10,0.0023,76,"2022-05-01","Mexico Open"
"108","Seung-Yul Noh",22311823,6300,49.38,0.0034,0.0044,82,0.001,0.2941,35.85,1.7,62,20,0.4801,0.0061,0.1706,0.1021,0.0455,0.02,0.0112,0.0031,100,0.7,0.26,6.42,8,0.0085,29,"2022-05-01","Mexico Open"
"109","David Hearn",22311824,6300,46.55,4e-04,0.0018,122,0.0014,3.5,40.49,0.05,66.5,21,0.3158,0.0018,0.0574,0.0277,0.0082,0.0029,0.0014,4e-04,100,0.29,-0.15,10.75,10,7e-04,14,"2022-05-01","Mexico Open"
"110","Alvaro Ortiz",22311825,6300,41.92,4e-04,9e-04,132,5e-04,1.25,29.06,0.47,50,17.5,0.2516,8e-04,0.0358,0.0169,0.0049,0.0017,8e-04,2e-04,42,0.14,-0.3,8.91,10,0.0067,78,"2022-05-01","Mexico Open"
"111","Martin Trainer",22311826,6300,41.47,0.0014,0.0032,102,0.0018,1.2857,31.2,0.28,55,18.5,0.3671,0.0021,0.0906,0.0496,0.0188,0.0075,0.0036,8e-04,11,0.51,0.07,11.62,12,0.0087,94,"2022-05-01","Mexico Open"
"112","Turk Pettit",22311827,6300,34.62,0.0018,0.0035,96,0.0017,0.9444,38.48,0.03,65,21,0.4187,0.0047,0.1173,0.0665,0.0261,0.011,0.0055,0.0015,51,0.56,0.12,11,12,5e-04,65.5,"2022-05-01","Mexico Open"
"113","Armando Favela",22311828,6200,0,1e-04,0.0026,108,0.0025,25,18.18,0.41,23.5,11.5,0.2062,8e-04,0.0231,0.0106,0.0029,0.001,3e-04,1e-04,100,0.42,0.04,13.01,14,0.0013,29.5,"2022-05-01","Mexico Open"
"114","Bo Van Pelt",22311829,6200,34.62,0.0012,0.001,130,-2e-04,-0.1667,45.33,0.08,71.5,22.5,0.3828,0.0034,0.0898,0.048,0.0171,0.0065,0.0029,7e-04,100,0.16,-0.22,3.65,4,9e-04,15.5,"2022-05-01","Mexico Open"
"115","David Lingmerth",22311830,6200,50.75,0.0017,0.0034,99,0.0017,1,46.27,1.1,71,23,0.3942,0.0022,0.1052,0.0593,0.0222,0.009,0.0048,0.0014,100,0.55,0.17,11.45,12,0.0062,24,"2022-05-01","Mexico Open"
"116","Jonathan Byrd",22311831,6200,51.7,0.0033,0.0044,82,0.0011,0.3333,45.71,0.83,71,22.5,0.4803,0.0069,0.1671,0.1026,0.0445,0.0182,0.0093,0.0026,15,0.71,0.33,6.74,8,0.0083,88,"2022-05-01","Mexico Open"
"117","Roberto Diaz",22311832,6200,50.56,0.0014,0.0021,117,7e-04,0.5,18.2,0.82,23.5,11.5,0.3957,0.0024,0.0996,0.0554,0.0198,0.0079,0.0036,9e-04,100,0.34,-0.04,6.39,8,0.0069,22,"2022-05-01","Mexico Open"
"118","Brett Drewitt",22311833,6200,49.34,0.0012,0.0032,102,0.002,1.6667,46.13,0.1,71.5,23,0.4342,0.0027,0.1193,0.066,0.0248,0.009,0.0044,0.001,73,0.52,0.14,12.04,12,9e-04,56.5,"2022-05-01","Mexico Open"
"119","Jared Wolfe",22311834,6200,45.11,0.0031,0.0043,85,0.0012,0.3871,44.25,0.55,69.5,22.5,0.4819,0.0036,0.16,0.0943,0.038,0.0161,0.0085,0.0025,100,0.69,0.31,7.09,8,0.0047,31.5,"2022-05-01","Mexico Open"
"120","Johnson Wagner",22311835,6200,67.75,6e-04,0.0028,107,0.0022,3.6667,40.65,0.46,66.5,21.5,0.343,0.0016,0.0753,0.0391,0.0135,0.0053,0.0028,5e-04,100,0.45,0.07,12.42,12,0.0103,13.5,"2022-05-01","Mexico Open"
"121","D.J. Trahan",22311836,6200,46.3,2e-04,0.0015,123,0.0013,6.5,43.53,0.61,69,22,0.3544,0.0013,0.079,0.0412,0.0138,0.0051,0.0022,5e-04,100,0.24,-0.14,10.56,12,0.0016,31,"2022-05-01","Mexico Open"
"122","Ricky Barnes",22311838,6100,37.88,1e-04,1e-04,136,0,0,34.52,0.05,60.5,19,0.245,0.0016,0.0323,0.0154,0.005,0.0015,6e-04,1e-04,100,0.02,-0.3,3.91,4,5e-04,22.5,"2022-05-01","Mexico Open"
"123","Grayson Murray",22311839,6100,49.43,4e-04,0.0022,115,0.0018,4.5,31.43,0.63,57,18.5,0.3392,0.0016,0.0735,0.0397,0.0134,0.0053,0.0029,8e-04,13,0.36,0.04,11.61,12,0.004,81.5,"2022-05-01","Mexico Open"
"124","Jeffrey Kang",22311840,6100,24.5,1e-04,0.002,120,0.0019,19,34.25,0.24,60.5,19.5,0.2206,0.001,0.0286,0.0136,0.0033,0.001,6e-04,2e-04,100,0.33,0.01,11.8,12,4e-04,38,"2022-05-01","Mexico Open"
"125","Mark Hensby",22311841,6100,54.67,1e-04,0.0013,128,0.0012,12,30.66,0.42,53.5,18,0.2247,0.0017,0.0273,0.013,0.0042,0.0015,8e-04,1e-04,100,0.21,-0.11,10.37,10,0.0085,24.5,"2022-05-01","Mexico Open"
"126","Greg Chalmers",22311842,6100,53.12,7e-04,0.0024,112,0.0017,2.4286,32.49,0.43,58,19,0.3535,0.0021,0.0817,0.0461,0.0174,0.0066,0.0035,9e-04,100,0.39,0.07,11.42,12,0.0016,30.5,"2022-05-01","Mexico Open"
"127","Jim Knous",22311843,6100,53.3,8e-04,0.003,105,0.0022,2.75,45.32,0.34,71,22.5,0.3764,0.0018,0.0895,0.0488,0.0177,0.0066,0.0033,8e-04,100,0.49,0.17,12.45,12,0.0034,28,"2022-05-01","Mexico Open"
"128","Arjun Atwal",22311844,6100,52,2e-04,0.0021,117,0.0019,9.5,44.24,0.29,70,22.5,0.2716,0.0016,0.0434,0.0213,0.0066,0.0022,0.001,3e-04,100,0.34,0.02,11.81,12,0.0031,27.5,"2022-05-01","Mexico Open"
"129","Jonas Blixt",22311845,6100,32.8,1e-04,0.0014,126,0.0013,13,31.22,0.06,56,18.43,0.251,6e-04,0.0364,0.0173,0.0051,0.0018,9e-04,2e-04,100,0.23,-0.09,10.57,10,5e-04,32,"2022-05-01","Mexico Open"
"130","Ben Crane",22311846,6100,34,4e-04,0.002,120,0.0016,4,32.78,0.04,58.5,19,0.2269,0.0011,0.0272,0.0128,0.0038,0.0015,8e-04,2e-04,100,0.33,0.01,11.2,12,4e-04,29,"2022-05-01","Mexico Open"
"131","Kelly Kraft",22311848,6000,37.07,0.0012,0.0025,110,0.0013,1.0833,32.65,0.03,58,19,0.3748,0.0015,0.0884,0.0482,0.0173,0.006,0.0028,7e-04,15,0.42,0.17,10.65,10,0.0018,83,"2022-05-01","Mexico Open"
"132","D.A. Points",22311849,6000,53,1e-04,0.0014,126,0.0013,13,28.3,0.11,48.08,17,0.2114,9e-04,0.0226,0.01,0.0026,8e-04,4e-04,1e-04,67,0.23,-0.02,10.59,10,0.0053,60.5,"2022-05-01","Mexico Open"
"133","Ben Willman",22311850,6000,0,1e-04,1e-04,136,0,0,29.63,0.26,52.5,18,0.1042,4e-04,0.0063,0.0024,4e-04,1e-04,0,0,100,0.02,-0.23,3.93,4,6e-04,15,"2022-05-01","Mexico Open"
"134","Matt Every",22311851,6000,34.25,1e-04,0.0014,126,0.0013,13,27.39,0.1,36,16.5,0.1376,1e-04,0.0097,0.0043,0.001,2e-04,1e-04,0,100,0.23,-0.02,10.59,10,0.0015,29.5,"2022-05-01","Mexico Open"
"135","Isidro Benitez",22311852,6000,0,1e-04,0.0037,94,0.0036,36,18.59,0.48,24,12,0.2051,6e-04,0.0219,0.0098,0.0025,8e-04,4e-04,1e-04,100,0.62,0.37,15.31,16,0.0018,17,"2022-05-01","Mexico Open"
"136","Jose Antonio Safa",22311853,6000,0,1e-04,1e-04,136,0,0,18.35,0.02,24,12,0.0342,0,4e-04,1e-04,0,0,0,0,100,0.02,-0.23,3.93,4,5e-04,21.5,"2022-05-01","Mexico Open"
"137","Manuel Inman",22311856,6000,0,1e-04,1e-04,136,0,0,18.23,0.12,23.5,12,0.1506,3e-04,0.0104,0.0041,8e-04,2e-04,1e-04,0,100,0.02,-0.23,3.93,4,6e-04,10,"2022-05-01","Mexico Open"
