"","Name","ID","Salary","AvgPointsPerGame","odds_open","odds_close","odds_rank","odds_delta","odds_delta_per","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","odds_per_dollar","residuals","own_change","adj_own","ownership","total_pts","date","tournament"
"23","Harold Varner III",22818997,7800,65.85,0.0155,0.0203,20,0.0048,0.3097,65.01,15.4,85.5,28,0.7497,0.0208,0.4392,0.3198,0.1795,0.0969,0.0615,0.0214,27,2.6,0.68,14.19,30,0.1965,77,"2022-05-29","Charles Schwab"
"24","Brian Harman",22818998,7800,61.59,0.0182,0.0218,18,0.0036,0.1978,64.37,16.8,84.5,27,0.7513,0.0158,0.4335,0.315,0.1712,0.0896,0.0544,0.0174,100,2.79,0.87,11.62,28,0.2163,24,"2022-05-29","Charles Schwab"
"25","Justin Rose",22818999,7700,66.41,0.0117,0.0166,23,0.0049,0.4188,60.14,9.3,82,26,0.6754,0.0092,0.3376,0.2329,0.1196,0.0611,0.0361,0.0114,100,2.16,0.35,14.61,24,0.1387,23,"2022-05-29","Charles Schwab"
"26","Sebastian Munoz",22819000,7700,68.76,0.0156,0.0153,24,-3e-04,-0.0192,62.99,14.6,84.5,27,0.7052,0.0122,0.382,0.2689,0.1432,0.0736,0.0456,0.0158,48,1.99,0.18,3.46,18,0.148,53.5,"2022-05-29","Charles Schwab"
"27","Christiaan Bezuidenhout",22819001,7600,62.73,0.0073,0.0084,36,0.0011,0.1507,58.39,3.7,80,25.5,0.6671,0.0116,0.315,0.2082,0.1008,0.0495,0.0274,0.0082,15,1.11,-0.57,6.12,10,0.0391,63,"2022-05-29","Charles Schwab"
"28","Tom Hoge",22819002,7600,70.12,0.0147,0.014,26,-0.000699999999999999,-0.0476,58.6,10.6,82,25.5,0.7143,0.0112,0.3916,0.277,0.1454,0.0751,0.0451,0.0148,100,1.84,0.16,2.66,14,0.1624,23.5,"2022-05-29","Charles Schwab"
"29","Cameron Tringale",22819003,7500,68.12,0.0103,0.0116,29,0.0013,0.1262,60.21,5.8,82.5,26,0.691,0.0117,0.342,0.2324,0.1147,0.0548,0.0329,0.0107,100,1.55,0.02,6.67,12,0.0882,27.5,"2022-05-29","Charles Schwab"
"30","C.T. Pan",22819004,7500,63.91,0.0099,0.0107,31,0.000799999999999999,0.0808,58.59,5.5,81,25.5,0.6948,0.0136,0.35,0.2396,0.1216,0.0597,0.035,0.0122,52,1.43,-0.1,5.6,12,0.0748,52.5,"2022-05-29","Charles Schwab"
"31","Maverick McNealy",22819005,7500,76.78,0.0103,0.0135,27,0.0032,0.3107,59.67,14.8,82.5,26,0.698,0.0154,0.3557,0.2456,0.1245,0.062,0.0368,0.0116,100,1.8,0.27,10.87,26,0.1412,28.5,"2022-05-29","Charles Schwab"
"32","Rickie Fowler",22819006,7400,53.29,0.0047,0.0073,45,0.0026,0.5532,51.49,4.1,76,24,0.5979,0.0082,0.2354,0.1472,0.066,0.0307,0.017,0.0045,57,0.99,-0.36,10.32,14,0.0495,53,"2022-05-29","Charles Schwab"
"33","Kevin Kisner",22819007,7400,57.79,0.0113,0.0097,32,-0.0016,-0.1416,49.23,2.5,74.5,23.5,0.642,0.007,0.2927,0.1926,0.094,0.0455,0.0255,0.0083,100,1.31,-0.04,0.87,4,0.048,18.5,"2022-05-29","Charles Schwab"
"34","Patrick Reed",22819008,7400,61.56,0.0121,0.011,30,-0.0011,-0.0909,51.17,5,75,24,0.6478,0.0102,0.2861,0.1877,0.0872,0.0404,0.0228,0.0072,7,1.49,0.14,1.88,6,0.0722,72,"2022-05-29","Charles Schwab"
"35","Erik Van Rooyen",22819009,7300,62.04,0.0113,0.0094,34,-0.0019,-0.1681,57.64,1.3,80,25.5,0.6478,0.0106,0.2897,0.1915,0.093,0.0424,0.0244,0.0068,100,1.29,0.12,0.35,2,NA,NA,"2022-05-29","Charles Schwab"
"36","Troy Merritt",22819010,7300,67.25,0.0111,0.0095,33,-0.0016,-0.1441,53.81,7.9,77.5,24.5,0.6714,0.0083,0.3262,0.2217,0.1102,0.0532,0.0301,0.009,57,1.3,0.13,0.92,8,0.0904,49.5,"2022-05-29","Charles Schwab"
"37","Ryan Palmer",22819011,7300,55.5,0.0069,0.0092,35,0.0023,0.3333,61.22,3.9,83.5,26.43,0.6382,0.0105,0.2825,0.1868,0.0896,0.0427,0.0247,0.0075,40,1.26,0.09,9.07,12,0.0681,54,"2022-05-29","Charles Schwab"
"38","Matthew NeSmith",22819012,7300,58.26,0.0063,0.0067,46,4e-04,0.0635,55.43,6.5,79,25,0.6449,0.01,0.2833,0.1846,0.0873,0.0409,0.0227,0.0067,57,0.92,-0.25,4.74,12,0.0465,50,"2022-05-29","Charles Schwab"
"39","Ian Poulter",22819013,7200,50.19,0.0079,0.0066,48,-0.0013,-0.1646,51.12,1.8,74.58,24,0.6108,0.0078,0.2423,0.1504,0.0659,0.0294,0.0162,0.004,40,0.92,-0.11,1.48,4,0.0175,58.5,"2022-05-29","Charles Schwab"
"40","Cameron Davis",22819014,7200,55.47,0.0061,0.0059,56,-0.000200000000000001,-0.0328,57.83,3.2,81,25.5,0.5954,0.0056,0.2371,0.1484,0.0656,0.029,0.016,0.0046,7,0.82,-0.21,3.54,6,NA,NA,"2022-05-29","Charles Schwab"
"41","Aaron Rai",22819015,7200,58,0.0095,0.0079,40,-0.0016,-0.1684,54.71,4.3,78.5,24.5,0.6253,0.0063,0.2612,0.1667,0.0741,0.0332,0.0188,0.0053,68,1.1,0.07,0.93,6,0.0327,41.5,"2022-05-29","Charles Schwab"
"42","Joel Dahmen",22819016,7200,62.94,0.0073,0.0063,50,-0.001,-0.137,52.56,3.4,77,24,0.6292,0.0095,0.2658,0.1692,0.0801,0.0359,0.0198,0.0056,63,0.88,-0.15,2.03,6,0.0456,48.5,"2022-05-29","Charles Schwab"
"43","Lucas Herbert",22819018,7100,53.88,0.0063,0.0066,48,3e-04,0.0476,44.96,2.8,71.5,22.5,0.6018,0.0089,0.2371,0.1505,0.0678,0.0314,0.0172,0.0049,48,0.93,0,4.61,8,0.0247,56,"2022-05-29","Charles Schwab"
"44","Nate Lashley",22819019,7100,59.97,0.0053,0.0048,66,-5e-04,-0.0943,50.94,6,75.5,24,0.6016,0.0077,0.2343,0.147,0.0655,0.0298,0.0162,0.0043,100,0.68,-0.25,2.96,8,0.031,23.5,"2022-05-29","Charles Schwab"
"45","Dylan Frittelli",22819020,7100,54.74,0.0067,0.0056,58,-0.0011,-0.1642,48.14,0.82,73,23,0.5958,0.0074,0.2263,0.1399,0.0601,0.0262,0.014,0.0039,35,0.79,-0.14,1.87,2,0.0086,61,"2022-05-29","Charles Schwab"
"46","Stewart Cink",22819021,7100,55.1,0.0061,0.0079,40,0.0018,0.2951,51.91,5.6,76,24.5,0.5863,0.0055,0.225,0.1433,0.0638,0.0284,0.0154,0.0046,100,1.11,0.18,8,14,0.0616,33.5,"2022-05-29","Charles Schwab"
"47","J.J. Spaun",22819022,7100,62.86,0.0067,0.0076,44,9e-04,0.1343,53.9,3.8,77.5,24.5,0.6603,0.0113,0.3028,0.2007,0.0971,0.0456,0.0255,0.0073,NA,1.07,0.14,5.91,10,0.0317,5,"2022-05-29","Charles Schwab"
"48","David Lipsky",22819023,7000,55.08,0.0059,0.005,64,-9e-04,-0.1525,55.5,4.3,80,25,0.5851,0.0059,0.2346,0.1489,0.0671,0.0309,0.0175,0.0052,48,0.71,-0.17,2.24,6,0.0332,56,"2022-05-29","Charles Schwab"
"49","Emiliano Grillo",22819024,7000,51.72,0.0039,0.0042,74,3e-04,0.0769,52.99,1.9,77.5,24,0.5396,0.0062,0.1763,0.1066,0.0441,0.0189,0.0101,0.0026,63,0.6,-0.28,4.54,6,0.0204,49,"2022-05-29","Charles Schwab"
"50","James Hahn",22819025,7000,46.47,0.0039,0.0034,90,-5e-04,-0.1282,50.35,2,74.58,23.5,0.565,0.0042,0.2037,0.1235,0.0523,0.0216,0.0124,0.0034,100,0.49,-0.39,2.95,4,0.0156,13,"2022-05-29","Charles Schwab"
"51","Matt Jones",22819026,7000,56.17,0.0067,0.0056,58,-0.0011,-0.1642,56.34,1.1,80.5,25.5,0.5972,0.0055,0.2367,0.147,0.0652,0.029,0.0156,0.0046,12,0.8,-0.08,1.88,2,0.006,73.5,"2022-05-29","Charles Schwab"
"52","Brendon Todd",22819027,7000,56.09,0.0093,0.0077,42,-0.0016,-0.172,51.01,0.69,74.5,24,0.6052,0.0048,0.2385,0.1488,0.0676,0.0293,0.0161,0.0043,3,1.1,0.22,0.98,2,0.0221,91.5,"2022-05-29","Charles Schwab"
"53","Russell Knox",22819028,6900,57.1,0.0063,0.0066,48,3e-04,0.0476,54.15,3.7,77.5,24.5,0.6534,0.01,0.2889,0.1881,0.0872,0.0416,0.0244,0.0072,15,0.96,0.13,4.65,8,0.0328,66.5,"2022-05-29","Charles Schwab"
"54","Min Woo Lee",22819029,6900,40.29,0.0048,0.0039,78,-9e-04,-0.1875,46.18,0.75,72,22.5,0.5411,0.0062,0.1784,0.1043,0.0428,0.0174,0.0094,0.0023,100,0.57,-0.26,2.26,4,0.0021,26.5,"2022-05-29","Charles Schwab"
"55","Adam Long",22819030,6900,58.37,0.0095,0.0079,40,-0.0016,-0.1684,49.3,7.2,74.5,23,0.6546,0.0129,0.3001,0.1992,0.097,0.0469,0.0281,0.0088,35,1.14,0.31,1.01,8,0.0475,50.5,"2022-05-29","Charles Schwab"
"56","Pat Perez",22819031,6900,54.97,0.0061,0.0051,62,-0.001,-0.1639,52.13,0.58,76,24.5,0.607,0.0044,0.2387,0.148,0.0665,0.0287,0.0159,0.0041,12,0.74,-0.09,2.08,2,0.0096,68.5,"2022-05-29","Charles Schwab"
"57","Patton Kizzire",22819032,6900,61.03,0.0044,0.0051,62,7e-04,0.1591,53.48,3,77.5,24.5,0.5936,0.0092,0.2304,0.1461,0.0646,0.0281,0.0159,0.0046,100,0.74,-0.09,5.47,8,0.0388,23.5,"2022-05-29","Charles Schwab"
"58","Scott Piercy",22819033,6800,50.22,0.0059,0.0049,65,-0.001,-0.1695,47.93,0.35,73.5,23.5,0.5431,0.0042,0.1821,0.1072,0.0439,0.018,0.0098,0.0026,100,0.72,-0.06,2.1,2,0.0039,22.5,"2022-05-29","Charles Schwab"
"59","Stephan Jaeger",22819034,6800,50.48,0.0057,0.0051,62,-6e-04,-0.1053,44.54,3.9,71,23,0.5527,0.005,0.1936,0.1192,0.0507,0.0213,0.0115,0.0033,100,0.75,-0.03,2.84,6,0.019,25,"2022-05-29","Charles Schwab"
"60","Peter Malnati",22819035,6800,59.86,0.0057,0.0048,66,-0.000900000000000001,-0.1579,46.33,2.7,72.5,22.5,0.5366,0.0041,0.1758,0.1053,0.0431,0.0185,0.01,0.0027,100,0.71,-0.07,2.28,4,0.0257,22.5,"2022-05-29","Charles Schwab"
"61","Denny McCarthy",22819036,6800,64.66,0.0075,0.0062,52,-0.0013,-0.1733,48.97,4.4,73.5,23.5,0.625,0.0063,0.2619,0.1671,0.0765,0.0358,0.0197,0.006,27,0.91,0.13,1.56,6,0.0606,62,"2022-05-29","Charles Schwab"
"62","Kevin Streelman",22819037,6800,54.66,0.0061,0.0059,56,-0.000200000000000001,-0.0328,59.22,4.3,82,25.5,0.6227,0.0084,0.2567,0.1635,0.0744,0.034,0.0189,0.0056,100,0.87,0.09,3.63,8,0.0367,16,"2022-05-29","Charles Schwab"
"63","Alex Smalley",22819038,6700,57.18,0.0048,0.0039,78,-9e-04,-0.1875,54.62,3.3,77.5,25,0.5708,0.0046,0.2112,0.1316,0.0582,0.0256,0.0132,0.0036,27,0.58,-0.17,2.29,6,0.011,61.5,"2022-05-29","Charles Schwab"
"64","Taylor Moore",22819039,6700,51.82,0.0044,0.0036,86,-8e-04,-0.1818,49.76,1.2,74.5,23.5,0.5924,0.0063,0.2155,0.1315,0.0562,0.0232,0.0119,0.0032,100,0.54,-0.21,2.47,4,0.0037,16,"2022-05-29","Charles Schwab"
"65","Doug Ghim",22819040,6700,54.97,0.0091,0.0076,44,-0.0015,-0.1648,57.96,6.4,80,25.5,0.6667,0.0069,0.3133,0.2086,0.1013,0.0478,0.0274,0.0078,100,1.13,0.38,1.22,8,0.0499,9,"2022-05-29","Charles Schwab"
"66","Lucas Glover",22819041,6700,61.88,0.0087,0.0082,38,-0.000499999999999999,-0.0575,57.54,6.1,80.5,25.5,0.6157,0.0064,0.2616,0.1685,0.0785,0.0363,0.0197,0.0062,40,1.22,0.47,3.15,10,0.0569,54,"2022-05-29","Charles Schwab"
"67","Rory Sabbatini",22819042,6700,60.65,0.0087,0.0082,38,-0.000499999999999999,-0.0575,49.48,0.79,75,23.5,0.6124,0.0095,0.2496,0.1608,0.0741,0.0327,0.0177,0.0054,52,1.22,0.47,3.15,4,0.0334,52.5,"2022-05-29","Charles Schwab"
"68","Richard Bland",22819043,6600,53.11,0.0073,0.0061,53,-0.0012,-0.1644,51.51,0.19,75,24,0.5061,0.0027,0.1495,0.0856,0.0333,0.0128,0.0068,0.0017,100,0.92,0.21,1.77,2,0.0034,16,"2022-05-29","Charles Schwab"
"69","Brian Stuard",22819044,6600,48.41,0.0044,0.0036,86,-8e-04,-0.1818,47.26,0.57,72.5,22.5,0.567,0.0041,0.1979,0.1188,0.0496,0.021,0.0107,0.0028,100,0.55,-0.16,2.48,4,0.0049,28,"2022-05-29","Charles Schwab"
"70","J.T. Poston",22819045,6600,46.69,0.0065,0.006,54,-5e-04,-0.0769,49.58,5.5,74.5,23.5,0.6243,0.0061,0.2689,0.1751,0.0819,0.0378,0.0214,0.0061,100,0.91,0.2,3.08,8,0.0441,21.5,"2022-05-29","Charles Schwab"
"71","Matthias Schwab",22819046,6600,59.25,0.0055,0.0046,70,-9e-04,-0.1636,55.4,0.8,78,25,0.5679,0.0068,0.1968,0.1198,0.0496,0.0216,0.0118,0.0033,57,0.7,-0.01,2.3,4,0.0158,51.5,"2022-05-29","Charles Schwab"
"72","Patrick Rodgers",22819047,6600,57.41,0.0063,0.0052,59,-0.0011,-0.1746,52.35,0.91,76.5,24.5,0.569,0.0036,0.1996,0.12,0.0526,0.0229,0.0113,0.0028,35,0.79,0.08,1.95,2,0.0172,60,"2022-05-29","Charles Schwab"
"73","Carlos Ortiz",22819048,6500,58.59,0.0044,0.0039,78,-5e-04,-0.1136,49.36,0.95,75,23,0.5141,0.0039,0.1574,0.0924,0.0371,0.0148,0.0076,0.0022,100,0.6,-0.07,3.03,4,0.0048,31.5,"2022-05-29","Charles Schwab"
"74","Charley Hoffman",22819049,6500,46.93,0.0055,0.0046,70,-9e-04,-0.1636,52.31,0.77,77,24.5,0.4556,0.0025,0.117,0.0642,0.0229,0.009,0.0044,0.0012,66,0.71,0.04,2.32,4,0.0073,47.5,"2022-05-29","Charles Schwab"
"75","Greyson Sigg",22819050,6500,57.55,0.0045,0.0038,81,-7e-04,-0.1556,47.36,0.62,72.5,23,0.5517,0.0062,0.1837,0.1101,0.0453,0.0189,0.0099,0.0028,100,0.58,-0.09,2.67,4,0.0027,19,"2022-05-29","Charles Schwab"
"76","Sahith Theegala",22819051,6500,65.42,0.0034,0.0035,89,1e-04,0.0294,53.7,8.3,78,25,0.5704,0.0072,0.1989,0.1191,0.0486,0.0207,0.0117,0.0032,57,0.54,-0.13,4.16,12,0.0451,53,"2022-05-29","Charles Schwab"
"77","Beau Hossler",22819052,6500,53.43,0.0034,0.0028,96,-6e-04,-0.1765,41.22,0.63,67,21.5,0.4851,0.0032,0.1374,0.0793,0.0319,0.013,0.0068,0.0016,21,0.43,-0.24,2.85,4,0.0117,68,"2022-05-29","Charles Schwab"
"78","Brandon Wu",22819053,6500,52.91,0.0048,0.0039,78,-9e-04,-0.1875,47.73,0.98,72.5,23.5,0.5412,0.0065,0.1748,0.103,0.0422,0.0174,0.0092,0.0024,100,0.6,-0.07,2.32,4,0.0072,16,"2022-05-29","Charles Schwab"
"79","Mark Hubbard",22819055,6400,70.94,0.0061,0.0062,52,9.99999999999994e-05,0.0164,50.54,3.4,74.5,23.5,0.658,0.0106,0.2974,0.193,0.0912,0.0411,0.0222,0.0066,52,0.97,0.35,4.31,8,0.0532,51.5,"2022-05-29","Charles Schwab"
"80","Zach Johnson",22819056,6400,38.91,0.0053,0.0044,71,-9e-04,-0.1698,45.59,0.14,72,22.5,0.5804,0.006,0.2072,0.1242,0.0513,0.0214,0.012,0.0031,23,0.69,0.07,2.34,2,0.0041,62,"2022-05-29","Charles Schwab"
"81","Scott Stallings",22819057,6400,55.4,0.0051,0.0043,72,-8e-04,-0.1569,52.13,0.65,76,24,0.5791,0.0049,0.2185,0.1369,0.0606,0.0271,0.015,0.004,4,0.67,0.05,2.51,4,0.0073,93.5,"2022-05-29","Charles Schwab"
"82","Harry Higgs",22819058,6400,46.2,0.0042,0.0034,90,-8e-04,-0.1905,45.33,0.42,71.5,22.5,0.55,0.0065,0.1816,0.1069,0.0454,0.0188,0.0108,0.003,69,0.53,-0.09,2.52,2,0.0038,37.5,"2022-05-29","Charles Schwab"
"83","Kurt Kitayama",22819059,6400,52.6,0.0049,0.0041,75,-0.000799999999999999,-0.1633,54.3,3.8,78.5,24.5,0.4862,0.0029,0.1364,0.0768,0.0307,0.0128,0.0066,0.0018,40,0.64,0.02,2.51,6,0.0246,61.5,"2022-05-29","Charles Schwab"
"84","Sam Ryder",22819060,6300,54.45,0.0044,0.0036,86,-8e-04,-0.1818,47.43,0.28,73,23,0.5193,0.0052,0.1551,0.0887,0.0348,0.0141,0.007,0.002,100,0.57,-0.01,2.53,2,0.0051,22,"2022-05-29","Charles Schwab"
"85","Austin Smotherman",22819061,6300,58.1,0.0028,0.0027,98,-9.99999999999998e-05,-0.0357,50.28,7.6,75,24,0.4982,0.0032,0.146,0.0847,0.0326,0.0127,0.0062,0.0015,63,0.43,-0.15,3.76,12,0.0479,52.5,"2022-05-29","Charles Schwab"
"86","Nick Taylor",22819062,6300,53.84,0.0036,0.0038,81,2e-04,0.0556,51.8,0.93,75.5,24,0.5932,0.0053,0.2251,0.1393,0.0611,0.0258,0.0138,0.004,48,0.6,0.02,4.42,6,0.0059,65.5,"2022-05-29","Charles Schwab"
"87","Tyler Duncan",22819063,6300,54.82,0.0034,0.0033,92,-9.99999999999998e-05,-0.0294,46.23,0.65,71,22.5,0.5269,0.0038,0.172,0.1017,0.0425,0.0176,0.0093,0.0024,15,0.52,-0.06,3.79,4,0.0049,66.5,"2022-05-29","Charles Schwab"
"88","Chad Ramey",22819064,6300,56.4,0.0045,0.0038,81,-7e-04,-0.1556,44.8,0.57,70.08,22.5,0.5569,0.0064,0.1846,0.1094,0.0462,0.0192,0.01,0.0023,27,0.6,0.02,2.7,4,0.0053,62,"2022-05-29","Charles Schwab"
"89","Chez Reavie",22819065,6300,49.24,0.0039,0.0033,92,-6e-04,-0.1538,46.74,0.46,71.5,23,0.516,0.0037,0.1555,0.0904,0.0352,0.014,0.0074,0.0019,27,0.52,-0.06,2.88,4,0.0043,60.5,"2022-05-29","Charles Schwab"
"90","Danny Lee",22819066,6300,48.5,0.0044,0.0036,86,-8e-04,-0.1818,44.95,0.85,71.08,22.5,0.5442,0.0037,0.1801,0.1082,0.0446,0.018,0.01,0.0026,23,0.57,-0.01,2.53,4,0.0037,70,"2022-05-29","Charles Schwab"
"91","Michael Thompson",22819067,6200,57.44,0.003,0.0028,96,-2e-04,-0.0667,47.25,0.59,71.5,23,0.5393,0.0037,0.1781,0.1061,0.0454,0.0197,0.0102,0.0031,40,0.45,-0.09,3.59,4,0.0054,51,"2022-05-29","Charles Schwab"
"92","Paul Barjon",22819068,6200,47.97,0.0024,0.002,103,-4e-04,-0.1667,44.76,0.22,70.5,22.5,0.4257,0.0031,0.0932,0.0491,0.0174,0.0063,0.0028,6e-04,100,0.32,-0.22,3.25,4,0.0013,20.5,"2022-05-29","Charles Schwab"
"93","Bill Haas",22819069,6200,53.07,0.0024,0.002,103,-4e-04,-0.1667,40.11,0.28,66,21,0.4409,0.002,0.1016,0.0531,0.0196,0.0069,0.0031,7e-04,27,0.32,-0.22,3.25,4,0.0022,61.5,"2022-05-29","Charles Schwab"
"94","Garrick Higgo",22819070,6200,46.03,0.002,0.002,103,0,0,42.81,0.64,68.5,22.5,0.3996,0.0028,0.0751,0.0388,0.013,0.0049,0.0024,5e-04,100,0.32,-0.22,3.93,4,0.0017,17,"2022-05-29","Charles Schwab"
"95","Brandt Snedeker",22819071,6200,43.91,0.0026,0.0032,94,6e-04,0.2308,47.57,0.7,73,23,0.5045,0.0046,0.1441,0.0812,0.0312,0.0126,0.0063,0.0015,57,0.52,-0.02,5.41,6,0.0056,52.5,"2022-05-29","Charles Schwab"
"96","Kramer Hickok",22819073,6200,46.81,0.0038,0.0031,95,-7e-04,-0.1842,47.58,0.69,73,23,0.5441,0.004,0.1824,0.108,0.0449,0.0185,0.0093,0.0023,100,0.5,-0.04,2.72,4,0.0045,22,"2022-05-29","Charles Schwab"
"97","Andrew Putnam",22819074,6200,52.18,0.0061,0.0051,62,-0.001,-0.1639,47.48,0.87,72.5,23,0.6081,0.008,0.2402,0.1502,0.066,0.0296,0.0149,0.0041,15,0.82,0.28,2.19,4,0.0058,69.5,"2022-05-29","Charles Schwab"
