player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Ryan Fitzpatrick,2467,QB,NYJ,15,1.76,0,576,22,68.8,439,467,11.3,2.52,15,21,4.3,58.2,272,183,9.9,517,89.8,30,186,,,,,90.2,67.7,53.5,,64.9,,,74.1,,,8,12,537,9.3,90.3,3.3,17,33,0,5,28,28,5.2,3412,7.3,71.1,412,435,9.6,2.36,14,20,4.5,60.5,263,167,10.2,474,82.3,30,169,,,,,89.7,68.2,51.7,,64.7,,,79.9,,,7,11,491,10.2,92.9,3.6,17,22,0,2,28,23,4.7,3083,7.1,72.0,82,90,9.9,3.01,3,1,1.1,62.2,56,32,5.1,102,17.7,3,34,,,,,85.3,62.9,80.8,,64.3,,,53.1,,,1,1,106,3.1,82.7,1.0,1,11,0,4,1,5,4.7,641,7.1,0,90.9,55,58,-3.3,2.07,2,0,0.0,81.0,47,16,6.0,59,10.2,3,17,,,,,81.5,64.5,78.6,,64.0,,,,,,0,0,60,6.3,94.8,1.7,1,0,0,1,1,0,0.0,312,5.4,0.03
Kirk Cousins,7102,QB,WAS,15,5.21,0,559,32,76.6,466,492,9.1,2.63,7,20,3.8,67.5,332,199,7.0,522,93.4,25,189,,,,,59.2,72.7,30.1,,72.7,,,54.6,,,1,11,561,13.1,96.9,5.0,26,4,0,18,25,20,3.6,3652,7.4,77.2,408,429,7.9,2.5,7,12,2.6,68.5,294,169,6.7,454,81.2,21,153,,,,,53.3,67.4,25.5,,67.8,,,52.5,,,1,9,484,13.0,93.2,4.8,22,2,0,13,19,18,3.7,2882,6.7,81.9,94,99,9.9,2.84,0,8,7.3,73.7,73,31,5.2,105,18.8,4,48,,,,,86.0,84.3,81.1,,82.2,,,63.5,,,0,2,117,12.9,125.3,3.8,4,2,0,5,7,2,1.7,1108,11.2,0,97.2,36,36,-2.4,1.63,0,0,0.0,97.2,35,1,0.0,37,6.6,0,12,,,,,78.9,68.3,77.2,,67.5,,,,,,0,0,40,0.0,115.0,0.0,0,0,0,0,1,0,0.0,338,9.4,4.47
Russell Wilson,7077,QB,SEA,15,-11.81,0,556,29,76.7,377,412,10.2,3.08,3,26,6.0,65.5,270,231,6.6,513,92.3,19,187,,,,,51.4,84.2,17.8,,83.5,58.4,,71.3,,,3,7,534,19.0,110.6,8.6,44,57,2,27,31,17,3.2,3550,8.6,78.9,332,350,8.6,2.75,2,21,5.7,70.9,248,168,5.3,423,76.1,14,155,,,,,52.3,81.9,10.7,,81.8,,,68.5,,,2,7,440,19.0,113.8,7.6,32,41,2,12,25,15,3.4,3123,8.9,78.2,87,105,9.9,3.74,1,5,4.6,59.0,62,70,8.8,133,23.9,6,42,,,,,63.3,79.1,81.8,,76.5,58.4,,70.9,,,1,1,138,17.1,94.3,9.0,12,16,0,16,6,3,2.2,704,6.7,0,97.6,42,43,-3.0,1.8,0,0,0.0,93.0,40,7,2.4,43,7.7,1,10,,,,,79.6,67.6,77.5,,66.8,,,,,,0,1,44,0.0,83.8,0.0,0,0,0,1,0,1,2.3,277,6.4,-2.22
Jameis Winston,9434,QB,TB,15,0.54,0,546,30,67.6,411,440,12.1,2.92,4,27,5.6,55.9,246,198,11.5,495,90.7,32,185,,,,,55.2,70.9,54.5,,71.5,,,49.9,,,9,12,542,12.6,84.0,5.1,25,30,2,14,20,28,5.2,3332,7.6,68.9,370,395,10.0,2.71,5,21,4.8,58.0,229,160,10.2,436,79.9,26,152,,,,,49.8,61.9,52.1,,62.5,,,48.6,,,8,13,476,11.9,82.7,4.4,19,22,2,10,19,29,6.1,2842,7.2,72.4,87,94,13.4,3.32,0,6,5.8,58.5,55,46,12.7,110,20.1,8,50,,,,,86.1,87.0,81.2,,85.0,,,65.9,,,1,0,120,13.0,100.1,5.5,6,10,0,6,3,2,1.7,871,9.3,0,87.0,46,49,-2.5,2.02,1,0,0.0,77.6,38,8,5.0,51,9.3,2,17,,,,,80.9,51.1,78.3,,48.1,,,71.7,,,0,1,54,0.0,104.2,0.0,0,2,0,2,2,3,5.6,381,7.8,2.08
Carson Palmer,1317,QB,ARZ,15,-1.69,0,544,1,72.1,419,456,12.9,2.57,2,42,8.4,61.8,282,222,6.6,488,89.7,20,212,,,,,50.9,92.6,77.6,,92.0,,,51.2,,,13,8,536,11.3,107.7,5.1,25,7,6,16,32,23,4.3,4164,9.1,74.6,378,409,10.6,2.31,4,32,7.3,64.8,265,171,6.0,433,79.6,17,178,,,,,44.8,90.6,76.6,,90.0,,,54.3,,,10,7,469,11.1,105.7,4.4,19,5,6,11,27,19,4.1,3414,8.3,74.2,93,103,14.2,3.04,0,10,8.7,63.1,65,56,5.8,111,20.4,4,51,,,,,86.4,89.8,81.3,,88.3,,,51.5,,,3,3,123,10.7,110.8,5.4,6,2,0,7,7,5,4.1,1128,11.0,0,94.2,52,56,-1.9,1.43,2,0,0.0,85.7,48,5,2.0,56,10.3,1,17,,,,,81.1,58.3,78.4,,58.2,,,,,,0,2,56,0.0,91.8,0.0,0,0,0,2,2,1,1.8,378,6.8,2.6
Alex Smith,2218,QB,KC,15,7.29,0,540,16,70.8,343,369,8.6,2.82,6,12,3.0,61.5,227,186,6.6,462,85.6,16,148,,,,,72.4,67.5,23.6,,67.2,60.0,,63.7,,,1,5,497,22.6,91.2,9.1,42,50,0,19,12,12,2.4,2892,7.8,72.8,316,335,6.9,2.7,5,10,2.8,63.9,214,163,7.0,414,76.7,16,131,,,,,69.3,66.4,33.5,,65.9,,,63.2,,,0,5,446,22.1,93.1,8.7,36,42,0,14,13,11,2.5,2494,7.4,80.0,100,111,5.6,2.5,2,2,1.7,71.2,79,34,1.3,126,23.3,1,36,,,,,86.8,67.4,18.0,,67.3,60.0,,63.1,,,1,0,131,20.6,107.8,5.6,7,8,0,8,5,2,1.5,836,7.5,0,91.8,73,77,-2.9,1.65,1,0,0.0,85.7,66,11,1.5,78,14.4,1,19,,,,,83.4,63.9,79.7,,63.4,,,,,,0,0,80,9.1,116.3,1.3,1,0,0,3,6,1,1.3,438,5.7,0.09
Sam Bradford,5526,QB,PHI,13,3.79,0,531,24,76.1,418,449,8.6,2.7,12,23,4.8,62.1,279,173,12.3,486,91.5,39,145,,,,,60.6,72.6,51.4,,72.8,,,46.6,,,7,13,524,15.6,84.3,5.6,27,10,1,11,17,15,2.9,3217,7.2,77.1,367,397,6.7,2.53,12,15,3.5,63.2,251,138,11.3,420,79.1,32,108,,,,,71.5,68.1,48.2,,68.4,,,46.6,,,7,8,451,13.0,81.3,4.3,18,5,1,10,11,10,2.2,2450,6.2,79.6,93,97,11.1,2.93,1,8,7.5,67.0,65,38,12.2,111,20.9,9,43,,,,,40.7,80.3,81.2,,79.7,,,55.1,,,0,5,120,23.7,98.1,8.1,9,5,0,3,6,5,4.2,955,9.8,0,92.9,42,45,-3.2,1.71,1,0,0.0,82.2,37,3,5.1,45,8.5,2,6,,,,,80.0,68.9,77.7,,68.1,,,,,,0,0,47,0.0,84.1,0.0,0,0,0,2,0,0,0.0,188,4.2,3.68
Cam Newton,6153,QB,CAR,15,1.34,0,527,5,68.9,396,436,12.2,2.9,12,33,7.1,56.4,246,180,9.9,494,93.7,27,191,,,,,78.6,82.3,78.2,,82.2,,,64.1,,,12,10,524,16.1,96.3,5.9,29,29,2,14,32,17,3.2,3377,7.7,70.9,302,328,10.7,2.83,9,24,7.0,58.2,191,131,10.7,373,70.8,23,134,,,,,72.1,78.3,76.1,,78.9,,,62.4,,,7,6,392,16.8,95.4,5.9,22,23,2,8,21,11,2.8,2445,7.5,70.9,127,141,11.7,2.87,3,9,5.9,59.6,84,55,6.7,154,29.2,6,65,,,,,88.7,81.1,82.5,,78.5,,,70.0,,,5,4,167,12.7,100.8,4.5,7,6,0,6,12,6,3.6,1099,7.8,0,93.9,33,33,-3.4,1.99,0,0,0.0,87.9,29,6,6.5,33,6.3,2,8,,,,,78.3,63.4,76.7,,63.0,,,,,,0,0,35,0.0,97.9,0.0,0,0,0,0,1,0,0.0,167,5.1,0.34
Jay Cutler,2956,QB,CHI,14,8.19,0,499,6,70.0,377,397,10.5,2.79,7,17,4.0,60.5,240,187,9.1,435,87.2,24,154,,,,,44.4,75.6,89.2,,75.5,,,50.9,,,0,6,460,12.8,92.4,5.5,24,14,1,12,18,15,3.3,2961,7.5,71.6,359,375,9.2,2.62,7,15,3.8,62.4,234,162,8.9,407,81.6,23,139,,,,,51.4,72.0,89.1,,72.4,,,45.5,,,0,7,432,14.2,90.5,5.7,23,9,1,8,15,15,3.5,2782,7.4,80.0,80,85,6.9,2.67,0,2,2.2,70.6,60,29,6.3,92,18.4,4,31,,,,,52.9,72.2,80.4,,69.5,,,71.1,,,0,1,96,6.9,102.7,2.2,2,5,0,5,4,2,2.1,632,7.4,0,91.9,62,63,-2.1,1.58,0,0,0.0,85.7,54,4,5.3,64,12.8,3,16,,,,,82.3,53.1,79.1,,53.3,,,,,,0,2,68,25.0,88.7,1.6,1,0,0,1,1,2,2.9,453,7.2,0.02
Teddy Bridgewater,8667,QB,MIN,15,-1.06,0,497,18,77.9,340,388,8.5,3.11,9,16,3.9,63.9,248,229,6.4,457,92.0,17,153,,,,,73.6,69.8,89.4,,66.7,,,70.2,,,2,8,486,17.5,89.7,8.8,40,28,0,37,14,18,3.7,2881,7.4,78.9,265,296,7.3,2.84,8,11,3.5,66.2,196,164,6.2,349,70.2,13,106,,,,,65.8,66.3,88.8,,62.9,,,70.0,,,2,6,371,19.5,88.5,9.2,32,20,0,21,10,15,4.0,2020,6.8,82.0,111,132,7.7,3.42,3,5,3.6,65.2,86,68,5.5,148,29.8,5,57,,,,,88.1,74.7,82.2,,73.3,,,64.4,,,0,2,156,11.8,95.3,5.4,8,8,0,18,4,3,1.9,1112,8.4,0,97.2,36,40,-2.5,1.96,2,0,0.0,85.0,34,3,2.9,40,8.0,1,10,,,,,79.2,68.3,77.3,,67.6,,,,,,0,0,41,0.0,92.8,0.0,0,0,0,2,0,0,0.0,251,6.3,1.6
