player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Alex Smith,2218,QB,KC,1,2.53,2.31,2.95,4.67,38,16,85.0,20,23,1.3,1.87,2,0,0.0,73.9,17,2,0.0,23,60.5,0,7,,76.1,56.8,75.3,56.8,,,0,0,24,0.0,103.0,0.0,0,0,0,1,1,0,0.0,137,6.0,62.5,8,10,18.8,3.54,0,0,0.0,50.0,5,8,0.0,15,39.5,0,6,,73.9,77.7,73.9,82.8,,54.9,0,0,16,25.0,127.5,13.3,2,3,0,2,2,0,0.0,106,10.6
Brian Hoyer,5277,QB,HST,1,2.69,2.68,2.8,,38,13,69.2,13,13,5.6,1.82,0,0,0.0,53.8,7,3,22.2,14,36.8,2,3,,73.2,56.0,73.5,56.2,,,0,1,14,33.3,61.7,7.1,1,0,0,0,1,1,7.1,66,5.1,66.7,18,21,14.2,3.2,0,0,0.0,52.4,11,9,8.3,24,63.2,1,9,,24.6,63.1,75.3,62.7,,,2,0,24,33.3,79.5,12.5,3,0,0,1,0,1,4.2,170,8.1
Ryan Tannehill,7014,QB,MIA,1,2.49,2.44,3.1,,37,17,75.0,16,17,6.9,1.86,1,0,0.0,70.6,12,2,0.0,17,45.9,0,7,,74.2,75.9,74.1,74.5,,,0,0,17,0.0,114.8,0.0,0,0,0,0,1,1,5.9,140,8.2,68.8,16,17,9.9,3.03,1,1,5.6,58.8,10,10,9.1,20,54.1,1,5,,23.4,45.9,74.9,46.9,,,0,0,21,30.0,72.2,15.0,3,0,0,0,0,2,9.5,86,5.1
Matt Ryan,4317,QB,ATL,1,2.61,2.46,2.7,5.1,37,2,80.0,20,20,7.7,1.94,0,2,8.7,80.0,16,3,0.0,20,54.1,0,11,,75.9,74.1,75.2,72.8,,,0,1,23,0.0,117.7,0.0,0,0,0,0,2,2,8.7,185,9.3,53.8,13,14,11.5,3.41,0,0,0.0,50.0,7,4,0.0,17,45.9,0,5,,74.5,44.0,74.5,47.3,,52.3,0,1,19,25.0,47.6,5.9,1,2,0,1,0,1,5.3,113,8.1
Cam Newton,6153,QB,CAR,1,2.91,2.73,3.2,5.45,35,5,91.7,12,14,6.3,2.05,2,0,0.0,64.3,9,0,18.2,14,40.0,2,5,,73.5,84.6,73.7,82.5,,,0,0,15,,76.5,0.0,0,0,0,0,0,0,0.0,70,5.0,62.5,16,17,11.9,3.48,0,0,0.0,52.9,9,10,10.0,21,60.0,1,6,,75.9,59.2,75.2,53.7,,74.8,1,1,23,20.0,67.0,9.5,2,2,0,0,1,1,4.3,105,6.2
Andy Dalton,6187,QB,CIN,1,2.29,2.24,,3.8,35,7,85.7,21,23,9.4,1.8,2,2,8.3,69.6,16,1,11.1,23,65.7,2,10,,76.1,90.8,75.3,89.4,,,0,0,24,0.0,124.9,0.0,0,0,0,0,2,0,0.0,198,8.6,90.0,10,11,6.3,3.22,1,0,0.0,81.8,9,5,0.0,12,34.3,0,3,,73.2,62.3,73.5,63.8,,58.3,0,0,14,0.0,93.6,0.0,0,1,0,0,0,0,0.0,71,6.5
Carson Palmer,1317,QB,ARZ,1,2.96,2.85,,4.75,34,1,75.0,12,13,6.6,1.98,1,0,0.0,69.2,9,0,0.0,13,38.2,0,5,,73.5,70.6,73.7,69.6,,,0,0,15,,102.1,0.0,0,0,0,0,0,0,0.0,132,10.2,61.1,18,19,15.3,3.57,1,1,4.8,52.6,10,9,9.1,21,61.8,1,9,,75.9,65.7,75.2,63.3,,66.0,0,0,23,0.0,123.9,0.0,0,2,0,0,3,2,8.7,175,9.2
Joe Flacco,4332,QB,BLT,1,2.49,2.43,3.45,,34,3,66.7,15,17,5.7,1.99,0,0,0.0,58.8,10,8,0.0,17,50.0,0,3,,74.2,47.5,74.1,48.3,,,2,2,17,0.0,29.9,0.0,0,0,0,0,0,1,5.9,75,4.4,61.5,13,15,5.5,3.0,0,0,0.0,53.3,8,14,0.0,17,50.0,0,1,,74.5,52.7,74.3,53.1,,,0,0,18,14.3,59.0,11.8,2,0,0,2,0,0,0.0,42,2.8
Tom Brady,698,QB,NE,1,1.97,1.92,2.9,,34,19,88.9,27,28,7.1,1.77,1,2,6.9,82.1,23,6,4.2,28,82.4,1,17,,77.2,92.2,76.0,91.1,,,0,0,29,0.0,144.5,0.0,0,0,0,0,4,0,0.0,257,9.2,50.0,4,4,14.3,2.92,0,0,0.0,50.0,2,5,0.0,6,17.6,0,2,,69.6,55.3,71.1,55.6,,,0,0,7,40.0,76.0,33.3,2,0,0,0,0,0,0.0,31,7.8
Matt McGloin,8374,QB,OAK,1,1.97,1.94,2.4,,33,23,88.5,26,26,4.1,1.77,0,0,0.0,76.9,20,9,13.0,27,81.8,3,8,,25.5,48.9,75.9,49.6,,,0,0,28,11.1,109.9,3.7,1,0,0,0,2,1,3.6,113,4.3,75.0,4,5,11.0,2.85,0,0,0.0,60.0,3,4,0.0,6,18.2,0,2,,68.9,39.8,70.6,41.3,,,0,1,6,25.0,36.7,16.7,1,0,0,1,0,1,16.7,29,5.8
Kirk Cousins,7102,QB,WAS,1,2.25,2.31,2.5,,33,32,81.8,22,22,8.6,1.84,0,2,8.7,77.3,17,6,5.6,22,66.7,1,10,,76.1,87.5,75.3,85.1,,,0,1,24,0.0,94.3,0.0,0,0,0,0,1,0,0.0,167,7.6,44.4,9,9,13.0,3.36,0,0,0.0,44.4,4,7,0.0,10,30.3,0,2,,72.8,28.8,73.2,29.7,,,0,1,13,14.3,13.0,10.0,1,0,0,0,0,1,7.7,29,3.2
Johnny Manziel,8657,QB,CLV,1,2.98,2.53,3.67,4.74,32,8,50.0,14,14,7.3,1.91,0,1,7.1,42.9,6,4,14.3,14,43.8,1,4,,73.2,48.1,73.5,49.0,,,0,1,14,0.0,62.8,0.0,0,0,0,0,1,2,14.3,104,7.4,88.9,9,10,8.7,3.81,0,0,0.0,70.0,7,11,12.5,18,56.3,1,5,,16.4,45.2,74.9,38.6,,64.1,0,0,21,27.3,92.9,16.7,3,5,0,1,0,2,9.5,78,7.8
Colin Kaepernick,6188,QB,SF,1,3.04,2.46,9.5,5.15,31,28,81.8,11,12,4.1,1.78,1,0,0.0,58.3,7,2,22.2,12,38.7,2,2,,72.4,46.5,72.9,47.4,,,0,0,12,0.0,66.7,0.0,0,0,0,0,0,0,0.0,46,3.8,76.9,13,14,10.6,3.83,0,0,0.0,71.4,10,11,0.0,19,61.3,0,9,,75.1,69.0,74.7,68.1,,62.4,0,0,20,9.1,97.0,5.3,1,4,0,1,0,0,0.0,119,8.5
Matthew Stafford,4924,QB,DET,1,2.55,2.55,2.7,,31,11,93.8,16,16,2.2,1.84,0,0,0.0,93.8,15,3,0.0,16,51.6,0,10,,73.9,75.4,73.9,74.0,,,0,1,16,0.0,131.0,0.0,0,0,0,0,2,0,0.0,195,12.2,41.7,12,14,15.8,3.31,0,0,0.0,28.6,4,9,20.0,15,48.4,1,2,,73.5,34.6,73.7,36.6,,,1,1,15,11.1,12.5,6.7,1,0,0,1,0,2,13.3,51,3.6
Nick Foles,7089,QB,SL,1,2.75,2.68,2.7,3.8,31,26,90.9,11,11,6.2,1.98,0,1,9.1,81.8,9,4,10.0,11,35.5,1,6,,71.9,92.1,72.6,91.0,,,0,0,11,0.0,149.1,0.0,0,0,0,0,1,0,0.0,145,13.2,69.2,13,16,12.5,3.18,0,0,0.0,56.3,9,13,0.0,20,64.5,0,8,,75.1,80.4,74.9,73.5,,75.3,0,0,21,15.4,88.5,10.0,2,2,0,3,0,0,0.0,152,9.5
Aaron Rodgers,2241,QB,GB,1,2.79,2.28,,5.68,29,12,92.9,14,14,3.9,1.52,0,1,7.1,92.9,13,1,0.0,14,48.3,0,6,,73.2,84.2,73.5,82.1,,,0,0,14,0.0,135.7,0.0,0,0,0,0,3,0,0.0,99,7.1,62.5,8,9,14.4,4.26,1,2,15.4,55.6,5,7,0.0,14,48.3,0,6,,74.8,89.1,74.5,90.7,,62.0,0,0,19,0.0,90.0,0.0,0,5,0,0,0,0,0.0,90,10.0
Ryan Fitzpatrick,2467,QB,NYJ,1,2.29,2.29,,,24,22,75.0,12,13,7.8,1.85,0,1,7.7,69.2,9,1,0.0,13,54.2,0,4,,72.8,76.4,73.2,74.9,,,0,0,13,0.0,117.6,0.0,0,0,0,1,2,0,0.0,57,4.4,60.0,10,11,18.6,2.81,0,2,18.2,54.5,6,4,0.0,11,45.8,0,6,,71.9,79.8,72.6,77.9,,,0,1,11,0.0,55.9,0.0,0,0,0,1,0,1,9.1,122,11.1
Tyrod Taylor,6332,QB,BUF,1,3.05,2.67,,4.88,23,4,87.5,8,9,5.4,1.94,1,0,0.0,77.8,7,2,0.0,9,39.1,0,2,,70.9,58.3,71.9,58.3,,,0,0,9,0.0,101.4,0.0,0,0,0,0,0,0,0.0,75,8.3,80.0,10,10,11.7,3.76,0,1,9.1,70.0,7,10,12.5,14,60.9,1,6,,21.2,83.8,73.7,91.2,,50.5,0,0,15,0.0,143.8,0.0,0,4,0,0,1,1,6.7,120,12.0
Marcus Mariota,9435,QB,TEN,1,2.48,2.22,3.77,,18,31,90.9,11,11,5.0,1.9,0,0,0.0,90.9,10,2,0.0,12,66.7,0,8,,73.2,65.1,73.5,64.5,,,0,0,14,50.0,158.3,8.3,1,0,0,0,4,1,7.1,147,13.4,100.0,4,4,11.5,3.63,0,1,20.0,75.0,3,4,25.0,6,33.3,1,3,,69.6,81.7,71.1,79.7,,,0,0,7,50.0,116.7,33.3,2,0,0,0,0,0,0.0,62,15.5
Ryan Mallett,6226,QB,HST,1,2.79,2.62,2.8,5.0,15,13,75.0,4,4,11.3,2.13,0,0,0.0,75.0,3,1,0.0,4,26.7,0,1,,68.9,71.9,70.6,70.8,,,0,0,6,0.0,103.1,0.0,0,0,0,0,0,0,0.0,37,9.3,55.6,9,9,11.0,3.03,0,0,0.0,55.6,5,3,0.0,11,73.3,0,5,,71.9,59.8,72.6,56.9,,63.3,0,0,11,33.3,113.7,9.1,1,1,0,0,1,0,0.0,61,6.8
Derek Carr,8671,QB,OAK,1,2.3,2.08,,4.9,13,23,77.8,9,9,3.0,1.74,0,0,0.0,55.6,5,1,28.6,9,69.2,2,1,,70.9,66.6,71.9,65.9,,,0,0,9,0.0,69.2,0.0,0,0,0,0,0,0,0.0,45,5.0,66.7,3,3,7.3,3.55,0,0,0.0,66.7,2,2,0.0,4,30.8,0,2,,14.5,29.9,69.2,60.7,,39.9,0,0,4,0.0,79.9,0.0,0,1,0,0,0,1,25.0,16,5.3
Josh McCown,1085,QB,CLV,1,3.13,2.71,,4.8,10,8,75.0,4,4,2.8,2.08,0,0,0.0,75.0,3,2,0.0,4,40.0,0,1,,66.9,67.4,69.2,66.7,,,0,0,4,0.0,84.4,0.0,0,0,0,0,0,0,0.0,19,4.8,75.0,4,4,17.3,3.83,0,0,0.0,50.0,2,3,33.3,6,60.0,1,2,,16.2,60.4,70.6,79.5,,39.7,0,0,6,0.0,75.0,0.0,0,2,0,0,0,1,16.7,30,7.5
Marshawn Lynch,3628,HB,SEA,1,7.1,,,7.1,1,29,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.1,0,0,,,0,0,,1,100.0,0,0,,60.4,70.2,62.8,,,65.6,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Antonio Brown,5718,WR,PIT,1,5.5,,5.5,,1,25,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.5,0,0,,,0,1,,1,100.0,0,0,,60.4,55.6,64.9,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
