player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Ryan Fitzpatrick,2467,QB,MIA,2,28.24,0,86,17,73.8,65,70,9.1,2.44,2,2,2.7,64.3,45,21,6.3,79,91.9,3,31,,84.1,64.8,81.6,63.4,,63.4,1,3,85,19.0,77.3,5.1,4,5,1,1,2,4,4.7,504,7.2,69.1,55,60,8.1,2.42,2,2,3.1,60.0,36,19,5.3,68,79.1,2,20,,83.2,53.9,81.2,52.1,,63.4,1,3,74,15.8,65.8,4.4,3,5,1,1,2,4,5.4,337,5.6,100.0,16,17,7.8,2.24,1,0,0.0,88.2,15,3,6.3,18,20.9,1,12,,74.5,91.3,74.3,90.3,,,0,0,18,33.3,111.3,5.6,1,0,0,0,0,0,0.0,182,10.7,0,100.0,6,7,-3.3,1.79,1,0,0.0,85.7,6,1,0.0,7,8.1,0,1,,69.6,63.8,71.1,63.4,,,0,0,7,0.0,79.2,0.0,0,0,0,0,0,0,0.0,15,2.1,5.09
Matthew Stafford,4924,QB,DET,2,-4.09,0,85,11,70.8,65,69,10.1,2.71,0,4,5.6,58.0,40,24,13.0,79,92.9,6,26,,83.7,60.9,81.6,60.8,,56.4,2,2,82,20.8,84.1,6.3,5,5,1,1,3,3,3.7,518,7.5,72.2,54,57,8.6,2.64,0,4,6.8,59.6,34,19,12.8,67,78.8,5,21,,82.6,67.2,81.2,67.3,,56.4,1,1,69,26.3,91.2,7.5,5,5,1,1,3,2,2.9,399,7.0,75.0,16,18,10.4,2.75,0,0,0.0,55.6,10,5,16.7,18,21.2,2,5,,75.1,44.9,74.7,45.9,,,1,1,20,0.0,58.1,0.0,0,0,0,1,0,1,5.0,142,7.9,0,100.0,5,6,-4.6,2.07,0,0,0.0,66.7,4,0,20.0,6,7.1,1,0,,69.6,60.5,71.1,60.3,,,0,0,7,,73.6,0.0,0,0,0,1,0,0,0.0,23,3.8,0.89
Gardner Minshew,41401,QB,JAX,2,1.47,0,78,15,77.8,54,56,9.6,2.87,0,3,5.3,71.4,40,19,4.8,69,88.5,2,31,,45.4,70.7,11.1,73.1,,54.3,1,2,70,31.6,115.9,8.7,6,7,0,1,6,2,2.9,450,8.0,80.9,47,48,6.9,2.59,0,2,4.1,75.0,36,12,5.3,56,71.8,2,24,,38.6,70.5,3.7,73.0,,55.7,0,2,57,16.7,105.8,3.6,2,6,0,1,4,1,1.8,355,7.4,81.3,16,17,10.5,3.1,0,1,5.9,76.5,13,8,0.0,22,28.2,0,9,,75.6,67.6,75.0,68.1,,58.3,1,0,22,50.0,143.5,18.2,4,1,0,0,2,1,4.5,157,9.2,0,100.0,9,9,-3.2,1.68,0,0,0.0,100.0,9,1,0.0,9,11.5,0,2,,70.9,66.8,71.9,66.2,,,0,0,9,0.0,95.4,0.0,0,0,0,0,0,0,0.0,62,6.9,1.84
Ben Roethlisberger,1732,QB,PIT,2,-6.73,0,78,25,79.3,58,62,8.4,2.45,3,4,6.5,66.1,41,16,10.9,66,84.6,5,28,,82.4,71.0,12.1,70.4,,64.7,0,1,66,12.5,111.4,3.0,2,1,0,1,5,2,3.0,507,8.2,80.6,62,65,6.9,2.35,3,4,6.2,69.2,45,15,10.0,69,88.5,5,26,,82.6,70.9,13.5,70.3,,64.7,0,1,69,13.3,110.4,2.9,2,1,0,0,5,2,2.9,490,7.5,85.7,7,8,4.0,2.22,0,0,0.0,62.5,5,2,16.7,9,11.5,1,4,,70.9,65.9,71.9,65.3,,,0,0,9,50.0,80.2,11.1,1,0,0,1,0,0,0.0,50,6.3,0,90.9,11,11,-2.9,1.71,0,0,0.0,81.8,9,1,10.0,12,15.4,1,2,,72.4,65.4,72.9,64.9,,,0,0,12,100.0,79.2,8.3,1,0,0,0,0,0,0.0,33,3.0,-1.29
Aaron Rodgers,2241,QB,GB,2,-9.49,0,77,12,76.2,63,65,11.4,2.7,0,9,12.5,64.6,42,13,12.5,68,88.3,6,28,,83.1,96.1,81.8,95.3,,60.6,0,0,75,7.7,123.4,1.5,1,2,0,2,6,0,0.0,573,8.8,78.9,57,59,9.3,2.21,0,7,10.9,69.5,41,9,8.9,61,79.2,4,25,,82.3,94.8,81.5,93.9,,63.0,0,0,66,11.1,124.7,1.6,1,1,0,2,5,0,0.0,516,8.7,78.6,14,15,11.8,3.64,0,2,11.8,60.0,9,4,18.2,16,20.8,2,5,,74.5,90.1,74.3,89.9,,58.3,0,0,18,0.0,98.8,0.0,0,1,0,1,1,0,0.0,88,5.9,0,100.0,8,9,-2.9,1.09,0,0,0.0,88.9,8,0,0.0,9,11.7,0,2,,70.9,64.8,71.9,64.4,,,0,0,9,,81.0,0.0,0,0,0,1,0,0,0.0,31,3.4,-2.88
Tom Brady,698,QB,TB,2,-7.77,0,76,30,76.8,56,59,10.1,2.6,1,9,13.4,61.0,36,18,16.3,63,82.9,7,21,,82.8,91.2,81.2,90.4,,63.1,0,2,71,16.7,84.9,4.8,3,1,0,2,3,1,1.4,412,7.0,80.4,56,59,6.7,2.34,1,6,9.1,66.1,39,16,13.3,64,84.2,6,17,,82.8,79.1,81.2,77.4,,63.1,0,1,71,18.8,85.9,4.7,3,1,0,2,2,1,1.4,347,5.9,75.0,12,12,12.8,2.83,0,3,23.1,58.3,7,2,22.2,12,15.8,2,4,,72.8,90.6,73.2,88.9,,,0,2,13,0.0,76.7,0.0,0,0,0,0,1,1,7.7,109,9.1,0,91.7,12,12,-2.7,1.5,0,0,0.0,83.3,10,0,9.1,13,17.1,1,0,,72.8,36.7,73.2,38.2,,,0,1,13,,47.2,0.0,0,0,0,0,0,1,7.7,44,3.7,3.2
Russell Wilson,7077,QB,SEA,2,-16.77,0,74,29,94.5,55,58,7.9,3.07,1,5,8.2,82.8,48,29,7.7,69,93.2,4,29,,83.1,93.1,81.4,92.0,,75.2,0,1,73,17.2,140.7,7.2,5,6,0,2,8,0,0.0,579,10.0,93.8,48,50,7.5,2.82,1,4,7.4,86.0,43,21,4.4,56,75.7,2,23,,81.9,91.2,81.0,90.5,,66.4,0,0,61,19.0,150.3,7.1,4,2,0,1,8,0,0.0,529,10.6,100.0,11,13,4.5,3.72,0,1,7.7,69.2,9,9,18.2,18,24.3,2,7,,74.5,90.2,74.3,84.5,,74.7,0,1,18,11.1,79.3,5.6,1,4,0,2,1,0,0.0,81,6.2,0,100.0,4,5,-5.5,2.58,0,0,0.0,80.0,4,1,0.0,5,6.8,0,1,,68.9,63.3,70.6,62.9,,,0,0,6,0.0,132.1,0.0,0,0,0,1,1,0,0.0,31,6.2,-4.35
Philip Rivers,1725,QB,IND,2,7.86,0,74,14,76.7,60,61,9.3,2.44,1,5,7.5,73.8,45,13,2.2,64,86.5,1,23,,83.0,76.6,81.8,76.1,,55.8,0,3,70,15.4,80.2,3.1,2,1,0,0,1,4,5.7,464,7.6,78.8,52,53,7.1,2.21,1,4,6.9,75.5,40,9,2.4,55,74.3,1,19,,82.0,73.9,81.5,73.6,,55.8,0,2,60,11.1,91.7,1.8,1,1,0,0,2,3,5.0,380,7.2,83.3,18,18,7.8,2.64,0,1,5.3,83.3,15,4,0.0,19,25.7,0,8,,75.1,76.0,74.7,74.5,,,0,1,20,25.0,89.1,5.3,1,0,0,0,0,1,5.0,197,10.9,0,100.0,10,10,-4.5,1.52,0,0,0.0,100.0,10,0,0.0,10,13.5,0,4,,71.4,67.4,72.3,66.7,,,0,0,10,,147.1,0.0,0,0,0,0,1,0,0.0,113,11.3,3.77
Dwayne Haskins,41897,QB,WAS,2,-3.02,0,74,32,57.1,56,59,8.9,2.47,0,3,4.8,52.5,31,26,3.1,69,93.2,1,20,,83.3,46.3,81.6,46.7,,53.3,2,0,74,26.9,82.9,10.1,7,3,0,1,2,1,1.4,364,6.2,60.0,50,51,7.5,2.23,0,2,3.7,56.9,29,17,3.3,56,75.7,1,17,,82.2,49.7,81.2,48.8,,58.4,1,0,60,17.6,86.8,5.4,3,2,0,0,2,1,1.7,297,5.8,63.6,11,13,10.8,2.94,0,1,7.1,53.8,7,9,0.0,18,24.3,0,5,,74.5,47.7,74.5,51.7,,54.9,1,0,19,44.4,80.3,22.2,4,1,0,1,0,0,0.0,104,8.0,0,100.0,5,5,-1.4,1.5,0,0,0.0,100.0,5,0,0.0,5,6.8,0,2,,68.0,65.3,69.9,64.7,,,0,0,5,,97.5,0.0,0,0,0,0,0,0,0.0,37,7.4,2.18
Sam Darnold,29048,QB,NYJ,2,-14.91,0,73,22,72.0,50,55,7.9,2.73,0,2,3.3,56.4,31,27,13.9,61,83.6,5,18,,82.3,59.4,7.2,59.5,,62.4,3,1,66,14.8,70.7,6.6,4,2,2,0,1,2,3.0,306,5.6,75.9,54,57,5.5,2.42,0,2,3.2,64.9,37,20,9.8,62,84.9,4,16,,82.4,59.6,7.8,59.6,,62.4,1,1,67,15.0,84.2,4.8,3,2,2,0,2,2,3.0,323,5.7,75.0,8,10,9.1,2.97,0,0,0.0,50.0,5,7,16.7,11,15.1,1,3,,71.9,66.0,72.6,65.4,,,2,0,11,14.3,73.3,9.1,1,0,0,0,0,0,0.0,71,7.1,0,91.7,12,12,-2.1,1.34,0,0,0.0,91.7,11,0,0.0,12,16.4,0,1,,72.4,67.8,72.9,67.1,,,0,0,12,,125.0,0.0,0,0,0,0,1,0,0.0,88,7.3,1.43
Mitchell Trubisky,11757,QB,CHI,2,15.91,0,73,6,64.3,56,59,11.3,3.19,2,6,10.2,57.6,34,17,5.6,67,91.8,2,27,,36.4,74.7,15.9,73.7,,66.3,1,2,67,29.4,92.8,7.5,5,2,0,0,5,4,6.0,404,6.8,61.5,39,41,10.4,3.28,1,5,12.2,53.7,22,14,8.3,48,65.8,2,17,,28.7,69.2,6.0,66.3,,72.4,1,1,48,28.6,101.0,8.3,4,3,0,0,5,3,6.3,244,6.0,72.7,22,23,9.4,2.83,1,1,4.3,69.6,16,4,0.0,25,34.2,0,11,,76.3,77.3,75.5,75.7,,,0,1,25,25.0,76.0,4.0,1,0,0,0,0,1,4.0,188,8.2,0,80.0,5,5,-3.2,2.37,0,0,0.0,80.0,4,1,0.0,6,8.2,0,1,,68.9,61.9,70.6,51.3,,65.9,0,0,6,0.0,90.0,0.0,0,1,0,0,0,0,0.0,28,5.6,2.22
Ryan Tannehill,7014,QB,TEN,2,-5.43,0,72,31,83.3,54,60,8.2,2.65,2,2,3.1,71.7,43,19,4.4,65,90.3,2,29,,83.0,77.0,22.4,76.2,,65.3,2,0,70,10.5,125.9,3.1,2,3,0,2,6,2,2.9,443,7.4,82.5,40,43,7.0,2.22,2,1,2.1,72.1,31,9,6.1,45,62.5,2,19,,81.0,77.0,13.6,76.7,,63.1,1,0,49,22.2,112.3,4.4,2,0,0,0,3,1,2.0,277,6.4,80.0,20,24,7.7,3.25,0,1,3.8,66.7,16,11,0.0,27,37.5,0,11,,77.2,67.5,76.0,66.1,,63.5,1,0,29,0.0,133.9,0.0,0,3,0,3,3,1,3.4,211,8.8,0,66.7,6,7,-1.5,2.16,0,0,0.0,57.1,4,1,0.0,7,9.7,0,1,,70.3,58.0,71.5,58.1,,,0,0,8,0.0,76.5,0.0,0,0,0,1,0,0,0.0,45,6.4,2.35
Derek Carr,8671,QB,LV,2,-4.17,0,72,23,79.6,54,60,7.9,2.65,2,3,4.5,71.7,43,15,0.0,64,88.9,0,28,,82.5,65.5,81.7,66.5,,47.8,0,0,70,20.0,117.5,4.7,3,1,0,4,4,1,1.4,482,8.0,82.5,40,44,5.9,2.43,1,2,4.0,75.0,33,10,0.0,46,63.9,0,18,,80.6,62.7,81.2,63.5,,51.6,0,0,52,20.0,113.1,4.3,2,0,0,3,2,1,1.9,352,8.0,81.0,21,24,8.2,2.7,1,1,4.2,70.8,17,6,0.0,26,36.1,0,11,,76.6,69.1,75.6,69.4,,58.3,0,0,26,16.7,118.6,3.8,1,1,0,2,2,0,0.0,171,7.1,0,100.0,7,8,-2.7,1.6,0,0,0.0,87.5,7,1,0.0,8,11.1,0,1,,70.3,64.5,71.5,64.1,,,0,0,8,0.0,88.0,0.0,0,0,0,1,0,0,0.0,41,5.1,-0.87
