player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Kyler Murray,38334,QB,ARZ,6,-7.99,0,232,1,73.4,158,174,10.5,2.92,3,8,4.3,63.2,110,50,5.2,199,85.8,6,79,,90.4,77.8,9.2,71.0,,87.2,0,6,212,18.0,90.9,4.5,9,16,2,11,9,6,2.8,1387,8.0,78.1,128,142,7.7,2.57,1,6,3.9,68.3,97,36,3.0,157,67.7,3,56,,90.1,77.5,0.8,72.2,,82.2,0,5,168,11.1,85.5,2.5,4,11,2,11,6,3,1.8,923,6.5,71.9,57,63,10.3,3.11,2,2,2.9,60.3,38,19,7.3,75,32.3,3,29,,83.4,68.3,0.0,64.7,,80.3,0,1,80,26.3,104.2,6.7,5,6,0,4,4,3,3.8,564,9.0,0,92.6,27,31,-3.1,1.72,0,0,0.0,80.6,25,5,0.0,33,14.2,0,6,,78.4,60.5,0.0,64.0,,58.3,0,0,36,0.0,90.9,0.0,0,1,0,4,1,0,0.0,100,3.2,2.45
Daniel Jones,39395,QB,NYG,6,0.04,0,231,21,73.2,168,186,7.9,2.91,3,8,4.0,59.1,110,98,10.6,216,93.5,13,74,,45.6,75.9,85.5,71.2,,79.2,4,6,231,17.3,69.4,7.9,17,12,2,9,3,7,3.0,1165,6.3,73.9,138,152,7.1,2.79,2,7,4.3,61.2,93,77,8.8,176,76.2,9,55,,55.0,71.6,85.0,66.6,,78.0,3,4,188,16.9,70.3,7.4,13,10,2,7,2,6,3.2,869,5.7,79.1,43,49,7.0,3.15,1,1,1.9,61.2,30,25,11.8,55,23.8,4,21,,36.9,80.2,78.6,77.7,,66.4,1,2,59,16.0,73.0,7.3,4,2,0,4,1,1,1.7,354,7.2,0,100.0,13,15,-3.8,2.33,0,0,0.0,86.7,13,4,0.0,15,6.5,0,2,,73.9,65.6,73.9,65.0,,,0,0,16,0.0,82.8,0.0,0,0,0,2,0,0,0.0,58,3.9,1.5
Ryan Fitzpatrick,2467,QB,MIA,6,9.35,0,224,17,77.4,168,178,9.4,2.48,4,9,4.7,68.0,121,67,6.9,205,91.5,9,86,,90.2,75.0,85.7,69.6,,82.7,3,7,218,14.9,94.8,4.9,10,17,1,2,10,11,5.0,1441,8.1,76.4,148,157,8.3,2.4,3,9,5.4,68.2,107,56,5.3,178,79.5,6,66,,90.0,70.8,85.4,66.6,,76.3,3,6,190,12.5,91.5,3.9,7,14,1,2,8,9,4.7,1191,7.6,89.5,38,40,7.8,2.57,2,0,0.0,77.5,31,12,8.8,46,20.5,3,23,,80.0,81.3,77.7,75.2,,81.7,0,1,47,25.0,108.8,6.5,3,3,0,0,2,2,4.3,344,8.6,0,94.4,18,19,-3.2,1.95,1,0,0.0,89.5,17,1,0.0,19,8.5,0,3,,74.8,68.2,74.5,67.5,,,0,0,19,0.0,87.3,0.0,0,0,0,0,0,0,0.0,94,4.9,1.01
Philip Rivers,1725,QB,IND,6,-9.89,0,204,14,73.8,168,177,9.3,2.5,3,13,6.8,67.8,120,51,3.2,183,89.7,4,69,,90.1,72.8,56.6,72.1,,57.5,2,6,199,9.8,89.2,2.7,5,1,0,4,6,10,5.0,1422,8.0,78.4,148,156,7.6,2.34,3,12,7.1,71.8,112,38,3.4,160,78.4,4,64,,89.5,80.8,85.3,79.4,,57.5,2,4,173,7.9,99.4,1.9,3,1,0,3,6,6,3.5,1324,8.5,69.2,39,42,9.2,2.63,1,1,2.2,61.9,26,13,3.7,44,21.6,1,13,,80.1,46.4,0.0,48.9,,,0,2,48,15.4,68.9,4.5,2,0,0,2,1,4,8.3,274,6.5,0,100.0,19,21,-4.4,1.55,1,0,0.0,85.7,18,0,5.3,21,10.3,1,8,,75.6,67.6,75.0,66.9,,,0,0,22,,117.5,0.0,0,0,0,1,1,0,0.0,176,8.4,-1.97
Jared Goff,10635,QB,LA,6,5.23,0,204,26,78.4,153,166,9.0,2.78,4,10,5.8,68.1,113,50,5.8,180,88.2,7,71,,90.0,87.8,85.7,85.8,,67.8,1,4,187,14.0,105.4,3.9,7,7,0,8,10,3,1.6,1455,8.8,75.0,100,109,8.4,2.34,5,6,5.3,65.1,71,28,5.3,115,56.4,4,39,,87.3,78.0,84.9,75.1,,70.6,1,4,121,17.9,87.9,4.3,5,1,0,3,5,2,1.7,826,7.6,85.9,71,81,6.4,3.13,1,4,4.8,70.4,57,22,6.6,89,43.6,4,36,,84.3,88.7,80.2,88.0,,59.9,0,0,92,9.1,119.6,2.2,2,6,0,9,5,1,1.1,744,9.2,0,88.9,18,24,-4.2,1.95,2,0,0.0,62.5,15,0,6.3,24,11.8,1,4,,76.6,60.3,75.6,60.0,,,0,0,26,,74.1,0.0,0,0,0,4,0,0,0.0,115,4.8,1.61
Russell Wilson,7077,QB,SEA,5,0.51,0,200,29,84.4,147,157,10.1,3.12,2,19,11.4,71.3,112,75,9.7,187,93.5,12,75,,90.0,95.0,84.9,93.9,,76.3,1,3,200,18.7,129.0,7.5,14,16,0,7,18,2,1.0,1402,8.9,83.5,121,128,9.6,2.91,1,15,10.9,72.7,93,58,7.9,148,74.0,8,58,,88.8,92.9,84.4,91.5,,78.7,1,2,161,20.7,130.5,8.1,12,8,0,5,14,2,1.2,1166,9.1,91.9,37,41,7.2,3.46,1,4,9.5,73.2,30,20,11.8,52,26.0,4,21,,80.8,92.4,78.2,92.4,,63.9,0,1,53,15.0,126.6,5.8,3,8,0,3,5,0,0.0,336,8.2,0,100.0,11,12,-4.9,2.1,0,0,0.0,91.7,11,3,0.0,13,6.5,0,4,,73.2,61.1,73.5,60.8,,,0,0,14,33.3,129.2,7.7,1,0,0,1,1,0,0.0,100,8.3,-0.91
Kirk Cousins,7102,QB,MIN,6,-7.32,0,195,18,72.4,152,163,11.8,2.88,1,13,7.3,63.8,104,76,5.5,183,93.8,6,70,,90.0,81.6,85.6,79.4,,66.1,4,10,198,18.4,88.6,7.7,14,6,1,5,11,8,4.0,1423,8.7,74.8,123,131,9.6,2.62,1,7,5.0,66.4,87,56,5.4,145,74.4,5,51,,88.4,74.3,85.1,72.6,,62.7,4,7,155,17.9,79.6,6.9,10,4,1,2,5,5,3.2,997,7.6,70.0,40,44,14.2,3.51,0,6,12.2,59.1,26,21,7.1,50,25.6,2,22,,81.1,87.8,78.4,84.8,,66.4,0,3,56,19.0,107.8,8.0,4,2,0,4,6,3,5.4,478,10.9,0,90.9,11,12,-3.6,2.38,0,0,0.0,75.0,9,1,10.0,12,6.2,1,3,,72.8,64.6,73.2,64.1,,,0,0,13,0.0,82.6,0.0,0,0,0,1,0,0,0.0,52,4.3,3.25
Lamar Jackson,46416,QB,BLT,6,-0.71,0,192,3,72.8,136,147,11.0,3.22,5,8,5.2,61.9,91,69,8.1,176,91.7,8,61,,74.9,81.8,85.4,75.9,,80.6,0,2,183,21.7,100.8,8.5,15,14,0,6,10,8,4.4,1062,7.2,72.7,99,106,8.9,2.89,5,3,2.7,63.2,67,47,6.9,128,66.7,5,41,,69.6,71.1,84.8,63.9,,76.9,0,2,132,25.5,89.5,9.4,12,10,0,2,5,6,4.5,683,6.4,76.5,51,56,11.5,3.41,1,5,8.3,62.5,35,22,10.3,64,33.3,4,24,,82.3,90.6,79.1,86.7,,78.5,0,0,68,13.6,117.6,4.7,3,4,0,4,5,2,2.9,452,8.1,0,85.7,14,15,-2.0,1.41,1,0,0.0,73.3,11,0,8.3,16,8.3,1,4,,74.2,62.2,74.1,61.8,,,0,0,17,,83.5,0.0,0,0,0,0,0,0,0.0,73,4.9,1.63
Derek Carr,8671,QB,LV,5,-0.31,0,190,23,79.6,147,158,8.3,2.84,4,8,4.7,70.9,112,53,4.3,173,91.1,5,70,,47.8,70.6,85.2,69.9,,56.8,1,1,187,15.1,117.1,4.6,8,7,1,5,11,6,3.2,1341,8.5,82.4,119,127,7.2,2.74,3,6,4.3,73.2,93,44,5.1,138,72.6,5,50,,39.0,66.0,84.7,66.0,,52.6,0,0,150,13.6,120.6,4.3,6,5,1,4,8,5,3.3,1112,8.8,79.5,44,48,7.5,2.68,1,2,3.9,72.9,35,10,0.0,52,27.4,0,23,,81.0,77.6,78.3,75.2,,66.4,1,1,55,20.0,103.6,3.8,2,2,0,2,3,1,1.8,330,6.9,0,100.0,16,17,-2.8,1.59,0,0,0.0,94.1,16,1,0.0,17,8.9,0,3,,74.5,68.4,74.3,67.7,,,0,0,18,0.0,91.4,0.0,0,0,0,1,0,0,0.0,101,5.9,-1.88
Matthew Stafford,4924,QB,DET,5,3.96,0,188,11,69.1,149,156,10.5,2.55,1,7,4.1,59.0,92,55,10.7,175,93.1,11,63,,90.0,65.7,85.2,63.1,,69.9,3,4,191,20.0,91.2,6.3,11,8,1,2,9,5,2.6,1177,7.5,68.1,119,124,9.4,2.43,1,6,4.4,59.7,74,44,8.6,143,76.1,7,48,,88.6,62.4,84.7,60.2,,65.7,2,3,155,27.3,91.1,8.4,12,7,1,1,7,4,2.6,908,7.3,80.5,41,44,9.5,2.73,0,1,2.0,63.6,28,12,15.2,45,23.9,5,17,,80.4,71.5,78.0,68.7,,65.6,1,1,50,0.0,92.2,0.0,0,1,0,2,2,1,2.0,332,7.5,0,100.0,11,12,-4.4,1.83,0,0,0.0,83.3,10,1,9.1,13,6.9,1,2,,73.2,62.8,73.5,62.4,,,0,0,14,100.0,88.5,7.7,1,0,0,1,0,0,0.0,63,5.3,0.23
Aaron Rodgers,2241,QB,GB,5,-2.93,0,187,12,72.9,140,150,11.6,2.84,1,17,10.5,62.7,94,47,7.8,163,87.2,8,67,,89.2,92.9,53.6,92.5,,60.9,0,2,177,14.9,113.1,4.3,7,6,0,9,13,3,1.7,1277,8.5,75.2,113,122,9.5,2.53,1,12,9.2,66.4,81,35,4.7,132,70.6,4,50,,87.6,90.0,49.8,88.5,,66.8,0,2,142,17.1,109.3,4.5,6,4,0,8,9,3,2.1,998,8.2,77.6,49,52,10.2,2.95,0,5,8.9,63.5,33,14,13.2,55,29.4,5,22,,81.4,92.0,78.6,91.7,,52.3,0,0,59,7.1,110.7,1.8,1,2,0,3,4,0,0.0,376,7.2,0,95.5,22,24,-2.4,1.39,0,0,0.0,83.3,20,2,4.8,24,12.8,1,5,,76.1,68.0,75.3,67.3,,,0,0,24,0.0,83.5,0.0,0,0,0,2,0,0,0.0,97,4.0,-0.95
Baker Mayfield,46518,QB,CLV,6,-2.47,0,187,8,71.5,144,161,9.8,3.12,4,7,4.1,59.0,95,55,7.8,177,94.7,8,62,,71.7,58.9,85.8,57.0,,64.1,0,6,188,18.2,83.6,5.6,10,6,1,12,10,11,5.9,1048,6.5,74.5,102,114,8.5,2.92,4,3,2.5,61.4,70,35,7.9,125,66.8,6,42,,87.5,56.6,85.1,54.8,,60.2,0,5,135,20.0,76.8,5.6,7,4,1,7,6,8,5.9,665,5.8,70.0,50,56,10.3,3.42,0,4,7.0,58.9,33,23,5.7,62,33.2,2,24,,40.4,63.1,0.0,62.8,,66.5,0,1,63,17.4,99.6,6.5,4,2,0,6,4,3,4.8,430,7.7,0,100.0,8,9,-3.3,2.4,0,0,0.0,88.9,8,3,0.0,10,5.3,0,4,,71.4,56.4,0.0,62.5,,,0,0,10,33.3,88.4,10.0,1,0,0,1,0,0,0.0,47,5.2,1.85
Ryan Tannehill,7014,QB,TEN,5,-9.33,0,185,31,80.1,146,158,9.1,2.6,3,6,3.6,72.2,114,49,2.6,170,91.9,3,79,,52.5,90.0,57.6,86.0,58.9,84.2,4,2,181,10.2,119.0,2.9,5,7,0,5,13,7,3.9,1312,8.3,81.2,101,109,7.4,2.33,2,3,2.5,73.4,80,33,2.4,115,62.2,2,47,,39.1,79.8,52.4,77.1,,75.0,3,0,125,15.2,114.5,4.3,5,1,0,3,8,4,3.2,701,6.4,77.2,57,64,9.7,3.0,2,3,4.5,64.1,41,18,6.8,70,37.8,3,34,,82.8,90.9,79.4,87.5,58.9,79.3,1,2,73,0.0,112.0,0.0,0,6,0,4,5,3,4.1,669,10.5,0,75.0,12,15,-2.1,2.39,1,0,0.0,46.7,7,2,22.2,15,8.1,2,2,,74.2,60.3,74.1,60.1,,,0,0,17,0.0,57.1,0.0,0,0,0,2,0,0,0.0,58,3.9,4.02
