player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Ryan Fitzpatrick,2467,QB,MIA,4,15.39,0,163,17,75.6,123,130,8.9,2.5,3,6,4.3,67.7,88,44,5.4,151,92.6,5,63,,88.8,72.7,84.2,67.7,,78.7,2,5,162,13.6,83.9,4.0,6,15,1,1,4,8,4.9,972,7.5,73.4,109,115,8.0,2.44,2,6,4.8,66.1,76,38,5.0,131,80.4,4,46,,87.8,66.8,83.9,63.3,,71.4,2,5,141,10.5,77.3,3.1,4,12,1,1,4,7,5.0,736,6.4,92.0,25,27,7.6,2.55,2,0,0.0,81.5,22,7,4.3,32,19.6,1,18,,77.9,84.8,76.5,77.6,,81.7,0,0,33,28.6,106.5,6.3,2,3,0,0,0,1,3.0,258,9.6,0,90.9,11,12,-3.8,1.88,1,0,0.0,83.3,10,1,0.0,12,7.4,0,1,,72.4,66.2,72.9,65.6,,,0,0,12,0.0,79.2,0.0,0,0,0,0,0,0,0.0,22,1.8,3.16
Sam Darnold,29048,QB,NYJ,4,-8.3,0,162,22,65.5,110,120,9.2,3.0,0,4,3.1,54.2,65,65,9.7,144,88.9,7,37,,88.2,57.2,45.3,51.3,,86.5,4,4,154,18.5,61.6,8.3,12,12,2,4,2,5,3.2,653,5.4,70.0,110,117,7.1,2.75,0,3,2.4,60.7,71,51,7.8,136,84.0,6,33,,87.7,58.1,43.7,52.3,,85.8,2,4,144,17.6,69.7,6.6,9,10,2,3,3,5,3.5,638,5.5,66.7,18,21,10.8,3.24,0,1,4.3,52.4,11,14,8.3,26,16.0,1,7,,77.0,61.2,75.9,59.0,,66.4,2,0,28,21.4,76.3,11.5,3,2,0,1,0,0,0.0,154,7.3,0,94.4,18,18,-2.2,1.46,0,0,0.0,94.4,17,0,0.0,18,11.1,0,3,,74.5,69.2,74.3,68.4,,,0,0,18,,117.4,0.0,0,0,0,0,1,0,0.0,139,7.7,1.88
Josh Allen,46601,QB,BUF,4,-0.77,0,162,4,79.8,119,125,10.6,3.25,3,11,8.3,72.0,90,53,5.3,139,85.8,5,58,,29.6,88.9,84.1,90.5,,52.9,0,1,147,15.1,127.9,5.8,8,6,0,3,11,4,2.7,1195,9.6,82.1,84,87,6.8,2.92,2,2,2.1,71.3,62,34,10.1,97,59.9,7,33,,26.9,69.5,83.4,72.4,,51.1,0,1,106,17.6,107.2,6.2,6,4,0,1,5,3,2.8,655,7.5,82.1,56,61,11.1,3.18,2,9,14.3,70.5,43,21,6.5,65,40.1,3,30,,82.2,95.4,79.0,94.3,,63.5,0,0,67,9.5,144.9,3.1,2,2,0,3,7,1,1.5,671,11.0,0,95.2,21,23,-3.4,1.67,1,0,0.0,65.2,15,2,25.0,23,14.2,5,5,,76.6,64.6,75.6,64.1,,,0,0,26,0.0,94.7,0.0,0,0,0,1,1,0,0.0,131,5.7,3.47
Deshaun Watson,11767,QB,HST,4,1.25,0,159,13,72.6,113,120,10.7,3.21,1,11,8.9,63.3,76,57,7.3,149,93.7,6,53,,66.2,75.3,83.6,75.4,,57.3,1,3,154,28.1,97.7,10.7,16,13,1,4,6,5,3.2,1055,8.8,72.5,102,107,9.9,3.03,1,10,9.1,65.4,70,48,5.4,133,83.6,4,48,,63.4,72.9,83.3,74.1,,52.8,1,1,137,29.2,100.3,10.5,14,12,1,2,4,3,2.2,902,8.4,84.2,19,21,8.8,3.46,0,1,4.5,66.7,14,10,12.5,26,16.4,2,8,,76.8,74.5,75.8,71.6,,66.5,0,2,27,20.0,87.5,7.7,2,2,0,2,2,2,7.4,190,9.0,0,100.0,8,8,-4.0,1.52,0,0,0.0,100.0,8,1,0.0,10,6.3,0,3,,71.4,61.6,72.3,64.3,,57.9,0,0,10,0.0,85.9,0.0,0,1,0,0,0,0,0.0,37,4.6,0.62
Russell Wilson,7077,QB,SEA,4,-7.78,0,159,29,86.7,120,127,9.6,3.15,2,15,11.1,74.0,94,59,9.6,149,93.7,10,61,,88.8,95.3,84.2,94.6,,69.8,0,2,160,18.6,135.8,7.4,11,11,0,5,15,1,0.6,1196,9.4,86.6,97,101,8.7,2.89,1,11,10.1,77.2,78,43,7.1,115,72.3,6,46,,87.1,93.0,83.7,92.4,,66.3,0,1,126,20.9,139.2,7.8,9,5,0,3,11,1,0.8,983,9.7,90.6,32,36,8.3,3.54,1,4,10.8,69.4,25,17,13.8,44,27.7,4,18,,79.8,93.3,77.6,92.5,,68.5,0,1,45,11.8,122.9,4.5,2,6,0,3,5,0,0.0,302,8.4,0,100.0,9,10,-4.6,1.93,0,0,0.0,90.0,9,1,0.0,10,6.3,0,3,,71.9,66.2,72.6,65.6,,,0,0,11,0.0,137.1,0.0,0,0,0,1,1,0,0.0,89,8.9,-1.34
Derek Carr,8671,QB,LV,4,0.89,0,158,23,80.5,123,132,7.7,2.81,3,6,4.2,72.0,95,43,4.0,146,92.4,4,59,,39.6,67.4,84.3,68.0,,49.4,0,0,158,16.3,114.3,4.8,7,7,1,5,8,5,3.2,1016,7.7,82.4,102,109,6.5,2.74,2,4,3.4,73.4,80,38,4.8,120,75.9,4,42,,30.7,59.8,83.9,61.4,,43.4,0,0,130,15.8,112.3,5.0,6,5,1,4,6,5,3.8,804,7.4,81.3,32,35,7.8,2.66,1,2,5.3,74.3,26,6,0.0,38,24.1,0,19,,79.2,83.1,77.3,80.3,,66.4,0,0,41,16.7,117.7,2.6,1,2,0,2,2,0,0.0,291,8.3,0,100.0,11,12,-2.6,1.62,0,0,0.0,91.7,11,1,0.0,12,7.6,0,2,,72.8,66.9,73.2,66.3,,,0,0,13,0.0,94.1,0.0,0,0,0,1,0,0,0.0,79,6.6,0.93
Teddy Bridgewater,8667,QB,CAR,4,-3.24,0,157,5,78.1,114,119,8.9,2.65,3,4,3.2,70.6,84,38,5.6,135,86.0,5,56,,64.7,65.1,84.1,62.4,,69.1,0,2,142,21.1,98.2,5.9,8,8,0,2,3,7,4.9,1025,8.6,79.8,104,107,6.4,2.39,2,3,2.7,73.8,79,25,4.8,117,74.5,4,43,,86.7,65.3,83.8,63.3,,65.1,0,2,123,20.0,91.5,4.3,5,5,0,1,1,5,4.1,836,7.8,80.6,31,34,8.6,3.01,1,1,2.9,70.6,24,14,4.0,40,25.5,1,18,,28.4,61.4,77.3,58.8,,68.4,0,1,41,21.4,116.2,7.5,3,3,0,2,3,3,7.3,311,9.1,0,90.5,21,22,-3.8,1.93,0,0,0.0,86.4,19,1,0.0,22,14.0,0,5,,75.6,60.3,75.0,60.1,,,0,1,22,0.0,86.0,0.0,0,0,0,1,1,1,4.5,122,5.5,1.34
Matthew Stafford,4924,QB,DET,4,3.05,0,156,11,69.9,123,129,10.2,2.59,0,5,3.6,59.7,77,46,10.5,147,94.2,9,55,,88.4,62.5,84.2,60.8,,64.8,3,3,158,23.9,94.9,7.5,11,7,1,2,8,5,3.2,994,7.7,68.4,98,102,9.0,2.46,0,4,3.7,59.8,61,36,9.0,120,76.9,6,43,,86.9,60.0,83.7,59.1,,59.5,2,2,127,33.3,97.1,10.0,12,6,1,1,7,4,3.1,746,7.3,81.3,32,35,10.3,2.88,0,1,2.5,62.9,22,11,15.4,36,23.1,4,12,,79.2,67.1,77.3,64.3,,65.6,1,1,41,0.0,84.3,0.0,0,1,0,2,1,1,2.4,271,7.7,0,100.0,7,8,-5.1,2.07,0,0,0.0,75.0,6,1,14.3,9,5.8,1,0,,71.4,60.3,72.3,60.2,,,0,0,10,100.0,77.1,11.1,1,0,0,1,0,0,0.0,23,2.9,0.43
Aaron Rodgers,2241,QB,GB,4,0.32,0,146,12,77.2,114,120,11.6,2.74,1,15,11.5,67.5,81,30,8.0,127,87.0,7,57,,87.5,96.8,84.1,96.0,,59.7,0,0,140,10.0,133.6,2.4,3,4,0,5,13,0,0.0,1129,9.4,79.3,92,98,9.3,2.39,1,11,10.5,70.4,69,20,5.5,103,70.5,4,42,,85.9,95.0,83.7,94.1,,66.6,0,0,112,15.0,128.4,2.9,3,2,0,5,9,0,0.0,871,8.9,82.1,39,41,10.7,2.99,0,4,8.9,70.7,29,11,9.4,43,29.5,3,20,,80.0,92.4,77.7,92.2,,52.3,0,0,47,0.0,128.4,0.0,0,2,0,2,4,0,0.0,343,8.4,0,100.0,17,19,-2.6,1.38,0,0,0.0,89.5,17,1,0.0,19,13.0,0,5,,74.8,66.7,74.5,66.0,,,0,0,19,0.0,85.3,0.0,0,0,0,2,0,0,0.0,85,4.5,-0.52
Drew Brees,802,QB,NO,4,4.52,0,135,20,78.0,109,115,7.3,2.57,2,6,5.0,69.6,80,32,5.9,121,89.6,5,50,,61.9,69.5,83.9,68.6,57.6,58.0,1,2,126,15.6,106.6,4.1,5,1,1,2,7,4,3.2,924,8.0,80.0,100,105,5.8,2.37,3,5,4.5,70.5,74,24,7.5,109,80.7,6,38,,59.6,66.2,83.7,65.3,57.6,58.0,1,2,115,12.5,99.7,2.8,3,1,1,0,6,3,2.6,700,6.7,81.8,22,24,7.2,3.02,0,1,4.2,75.0,18,8,0.0,26,19.3,0,16,,76.6,76.6,75.6,75.2,,,0,0,26,25.0,144.4,7.7,2,0,0,2,2,1,3.8,306,12.8,0,100.0,13,14,-4.5,1.86,1,0,0.0,85.7,12,0,7.7,14,10.4,1,4,,73.5,66.5,73.7,65.9,,,0,0,15,,114.9,0.0,0,0,0,0,1,0,0.0,82,5.9,6.08
Jared Goff,10635,QB,LA,4,8.02,0,133,26,83.5,97,105,7.6,2.78,4,6,5.6,74.3,78,39,3.7,116,87.2,3,50,,87.1,89.6,84.1,88.9,,63.7,1,2,119,15.4,113.9,5.2,6,5,0,3,6,1,0.8,978,9.3,81.5,54,63,7.3,2.33,5,4,6.1,68.3,43,22,2.3,68,51.1,1,25,,84.0,82.0,83.3,79.9,,67.7,1,2,72,22.7,91.6,7.4,5,0,0,3,2,0,0.0,533,8.5,88.9,54,59,5.6,3.06,1,2,3.3,76.3,45,17,6.3,65,48.9,3,28,,82.1,85.4,79.0,85.8,,56.8,0,0,66,5.9,125.7,1.5,1,5,0,4,4,1,1.5,530,9.0,0,100.0,11,17,-4.3,2.01,2,0,0.0,58.8,10,0,9.1,17,12.8,1,3,,74.8,60.4,74.5,60.1,,,0,0,19,,71.9,0.0,0,0,0,4,0,0,0.0,85,5.0,0.52
Philip Rivers,1725,QB,IND,4,1.73,0,125,14,74.8,103,107,9.2,2.48,2,6,5.1,70.1,75,27,2.6,111,88.8,2,45,,86.8,75.5,84.1,74.4,,56.9,1,3,122,11.1,92.2,2.7,3,1,0,1,3,4,3.3,873,8.2,78.7,89,94,7.4,2.29,3,5,4.9,72.3,68,21,2.9,97,77.6,2,38,,85.9,76.5,83.9,75.5,,56.9,1,2,106,9.5,97.3,2.1,2,1,0,1,3,3,2.8,749,8.0,74.1,27,27,8.5,2.67,0,1,3.6,74.1,20,6,0.0,28,22.4,0,11,,77.4,66.0,76.1,65.3,,,0,1,30,16.7,97.0,3.6,1,0,0,0,1,1,3.3,235,8.7,0,100.0,13,14,-4.7,1.51,1,0,0.0,92.9,13,0,0.0,14,11.2,0,4,,73.2,66.7,73.5,66.1,,,0,0,14,,123.5,0.0,0,0,0,0,1,0,0.0,111,7.9,0.73
Baker Mayfield,46518,QB,CLV,4,-5.5,0,125,8,74.5,98,111,9.9,3.1,2,4,3.4,62.2,69,39,5.5,121,96.8,4,44,,87.1,69.0,84.4,66.4,,68.0,0,2,128,15.4,94.4,5.0,6,4,1,10,7,5,3.9,720,6.5,77.6,67,76,9.2,2.88,2,1,1.2,64.5,49,25,5.8,83,66.4,3,30,,84.7,67.4,83.7,65.2,,63.8,0,1,89,20.0,90.0,6.0,5,2,1,6,3,3,3.4,483,6.4,70.6,34,39,10.1,3.51,0,3,7.5,59.0,23,15,4.2,42,33.6,1,15,,79.5,66.2,0.0,65.9,,66.5,0,1,43,6.7,101.0,2.4,1,2,0,5,4,2,4.7,246,6.3,0,100.0,3,4,-3.7,2.85,0,0,0.0,75.0,3,1,0.0,4,3.2,0,1,,66.9,51.4,0.0,61.1,,,0,0,4,0.0,77.1,0.0,0,0,0,1,0,0,0.0,9,2.3,-0.05
